,Date,Day,Territory,Menu Item,Price (PHP),Price (USD),Category,Menu
1,2022/06/05,Sun,Philippines,6-pc. Chicken McShare Box,330.00,6.23,Featured,Regular
2,2022/06/05,Sun,Philippines,K-Chicken Small Meal,195.00,3.68,Featured,Regular
3,2022/06/05,Sun,Philippines,Ebi Burger Small Meal,195.00,3.68,Featured,Regular
4,2022/06/05,Sun,Philippines,Ultimate Burger McShare,499.00,9.43,Featured,Regular
5,2022/06/05,Sun,Philippines,McCafé Caramel Popcorn Iced Coffee,57.00,1.08,Featured,Regular
6,2022/06/05,Sun,Philippines,BFF Fries,135.00,2.55,Featured,Regular
7,2022/06/05,Sun,Philippines,McCafe Caramel Popcorn Coffee Float,78.00,1.47,Featured,Regular
8,2022/06/05,Sun,Philippines,Caramel Popcorn Coke McFloat,47.00,0.89,Featured,Regular
9,2022/06/05,Sun,Philippines,Ultimate Burger McShare,499.00,9.43,Group Meals,Regular
10,2022/06/05,Sun,Philippines,Snack Burger McShare,330.00,6.23,Group Meals,Regular
11,2022/06/05,Sun,Philippines,6-pc. Chicken McShare Box,330.00,6.23,Group Meals,Regular
12,2022/06/05,Sun,Philippines,8-pc. Chicken McShare Box,440.00,8.31,Group Meals,Regular
13,2022/06/05,Sun,Philippines,McSpaghetti Platter,220.00,4.16,Group Meals,Regular
14,2022/06/05,Sun,Philippines,10-pc. Chicken McNuggets,190.00,3.59,Group Meals,Regular
15,2022/06/05,Sun,Philippines,20-pc. Chicken McNuggets,370.00,6.99,Group Meals,Regular
16,2022/06/05,Sun,Philippines,BFF Fries N' McFloat Combo,222.00,4.19,Group Meals,Regular
17,2022/06/05,Sun,Philippines,BFF Shake Shake Fries BBQ N' McFloat Combo,237.00,4.48,Group Meals,Regular
18,2022/06/05,Sun,Philippines,BFF Shake Shake Fries Cheese N' McFloat Combo,237.00,4.48,Group Meals,Regular
19,2022/06/05,Sun,Philippines,McCrispy Chicken Fillet w/ Coke McFloat McShare,249.00,4.70,Group Meals,Regular
20,2022/06/05,Sun,Philippines,McCrispy Chicken Fillet Ala King w/ Coke McFloat McShare,249.00,4.70,Group Meals,Regular
21,2022/06/05,Sun,Philippines,McCrispy Chicken Fillet w/ Apple Pie McShare,249.00,4.70,Group Meals,Regular
22,2022/06/05,Sun,Philippines,McCrispy Chicken Fillet Ala King w/ Apple Pie McShare,249.00,4.70,Group Meals,Regular
23,2022/06/05,Sun,Philippines,McShare Bundle for 3,500.00,9.45,Group Meals,Regular
24,2022/06/05,Sun,Philippines,McShare Bundle for 4,725.00,13.70,Group Meals,Regular
25,2022/06/05,Sun,Philippines,10-pc. Chicken McShare Box,550.00,10.39,Group Meals,Regular
26,2022/06/05,Sun,Philippines,15-pc. Chicken McShare Box,825.00,15.59,Group Meals,Regular
