,Date,Day,Territory,Menu Item,Price (PHP),Price (USD),Category,Menu
1,2022/12/30,Fri,Philippines,Mega Meal - Chicken McDo w/ McSpaghetti & Sundae,208.00,3.73,McDelivery Exclusives,Regular
2,2022/12/30,Fri,Philippines,McCrispy Hamonado Sandwich Meal,199.00,3.57,Featured,Regular
3,2022/12/30,Fri,Philippines,1-pc. Chicken McDo & Mushroom Soup Meal,160.00,2.87,Featured,Regular
4,2022/12/30,Fri,Philippines,6-pc. Chicken McShare Box,437.00,7.85,Featured,All Day
5,2022/12/30,Fri,Philippines,6-pc. Chicken McShare Box,437.00,7.85,Group Meals,All Day
6,2022/12/30,Fri,Philippines,8-pc. Chicken McShare Box,579.00,10.40,Group Meals,All Day
7,2022/12/30,Fri,Philippines,McSpaghetti Platter,242.00,4.35,Group Meals,Regular
8,2022/12/30,Fri,Philippines,10-pc. Chicken McShare Box,633.00,11.37,Group Meals,All Day
9,2022/12/30,Fri,Philippines,15-pc. Chicken McShare Box,825.00,14.81,Group Meals,All Day
10,2022/12/30,Fri,Philippines,20-pc. Chicken McShare Box,1265.00,22.71,Group Meals,All Day
11,2022/12/30,Fri,Philippines,McSpaghetti Platter Good for 10,440.00,7.90,Group Meals,Regular
12,2022/12/30,Fri,Philippines,McSpaghetti Platter Good for 15,660.00,11.85,Group Meals,Regular
13,2022/12/30,Fri,Philippines,McSpaghetti Platter Good for 20,880.00,15.80,Group Meals,Regular
14,2022/12/30,Fri,Philippines,Plain Rice Good for 10,245.00,4.40,Group Meals,All Day
15,2022/12/30,Fri,Philippines,Plain Rice Good for 15,360.00,6.46,Group Meals,All Day
16,2022/12/30,Fri,Philippines,Plain Rice Good for 20,475.00,8.53,Group Meals,All Day
17,2022/12/30,Fri,Philippines,1-pc. Chicken McDo & Mushroom Soup Meal,160.00,2.87,Chicken,Regular
18,2022/12/30,Fri,Philippines,Mega Meal - Spicy Chicken McDo w/ McSpaghetti & Sundae,212.00,3.81,Chicken,Regular
19,2022/12/30,Fri,Philippines,2-pc. Chicken McDo Meal,213.00,3.82,Chicken,All Day
20,2022/12/30,Fri,Philippines,2-pc. Spicy Chicken McDo Meal,221.00,3.97,Chicken,All Day
21,2022/12/30,Fri,Philippines,1-pc. Spicy Chicken McDo & Mushroom Soup Meal,164.00,2.94,Chicken,Regular
22,2022/12/30,Fri,Philippines,1-pc. Spicy Chicken McDo Meal,128.00,2.30,Chicken,All Day
23,2022/12/30,Fri,Philippines,1-pc. Chicken McDo Meal,124.00,2.23,Chicken,All Day
24,2022/12/30,Fri,Philippines,1-pc. Chicken McDo w/ McSpaghetti Meal,182.00,3.27,Chicken,Regular
25,2022/12/30,Fri,Philippines,1-pc. Spicy Chicken McDo w/ McSpaghetti Meal,186.00,3.34,Chicken,Regular
26,2022/12/30,Fri,Philippines,Mega Meal - Chicken McDo w/ McSpaghetti & Sundae,208.00,3.73,Chicken,Regular
27,2022/12/30,Fri,Philippines,Mega Meal - Spicy Chicken McDo w/ Rice & McSpaghetti,206.00,3.70,Chicken,Regular
28,2022/12/30,Fri,Philippines,McCrispy Hamonado Sandwich Meal,199.00,3.57,Burgers,Regular
29,2022/12/30,Fri,Philippines,McSpaghetti Platter,242.00,4.35,McSpaghetti,Regular
30,2022/12/30,Fri,Philippines,McSpaghetti Meal,96.00,1.72,McSpaghetti,Regular
31,2022/12/30,Fri,Philippines,1-pc. Chicken McDo w/ McSpaghetti Meal,182.00,3.27,McSpaghetti,Regular
32,2022/12/30,Fri,Philippines,1-pc. Spicy Chicken McDo w/ McSpaghetti Meal,186.00,3.34,McSpaghetti,Regular
33,2022/12/30,Fri,Philippines,Mega Meal - Spicy Chicken McDo w/ Rice & McSpaghetti,206.00,3.70,McSpaghetti,Regular
34,2022/12/30,Fri,Philippines,Mega Meal - Chicken McDo w/ McSpaghetti & Sundae,208.00,3.73,McSpaghetti,Regular
35,2022/12/30,Fri,Philippines,Mega Meal - Spicy Chicken McDo w/ McSpaghetti & Sundae,212.00,3.81,McSpaghetti,Regular
36,2022/12/30,Fri,Philippines,2-pc. Mushroom Pepper Steak Meal,134.00,2.41,Rice Bowls,All Day
