,Date,Day,Territory,Menu Item,Price (FJD),Price (USD),Category,Menu
1,2022/12/30,Fri,Fiji,Big Mac (S/R) -Beef,14.00,6.37,Classic McValue Meals,Regular
2,2022/12/30,Fri,Fiji,Cheeseburger (S/R) - Beef,10.20,4.64,Classic McValue Meals,Regular
3,2022/12/30,Fri,Fiji,Double Cheeseburger (S/R) - Beef,12.65,5.76,Classic McValue Meals,Regular
4,2022/12/30,Fri,Fiji,Filet McWrap (S/R),13.45,6.12,Classic McValue Meals,Regular
5,2022/12/30,Fri,Fiji,McChicken (S/R),14.00,6.37,Chicken Mcvalue Meals,Regular
6,2022/12/30,Fri,Fiji,2pc Hot And Spicy (S/R),13.55,6.17,Chicken Mcvalue Meals,Regular
7,2022/12/30,Fri,Fiji,3pc Hot And Spicy (S/R),18.60,8.47,Chicken Mcvalue Meals,Regular
8,2022/12/30,Fri,Fiji,5pc Hot And Spicy (S/R),26.30,11.97,Chicken Mcvalue Meals,Regular
9,2022/12/30,Fri,Fiji,6pk McNuggets (S/R),13.00,5.92,Chicken Mcvalue Meals,Regular
10,2022/12/30,Fri,Fiji,10pk McNuggets (S/R),15.80,7.19,Chicken Mcvalue Meals,Regular
11,2022/12/30,Fri,Fiji,Chicken Aioli McWrap (S/R),13.55,6.17,Chicken Mcvalue Meals,Regular
12,2022/12/30,Fri,Fiji,Cheeseburger Happy Meal (Beef),11.45,5.21,Happy Meals,Regular
13,2022/12/30,Fri,Fiji,Junior Burger Happy Meal (Beef),11.45,5.21,Happy Meals,Regular
14,2022/12/30,Fri,Fiji,4pk Chicken McNuggets Happy Meal,11.45,5.21,Happy Meals,Regular
15,2022/12/30,Fri,Fiji,Big Mac (Beef),9.45,4.30,Classic Favourites,Regular
16,2022/12/30,Fri,Fiji,Cheeseburger (Beef),5.45,2.48,Classic Favourites,Regular
17,2022/12/30,Fri,Fiji,Quarter Pounder (Beef),9.35,4.26,Classic Favourites,Regular
18,2022/12/30,Fri,Fiji,Filet-O-Fish,7.35,3.35,Classic Favourites,Regular
19,2022/12/30,Fri,Fiji,McFeast (Beef),12.25,5.58,Classic Favourites,Regular
20,2022/12/30,Fri,Fiji,Double Cheeseburger (Beef),8.95,4.07,Classic Favourites,Regular
21,2022/12/30,Fri,Fiji,Salad Burger,6.95,3.16,Classic Favourites,Regular
22,2022/12/30,Fri,Fiji,Vege McWrap,9.35,4.26,Classic Favourites,Regular
23,2022/12/30,Fri,Fiji,Filet McWrap,9.95,4.53,Classic Favourites,Regular
24,2022/12/30,Fri,Fiji,3pc Hot And Spicy Chicken,14.65,6.67,Chicken Favourites,Regular
25,2022/12/30,Fri,Fiji,5pc Hot And Spicy Chicken,22.75,10.36,Chicken Favourites,Regular
26,2022/12/30,Fri,Fiji,6pk McNuggets,7.55,3.44,Chicken Favourites,Regular
27,2022/12/30,Fri,Fiji,10pk McNuggets,11.55,5.26,Chicken Favourites,Regular
28,2022/12/30,Fri,Fiji,Chicken Aioli McWrap,10.75,4.89,Chicken Favourites,Regular
29,2022/12/30,Fri,Fiji,Mc Chicken,9.45,4.30,Chicken Favourites,Regular
30,2022/12/30,Fri,Fiji,Apple Pie,5.95,2.71,Sides And Condiments,Regular
31,2022/12/30,Fri,Fiji,Sweet And Sour Sauce,0.50,0.23,Sides And Condiments,Regular
32,2022/12/30,Fri,Fiji,Ketchup Packet,0.25,0.11,Sides And Condiments,Regular
33,2022/12/30,Fri,Fiji,BBQ Sauce,0.50,0.23,Sides And Condiments,Regular
34,2022/12/30,Fri,Fiji,Mayonnaise Packet,0.50,0.23,Sides And Condiments,Regular
35,2022/12/30,Fri,Fiji,Fries (S/R),3.90,1.78,Sides And Condiments,Regular
36,2022/12/30,Fri,Fiji,20pk Chicken McNuggets,20.95,9.54,Promotions,Regular
