,Date,Day,Territory,Menu Item,Price (FJD),Price (USD),Category,Menu
1,2022/11/30,Wed,Fiji,Big Mac (S/R) -Beef,14.00,6.30,Classic McValue Meals,Regular
2,2022/11/30,Wed,Fiji,Cheeseburger (S/R) - Beef,10.20,4.59,Classic McValue Meals,Regular
3,2022/11/30,Wed,Fiji,Double Cheeseburger (S/R) - Beef,12.65,5.69,Classic McValue Meals,Regular
4,2022/11/30,Wed,Fiji,Filet McWrap (S/R),13.45,6.05,Classic McValue Meals,Regular
5,2022/11/30,Wed,Fiji,McChicken (S/R),14.00,6.30,Chicken Mcvalue Meals,Regular
6,2022/11/30,Wed,Fiji,2pc Hot And Spicy (S/R),13.55,6.09,Chicken Mcvalue Meals,Regular
7,2022/11/30,Wed,Fiji,3pc Hot And Spicy (S/R),18.60,8.37,Chicken Mcvalue Meals,Regular
8,2022/11/30,Wed,Fiji,5pc Hot And Spicy (S/R),26.30,11.83,Chicken Mcvalue Meals,Regular
9,2022/11/30,Wed,Fiji,6pk McNuggets (S/R),13.00,5.85,Chicken Mcvalue Meals,Regular
10,2022/11/30,Wed,Fiji,10pk McNuggets (S/R),15.80,7.11,Chicken Mcvalue Meals,Regular
11,2022/11/30,Wed,Fiji,Chicken Aioli McWrap (S/R),13.55,6.09,Chicken Mcvalue Meals,Regular
12,2022/11/30,Wed,Fiji,Cheeseburger Happy Meal (Beef),11.45,5.15,Happy Meals,Regular
13,2022/11/30,Wed,Fiji,Junior Burger Happy Meal (Beef),11.45,5.15,Happy Meals,Regular
14,2022/11/30,Wed,Fiji,4pk Chicken McNuggets Happy Meal,11.45,5.15,Happy Meals,Regular
15,2022/11/30,Wed,Fiji,Big Mac (Beef),9.45,4.25,Classic Favourites,Regular
16,2022/11/30,Wed,Fiji,Cheeseburger (Beef),5.45,2.45,Classic Favourites,Regular
17,2022/11/30,Wed,Fiji,Quarter Pounder (Beef),9.35,4.21,Classic Favourites,Regular
18,2022/11/30,Wed,Fiji,Filet-O-Fish,7.35,3.31,Classic Favourites,Regular
19,2022/11/30,Wed,Fiji,McFeast (Beef),12.25,5.51,Classic Favourites,Regular
20,2022/11/30,Wed,Fiji,Double Cheeseburger (Beef),8.95,4.03,Classic Favourites,Regular
21,2022/11/30,Wed,Fiji,Salad Burger,6.95,3.13,Classic Favourites,Regular
22,2022/11/30,Wed,Fiji,Vege McWrap,9.35,4.21,Classic Favourites,Regular
23,2022/11/30,Wed,Fiji,Filet McWrap,9.95,4.48,Classic Favourites,Regular
24,2022/11/30,Wed,Fiji,McChicken,9.45,4.25,Chicken Favourites,Regular
25,2022/11/30,Wed,Fiji,3pc Hot And Spicy Chicken,14.65,6.59,Chicken Favourites,Regular
26,2022/11/30,Wed,Fiji,5pc Hot And Spicy Chicken,22.75,10.23,Chicken Favourites,Regular
27,2022/11/30,Wed,Fiji,6pk McNuggets,7.55,3.40,Chicken Favourites,Regular
28,2022/11/30,Wed,Fiji,10pk McNuggets,11.55,5.19,Chicken Favourites,Regular
29,2022/11/30,Wed,Fiji,Chicken Aioli McWrap,10.75,4.83,Chicken Favourites,Regular
30,2022/11/30,Wed,Fiji,Apple Pie,5.95,2.68,Sides And Condiments,Regular
31,2022/11/30,Wed,Fiji,Fries (S/R),3.90,1.75,Sides And Condiments,Regular
32,2022/11/30,Wed,Fiji,Sweet And Sour Sauce,0.50,0.22,Sides And Condiments,Regular
33,2022/11/30,Wed,Fiji,Ketchup Packet,0.25,0.11,Sides And Condiments,Regular
34,2022/11/30,Wed,Fiji,BBQ Sauce,0.50,0.22,Sides And Condiments,Regular
35,2022/11/30,Wed,Fiji,Mayonnaise Packet,0.50,0.22,Sides And Condiments,Regular
36,2022/11/30,Wed,Fiji,20pk Chicken McNuggets,20.95,9.42,Promotions,Regular
