,Date,Day,Territory,Menu Item,Price (LKR),Price (USD),Category,Menu
1,2024/01/05,Fri,Sri Lanka,Crispy Chicken 02 PC,1220.00,3.78,Ala Carte & Value Meals,Regular
2,2024/01/05,Fri,Sri Lanka,Crispy Chicken 05 PC,3080.00,9.54,Ala Carte & Value Meals,Regular
3,2024/01/05,Fri,Sri Lanka,Spicy chicken footlong,930.00,2.88,Ala Carte & Value Meals,Regular
4,2024/01/05,Fri,Sri Lanka,Crispy Chicken Wrap,840.00,2.60,Ala Carte & Value Meals,Regular
5,2024/01/05,Fri,Sri Lanka,McSpicy Chicken Wrap,1700.00,5.27,Ala Carte & Value Meals,Regular
6,2024/01/05,Fri,Sri Lanka,Crispy Chicken Burger,580.00,1.80,Ala Carte & Value Meals,Regular
7,2024/01/05,Fri,Sri Lanka,Chicken Junior,780.00,2.42,Ala Carte & Value Meals,Regular
8,2024/01/05,Fri,Sri Lanka,Beefburger,1050.00,3.25,Ala Carte & Value Meals,Regular
9,2024/01/05,Fri,Sri Lanka,Cheeseburger,1200.00,3.72,Ala Carte & Value Meals,Regular
10,2024/01/05,Fri,Sri Lanka,Double Cheeseburger,1880.00,5.82,Ala Carte & Value Meals,Regular
11,2024/01/05,Fri,Sri Lanka,Big Mac,1820.00,5.64,Ala Carte & Value Meals,Regular
12,2024/01/05,Fri,Sri Lanka,McChicken Burger,1700.00,5.27,Ala Carte & Value Meals,Regular
13,2024/01/05,Fri,Sri Lanka,McSpicy Chicken Burger,1100.00,3.41,Ala Carte & Value Meals,Regular
14,2024/01/05,Fri,Sri Lanka,Chicken Big Mac,1700.00,5.27,Ala Carte & Value Meals,Regular
15,2024/01/05,Fri,Sri Lanka,Chicken McNuggets 6 PC,1500.00,4.65,Ala Carte & Value Meals,Regular
16,2024/01/05,Fri,Sri Lanka,Chicken McNuggets 9 PC,2090.00,6.47,Ala Carte & Value Meals,Regular
17,2024/01/05,Fri,Sri Lanka,McSpicy Wings 3 PC,570.00,1.77,Ala Carte & Value Meals,Regular
18,2024/01/05,Fri,Sri Lanka,McSpicy Wings 6 PC,1070.00,3.31,Ala Carte & Value Meals,Regular
19,2024/01/05,Fri,Sri Lanka,Filet-O-Fish,1380.00,4.27,Ala Carte & Value Meals,Regular
20,2024/01/05,Fri,Sri Lanka,Veggie Burger,1100.00,3.41,Ala Carte & Value Meals,Regular
21,2024/01/05,Fri,Sri Lanka,Sausage & Egg Burger,580.00,1.80,Breakfast & Value Meals,Breakfast
22,2024/01/05,Fri,Sri Lanka,Egg Burger,440.00,1.36,Breakfast & Value Meals,Breakfast
23,2024/01/05,Fri,Sri Lanka,Hash Brown,340.00,1.05,Breakfast & Value Meals,Breakfast
24,2024/01/05,Fri,Sri Lanka,Crispy Chicken Wrap,840.00,2.60,Breakfast & Value Meals,Breakfast
25,2024/01/05,Fri,Sri Lanka,Crispy Chicken Burger,580.00,1.80,Breakfast & Value Meals,Breakfast
26,2024/01/05,Fri,Sri Lanka,Chicken Junior,780.00,2.42,Breakfast & Value Meals,Breakfast
27,2024/01/05,Fri,Sri Lanka,McSpicy Chicken Burger,1100.00,3.41,Breakfast & Value Meals,Breakfast
28,2024/01/05,Fri,Sri Lanka,Double Chicken Rice meal,1250.00,3.87,Rice,Regular
29,2024/01/05,Fri,Sri Lanka,Curry N Rice,560.00,1.73,Rice,Regular
30,2024/01/05,Fri,Sri Lanka,McRice Chicken,970.00,3.00,Rice,Regular
31,2024/01/05,Fri,Sri Lanka,McRice - Fish,970.00,3.00,Rice,Regular
32,2024/01/05,Fri,Sri Lanka,McRice - Vegetable,970.00,3.00,Rice,Regular
33,2024/01/05,Fri,Sri Lanka,Fries,570.00,1.77,Salads/Sides,Regular
34,2024/01/05,Fri,Sri Lanka,Choco Chip McFlurry,1040.00,3.22,Desserts,Regular
35,2024/01/05,Fri,Sri Lanka,OREO McFLURRY,1040.00,3.22,Desserts,Regular
36,2024/01/05,Fri,Sri Lanka,Chocolate Sundae,730.00,2.26,Desserts,Regular
37,2024/01/05,Fri,Sri Lanka,Strawberry Sundae,730.00,2.26,Desserts,Regular
38,2024/01/05,Fri,Sri Lanka,Plain Sundae,640.00,1.98,Desserts,Regular
39,2024/01/05,Fri,Sri Lanka,Chocolate flavoured milk,410.00,1.27,Beverages,Regular
40,2024/01/05,Fri,Sri Lanka,Coke zero,310.00,0.96,Beverages,Regular
41,2024/01/05,Fri,Sri Lanka,Coke,370.00,1.15,Beverages,Regular
42,2024/01/05,Fri,Sri Lanka,Fanta,370.00,1.15,Beverages,Regular
43,2024/01/05,Fri,Sri Lanka,Sprite,370.00,1.15,Beverages,Regular
44,2024/01/05,Fri,Sri Lanka,Water,120.00,0.37,Beverages,Regular
45,2024/01/05,Fri,Sri Lanka,Happy Crispy Burger Meal,1000.00,3.10,Happy Meals,Regular
46,2024/01/05,Fri,Sri Lanka,Happy Meal Rice - Chicken,1000.00,3.10,Happy Meals,Regular
47,2024/01/05,Fri,Sri Lanka,Happy Meal Beef,1750.00,5.42,Happy Meals,Regular
48,2024/01/05,Fri,Sri Lanka,Happy Meal Chicken Junior,2550.00,7.90,Happy Meals,Regular
49,2024/01/05,Fri,Sri Lanka,Happy Meal Cheeseburger,1850.00,5.73,Happy Meals,Regular
50,2024/01/05,Fri,Sri Lanka,Happy Meal 4 Nugget,1490.00,4.61,Happy Meals,Regular
51,2024/01/05,Fri,Sri Lanka,Indulge and Cheer,2880.00,8.92,Promotion & Bundle Meals,Regular
52,2024/01/05,Fri,Sri Lanka,Crave Busters,950.00,2.94,Promotion & Bundle Meals,Regular
53,2024/01/05,Fri,Sri Lanka,Spicy and Crispy  Bundle,3500.00,10.84,Promotion & Bundle Meals,Regular
54,2024/01/05,Fri,Sri Lanka,Share box Rice Bundles,7720.00,23.91,Promotion & Bundle Meals,Regular
55,2024/01/05,Fri,Sri Lanka,Share box Chicken Bundles,7720.00,23.91,Promotion & Bundle Meals,Regular
56,2024/01/05,Fri,Sri Lanka,Share box Beef Bundles,9080.00,28.12,Promotion & Bundle Meals,Regular
57,2024/01/05,Fri,Sri Lanka,Fries,570.00,1.77,Salads/Sides,Breakfast
58,2024/01/05,Fri,Sri Lanka,Choco Chip McFlurry,1040.00,3.22,Desserts,Breakfast
59,2024/01/05,Fri,Sri Lanka,OREO McFLURRY,1040.00,3.22,Desserts,Breakfast
60,2024/01/05,Fri,Sri Lanka,Chocolate Sundae,730.00,2.26,Desserts,Breakfast
61,2024/01/05,Fri,Sri Lanka,Strawberry Sundae,730.00,2.26,Desserts,Breakfast
62,2024/01/05,Fri,Sri Lanka,Plain Sundae,640.00,1.98,Desserts,Breakfast
63,2024/01/05,Fri,Sri Lanka,Chocolate flavoured milk,410.00,1.27,Beverages,Breakfast
64,2024/01/05,Fri,Sri Lanka,Coke zero,310.00,0.96,Beverages,Breakfast
65,2024/01/05,Fri,Sri Lanka,Coke,370.00,1.15,Beverages,Breakfast
66,2024/01/05,Fri,Sri Lanka,Fanta,370.00,1.15,Beverages,Breakfast
67,2024/01/05,Fri,Sri Lanka,Sprite,370.00,1.15,Beverages,Breakfast
68,2024/01/05,Fri,Sri Lanka,Water,120.00,0.37,Beverages,Breakfast
69,2024/01/05,Fri,Sri Lanka,Happy Crispy Burger Meal,1000.00,3.10,Happy Meals,Breakfast
