Date,Day,Territory,Menu Item,Price (INR),Price (USD),Category
2023/06/29,Thu,India,Berry Lemonade Splash Regular,132.38,1.61,Shakes and Coolers
2023/06/29,Thu,India,Sweet Lime Cooler,131.43,1.6,Shakes and Coolers
2023/06/29,Thu,India,American Mud Pie,195.24,2.38,Shakes and Coolers
2023/06/29,Thu,India,Lemon Chiller,180.0,2.19,Shakes and Coolers
2023/06/29,Thu,India,Chocolate Shake,175.24,2.14,Shakes and Coolers
2023/06/29,Thu,India,Strawberry Shake,175.24,2.14,Shakes and Coolers
2023/06/29,Thu,India,Strawberry Chiller,180.0,2.19,Shakes and Coolers
2023/06/29,Thu,India,Mixed Berry Smoothie,210.48,2.57,Shakes and Coolers
2023/06/29,Thu,India,Green Apple Chiller,180.0,2.19,Shakes and Coolers
2023/06/29,Thu,India,McCafe-Chocolate Frappe,278.1,3.39,Shakes and Coolers
2023/06/29,Thu,India,Mango Smoothie,210.48,2.57,Shakes and Coolers
2023/06/29,Thu,India,McCafe-Mocha Frappe,278.1,3.39,Shakes and Coolers
2023/06/29,Thu,India,Chocolate Express Cake,200.0,2.44,Muffins and More
2023/06/29,Thu,India,Chocolate Chip Muffin,139.0,1.69,Muffins and More
2023/06/29,Thu,India,Blueberry Cheese Cake,229.0,2.79,Muffins and More
2023/06/29,Thu,India,Vanilla Chocolate Muffin,129.0,1.57,Muffins and More
2023/06/29,Thu,India,Birthday Party Package - McVeggie,2143.82,26.14,Happy Meals
2023/06/29,Thu,India,McVeggie Happy Meal,298.1,3.63,Happy Meals
2023/06/29,Thu,India,McChicken Happy Meal,319.05,3.89,Happy Meals
2023/06/29,Thu,India,McAloo Tikki Happy Meal,206.67,2.52,Happy Meals
2023/06/29,Thu,India,McEgg Happy Meal,231.43,2.82,Happy Meals
2023/06/29,Thu,India,Birthday Party Package - McChicken,2143.82,26.14,Happy Meals
