,Date,Day,Territory,Menu Item,Price (INR),Price (USD),Category
1,2023/08/09,Wed,India,McSaver Double Cheese McMuffin Meal,141.90,1.71,McBreakfast
2,2023/08/09,Wed,India,Sausage & Egg McMuffin,149.52,1.80,McBreakfast
3,2023/08/09,Wed,India,Sausage McMuffin,128.57,1.55,McBreakfast
4,2023/08/09,Wed,India,Egg & Cheese McMuffin,98.10,1.18,McBreakfast
5,2023/08/09,Wed,India,Veg McMuffin,114.29,1.38,McBreakfast
6,2023/08/09,Wed,India,Hashbrown,51.43,0.62,McBreakfast
7,2023/08/09,Wed,India,McSaver Spicy Egg McMuffin Meal,141.90,1.71,McBreakfast
8,2023/08/09,Wed,India,McSaver Egg & Cheese McMuffin Meal,141.90,1.71,McBreakfast
9,2023/08/09,Wed,India,Sausage with Egg McMuffin 3 Pc Meal,286.67,3.46,McBreakfast
10,2023/08/09,Wed,India,Sausage McMuffin 3 Pc Meal,265.71,3.21,McBreakfast
11,2023/08/09,Wed,India,Egg & Cheese McMuffin 3 Pc Meal,235.24,2.84,McBreakfast
12,2023/08/09,Wed,India,Veg McMuffin 3 Pc Meal,257.14,3.10,McBreakfast
13,2023/08/09,Wed,India,Sausage & Egg McMuffin 2 pc Meal,261.90,3.16,McBreakfast
14,2023/08/09,Wed,India,Sausage McMuffin 2 pc Meal,245.71,2.96,McBreakfast
15,2023/08/09,Wed,India,Veg McMuffin 2 Pc Meal,235.24,2.84,McBreakfast
16,2023/08/09,Wed,India,Double Cheese McMuffin,98.10,1.18,McBreakfast
17,2023/08/09,Wed,India,Spicy Egg McMuffin,103.81,1.25,McBreakfast
18,2023/08/09,Wed,India,Double Cheese McMuffin 3 Pc Meal with Cappuccino (S),235.24,2.84,McBreakfast
19,2023/08/09,Wed,India,Hot Cake 3 Pc Meal,272.38,3.29,McBreakfast
20,2023/08/09,Wed,India,Hot Cake 2 Pc Meal,256.19,3.09,McBreakfast
21,2023/08/09,Wed,India,Hot Cakes With Maple Syrup,142.86,1.72,McBreakfast
22,2023/08/09,Wed,India,Spicy Egg McMuffin 3 Pc Meal with Cappuccino (S),245.71,2.96,McBreakfast
23,2023/08/09,Wed,India,McSpicy Paneer Burger + Fries (L) + 2 Coke + McAloo Tikki Burger,349.41,4.22,Value Meals for 2 (Minimum 25% Off)
24,2023/08/09,Wed,India,2 McSpicy Chicken Burger  + 2 Fries (M)  + Veg Pizza McPuff,449.06,5.42,Value Meals for 2 (Minimum 25% Off)
25,2023/08/09,Wed,India,McVeggie Burger + 2 Fries (M) + McAloo Tikki Burger + Veg Pizza McPuff,299.06,3.61,Value Meals for 2 (Minimum 25% Off)
26,2023/08/09,Wed,India,2 McVeggie Burger + Fries (L) + 2 Coke,348.66,4.21,Value Meals for 2 (Minimum 25% Off)
27,2023/08/09,Wed,India,McSpicy Paneer Burger + 2 Fries (M) + McAloo Tikki Burger + Veg Pizza McPuff,348.58,4.21,Value Meals for 2 (Minimum 25% Off)
28,2023/08/09,Wed,India,2 McChicken Burger + 2 Fries (M) + Veg Pizza McPuff,349.28,4.21,Value Meals for 2 (Minimum 25% Off)
29,2023/08/09,Wed,India,2 McVeggie Burger + 2 Fries (M) + Veg Pizza McPuff,349.25,4.21,Value Meals for 2 (Minimum 25% Off)
30,2023/08/09,Wed,India,2 McSpicy Chicken Burger + Fries (L) + 2 Coke,448.85,5.42,Value Meals for 2 (Minimum 25% Off)
31,2023/08/09,Wed,India,McVeggie Burger + Fries (L) + 2 Coke + McAloo Tikki Burger,299.20,3.61,Value Meals for 2 (Minimum 25% Off)
32,2023/08/09,Wed,India,2 McChicken Burger + Fries (L) + 2 Coke,348.98,4.21,Value Meals for 2 (Minimum 25% Off)
33,2023/08/09,Wed,India,Piri Piri McSpicy Paneer Burger,208.57,2.52,"Shravan - No Onion, No Garlic specials"
34,2023/08/09,Wed,India,Cheesy Veg Nuggets - 4 Pc,90.48,1.09,"Shravan - No Onion, No Garlic specials"
35,2023/08/09,Wed,India,McSaver McCheese Burger Veg Meal,384.77,4.64,"Shravan - No Onion, No Garlic specials"
36,2023/08/09,Wed,India,McSaver Piri Piri McSpicy Paneer Burger Meal,308.58,3.72,"Shravan - No Onion, No Garlic specials"
37,2023/08/09,Wed,India,Cheesy Veg Nuggets - 2 Pc,50.48,0.61,"Shravan - No Onion, No Garlic specials"
38,2023/08/09,Wed,India,Cheesy Veg Nuggets - 9 Pc,199.05,2.40,"Shravan - No Onion, No Garlic specials"
39,2023/08/09,Wed,India,McCheese Burger Veg,248.57,3.00,"Shravan - No Onion, No Garlic specials"
40,2023/08/09,Wed,India,Classic Cheesy Dip,14.29,0.17,"Shravan - No Onion, No Garlic specials"
41,2023/08/09,Wed,India,Jain Meal - McCheese Burger Veg,389.53,4.70,Jain Friendly
42,2023/08/09,Wed,India,McCheese Burger Veg,248.57,3.00,Jain Friendly
43,2023/08/09,Wed,India,Classic Cheesy Dip,14.29,0.17,Jain Friendly
44,2023/08/09,Wed,India,McSaver Piri Piri McSpicy Paneer Burger Meal,308.58,3.72,Piri-Piri McSpicy Range
45,2023/08/09,Wed,India,Piri Piri Big Spicy paneer wrap + Berry Lemonade,275.24,3.32,Piri-Piri McSpicy Range
46,2023/08/09,Wed,India,Piri Piri Big McSpicy Paneer Burger + Berry Lemonade,275.24,3.32,Piri-Piri McSpicy Range
47,2023/08/09,Wed,India,Piri Piri Big Spicy Chicken Wrap + Berry Lemonade,275.24,3.32,Piri-Piri McSpicy Range
48,2023/08/09,Wed,India,Piri Piri Big McSpicy chicken Burger + Berry Lemonade,275.24,3.32,Piri-Piri McSpicy Range
49,2023/08/09,Wed,India,Piri Piri Big Spicy Wrap Paneer + McSpicy Paneer Burger,372.38,4.49,Piri-Piri McSpicy Range
50,2023/08/09,Wed,India,Piri Piri Big Spicy Wrap Paneer + Fries ( R ),265.71,3.21,Piri-Piri McSpicy Range
51,2023/08/09,Wed,India,Piri Piri Big Spicy Wrap Paneer + Fries ( L ),310.48,3.75,Piri-Piri McSpicy Range
52,2023/08/09,Wed,India,Piri Piri Big Spicy Wrap Paneer + Veg Pizza McPuff,248.57,3.00,Piri-Piri McSpicy Range
53,2023/08/09,Wed,India,Piri Piri Big Spicy Wrap Paneer + McVeggie Burger,314.29,3.79,Piri-Piri McSpicy Range
54,2023/08/09,Wed,India,Piri Piri McSpicy Paneer Burger + Pizza McPuff,234.29,2.83,Piri-Piri McSpicy Range
55,2023/08/09,Wed,India,Piri Piri McSpicy Paneer Burger + McVeggie Burger,300.95,3.63,Piri-Piri McSpicy Range
56,2023/08/09,Wed,India,Piri Piri McSpicy Paneer Burger + Fries (R),251.43,3.03,Piri-Piri McSpicy Range
57,2023/08/09,Wed,India,Piri Piri McSpicy Paneer Burger + Fries (L),296.19,3.57,Piri-Piri McSpicy Range
58,2023/08/09,Wed,India,Piri Piri Big Spicy Wrap Chicken + Veg Pizza McPuff,257.14,3.10,Piri-Piri McSpicy Range
59,2023/08/09,Wed,India,Piri Piri Big Spicy Wrap Chicken + McSpicy Chicken Burger,378.10,4.56,Piri-Piri McSpicy Range
