,Date,Day,Territory,Menu Item,Price (INR),Price (USD),Category,Menu
1,2023/01/03,Tue,India,McCheese Burger Veg,249.00,3.01,New Launches,Regular
2,2023/01/03,Tue,India,McCheese Burger Chicken,260.00,3.14,New Launches,Regular
3,2023/01/03,Tue,India,McSaver McCheese Burger Veg Meal,361.00,4.36,New Launches,Regular
4,2023/01/03,Tue,India,McSaver McCheese Burger Chicken Meal,361.00,4.36,New Launches,Regular
5,2023/01/03,Tue,India,2 Fries (R) + Cheesy Dip,110.00,1.33,New Launches,Regular
6,2023/01/03,Tue,India,Triple Cheese  Veg Burger,215.00,2.60,New Launches,Regular
7,2023/01/03,Tue,India,Triple Cheese Chicken Burger,229.00,2.77,New Launches,Regular
8,2023/01/03,Tue,India,McSpicy Premium Veg Burger,249.00,3.01,New Launches,Regular
9,2023/01/03,Tue,India,McSpicy Premium Chicken Burger,260.00,3.14,New Launches,Regular
10,2023/01/03,Tue,India,McSpicy Chicken Burger,185.00,2.24,Trending,Regular
11,2023/01/03,Tue,India,McChicken Burger,131.00,1.58,Trending,Regular
12,2023/01/03,Tue,India,Filet-O-Fish Burger,175.00,2.12,Trending,Regular
13,2023/01/03,Tue,India,Mcflurry Oreo Small,91.00,1.10,Trending,Regular
14,2023/01/03,Tue,India,McFlurry Oreo Medium,129.00,1.56,Trending,Regular
15,2023/01/03,Tue,India,Soft Serve Hot Fudge (M),101.00,1.22,Trending,Regular
16,2023/01/03,Tue,India,Brownie Hot Fudge (M),138.00,1.67,Trending,Regular
17,2023/01/03,Tue,India,Sausage & Egg McMuffin,145.00,1.75,Trending,Regular
18,2023/01/03,Tue,India,Sausage McMuffin,125.00,1.51,Trending,Regular
19,2023/01/03,Tue,India,Egg & Cheese McMuffin,95.00,1.15,Trending,Regular
20,2023/01/03,Tue,India,McVeggie Burger + McAloo Tikki Burger,139.00,1.68,Deals,Regular
21,2023/01/03,Tue,India,Veg Pizza McPuff + McSpicy Chicken Burger,179.00,2.16,Deals,Regular
22,2023/01/03,Tue,India,2 McAloo Tikki Burger + 2 Fries (L),301.00,3.64,Deals,Regular
23,2023/01/03,Tue,India,Black Forest Mcflurry (M) BOGO,115.00,1.39,Deals,Regular
24,2023/01/03,Tue,India,2 Iced Coffee,195.00,2.36,Deals,Regular
25,2023/01/03,Tue,India,McAloo Tikki Burger + Veg Pizza McPuff + Coke,141.00,1.70,Deals,Regular
26,2023/01/03,Tue,India,McChicken Burger + McSpicy Chicken Burger,275.00,3.33,Deals,Regular
27,2023/01/03,Tue,India,2 Cappuccino,195.00,2.36,Deals,Regular
28,2023/01/03,Tue,India,2 McVeggie Burger + 2 Corn & Cheese Burger + 2 Fries (L),665.00,8.04,Deals,Regular
29,2023/01/03,Tue,India,4 McAloo Tikki Burger + 2 Fries (M) + 2 Coke,535.00,6.47,Deals,Regular
30,2023/01/03,Tue,India,McChicken + Fries (M),180.00,2.18,Deals,Regular
31,2023/01/03,Tue,India,McAloo Tikki + Fries (M),108.00,1.31,Deals,Regular
32,2023/01/03,Tue,India,McVeggie + Fries (M),159.00,1.92,Deals,Regular
33,2023/01/03,Tue,India,6 Pc Nuggets + McChicken + Coke,311.00,3.76,Deals,Regular
34,2023/01/03,Tue,India,McChicken Burger + Chocolate Shake,255.00,3.08,Deals,Regular
35,2023/01/03,Tue,India,McVeggie Burger + Chocolate Shake,250.00,3.02,Deals,Regular
36,2023/01/03,Tue,India,Corn & Cheese Burger + Coke,190.00,2.30,Deals,Regular
37,2023/01/03,Tue,India,Hashbrown,50.00,0.60,McBreakfast,Breakfast
38,2023/01/03,Tue,India,Egg & Cheese McMuffin,95.00,1.15,McBreakfast,Breakfast
39,2023/01/03,Tue,India,Double Cheese McMuffin,95.00,1.15,McBreakfast,Breakfast
40,2023/01/03,Tue,India,Spicy Egg McMuffin,101.00,1.22,McBreakfast,Breakfast
41,2023/01/03,Tue,India,Veg McMuffin,111.00,1.34,McBreakfast,Breakfast
42,2023/01/03,Tue,India,Sausage McMuffin,125.00,1.51,McBreakfast,Breakfast
43,2023/01/03,Tue,India,Hot Cakes With Maple Syrup,139.00,1.68,McBreakfast,Breakfast
44,2023/01/03,Tue,India,Sausage & Egg McMuffin,145.00,1.75,McBreakfast,Breakfast
45,2023/01/03,Tue,India,Veg McMuffin 2 Pc Meal,229.00,2.77,McBreakfast,Breakfast
46,2023/01/03,Tue,India,Sausage McMuffin 2 pc Meal,239.00,2.89,McBreakfast,Breakfast
47,2023/01/03,Tue,India,Hot Cakes + Filter Coffee,80.00,0.97,McBreakfast,Breakfast
