,Date,Day,Territory,Menu Item,Price (INR),Price (USD),Category
1,2023/10/25,Wed,India,2 Cheesy Italian Chicken + Fries (L) + 2 Coke,529.04,6.37,Match Time Sharers
2,2023/10/25,Wed,India,2 Cheesy Italian Veg + Fries (L) + 2 Coke,499.16,6.01,Match Time Sharers
3,2023/10/25,Wed,India,2 McCheese Burger Veg + Fries (L) + 2 Coke,619.42,7.46,Match Time Sharers
4,2023/10/25,Wed,India,2 McCheese Burger Chicken + Fries (L)  + 2 Coke,648.88,7.82,Match Time Sharers
5,2023/10/25,Wed,India,2 Corn and Cheese Burger + Fries (L) + 2 Coke,419.25,5.05,Match Time Sharers
6,2023/10/25,Wed,India,2 Grilled Chicken and Cheese Burger + Fries (L) + 2 Coke,469.38,5.65,Match Time Sharers
7,2023/10/25,Wed,India,2 McSpicy Chicken Burger + Fries (L) + 2 Coke,490.48,5.91,Match Time Sharers
8,2023/10/25,Wed,India,2 McVeggie Burger + Fries (L) + 2 Coke,388.58,4.68,Match Time Sharers
9,2023/10/25,Wed,India,2 McChicken Burger + Fries (L) + 2 Coke,388.58,4.68,Match Time Sharers
10,2023/10/25,Wed,India,Corn & Cheese Burger +McVeggie Burger+Fries (M),329.52,3.97,Match Time Sharers
11,2023/10/25,Wed,India,McVeggie Burger + 2 Fries (M) + McAloo Tikki+ Veg Pizza McPuff,306.67,3.69,Match Time Sharers
12,2023/10/25,Wed,India,2 McSpicy Chicken Burger  + 2 Fries (M)  + Veg Pizza McPuff,491.43,5.92,Match Time Sharers
13,2023/10/25,Wed,India,2 McChicken Burger + 2 Fries (M) + Veg Pizza McPuff,388.57,4.68,Match Time Sharers
14,2023/10/25,Wed,India,McSpicy Paneer Burger + Fries (L) + 2 Coke + McAloo Tikki Burger,388.58,4.68,Match Time Sharers
15,2023/10/25,Wed,India,McVeggie Burger + Fries (L) + 2 Coke + McAloo Tikki Burger,337.15,4.06,Match Time Sharers
