,Date,Day,Territory,Menu Item,Price (INR),Price (USD),Category
1,2023/07/30,Sun,India,Egg & Cheese McMuffin,98.10,1.19,McBreakfast
2,2023/07/30,Sun,India,Veg McMuffin,114.29,1.39,McBreakfast
3,2023/07/30,Sun,India,Hashbrown,51.43,0.63,McBreakfast
4,2023/07/30,Sun,India,McSaver Double Cheese McMuffin Meal,141.90,1.73,McBreakfast
5,2023/07/30,Sun,India,Spicy Egg McMuffin 3 Pc Meal with Cappuccino (S),245.71,2.99,McBreakfast
6,2023/07/30,Sun,India,Double Cheese McMuffin,98.10,1.19,McBreakfast
7,2023/07/30,Sun,India,Spicy Egg McMuffin,103.81,1.26,McBreakfast
8,2023/07/30,Sun,India,Double Cheese McMuffin 3 Pc Meal with Cappuccino (S),235.24,2.86,McBreakfast
9,2023/07/30,Sun,India,Hot Cakes With Maple Syrup,142.86,1.74,McBreakfast
10,2023/07/30,Sun,India,Hot Cake 2 Pc Meal,256.19,3.11,McBreakfast
11,2023/07/30,Sun,India,Hot Cake 3 Pc Meal,272.38,3.31,McBreakfast
12,2023/07/30,Sun,India,McSaver Egg & Cheese McMuffin Meal,141.90,1.73,McBreakfast
13,2023/07/30,Sun,India,McSaver Spicy Egg McMuffin Meal,141.90,1.73,McBreakfast
14,2023/07/30,Sun,India,Sausage with Egg McMuffin 3 Pc Meal,286.67,3.49,McBreakfast
15,2023/07/30,Sun,India,Sausage McMuffin 3 Pc Meal,265.71,3.23,McBreakfast
16,2023/07/30,Sun,India,Egg & Cheese McMuffin 3 Pc Meal,235.24,2.86,McBreakfast
17,2023/07/30,Sun,India,Veg McMuffin 3 Pc Meal,257.14,3.13,McBreakfast
18,2023/07/30,Sun,India,Sausage & Egg McMuffin 2 pc Meal,261.90,3.18,McBreakfast
19,2023/07/30,Sun,India,Sausage McMuffin 2 pc Meal,245.71,2.99,McBreakfast
20,2023/07/30,Sun,India,Veg McMuffin 2 Pc Meal,235.24,2.86,McBreakfast
21,2023/07/30,Sun,India,Sausage & Egg McMuffin,149.52,1.82,McBreakfast
22,2023/07/30,Sun,India,Sausage McMuffin,128.57,1.56,McBreakfast
23,2023/07/30,Sun,India,McSaver Piri Piri McSpicy Paneer Burger Meal,308.58,3.75,"Shravan - No Onion, No Garlic specials"
24,2023/07/30,Sun,India,Cheesy Veg Nuggets - 9 Pc,199.05,2.42,"Shravan - No Onion, No Garlic specials"
25,2023/07/30,Sun,India,McCheese Burger Veg,248.57,3.02,"Shravan - No Onion, No Garlic specials"
26,2023/07/30,Sun,India,Classic Cheesy Dip,14.29,0.17,"Shravan - No Onion, No Garlic specials"
27,2023/07/30,Sun,India,Cheesy Veg Nuggets - 4 Pc,90.48,1.10,"Shravan - No Onion, No Garlic specials"
28,2023/07/30,Sun,India,McSaver McCheese Burger Veg Meal,384.77,4.68,"Shravan - No Onion, No Garlic specials"
29,2023/07/30,Sun,India,Cheesy Veg Nuggets - 2 Pc,50.48,0.61,"Shravan - No Onion, No Garlic specials"
30,2023/07/30,Sun,India,Piri Piri McSpicy Paneer Burger,208.57,2.54,"Shravan - No Onion, No Garlic specials"
31,2023/07/30,Sun,India,2 McVeggie Burger + 2 Fries (M) + Veg Pizza McPuff,349.25,4.25,Value Meals for 2 (Minimum 25% Off)
32,2023/07/30,Sun,India,McVeggie Burger + Fries (L) + 2 Coke + McAloo Tikki Burger,299.20,3.64,Value Meals for 2 (Minimum 25% Off)
