,Date,Day,Territory,Menu Item,Price (VND),Price (USD),Category,Menu
1,2025/02/09,Sun,Vietnam,11 Years Together Celebration Combo,119000.00,4.70,Promotions,Regular
2,2025/02/09,Sun,Vietnam,Combo Craving Chicken 169k,169000.00,6.68,Promotions,Regular
3,2025/02/09,Sun,Vietnam,Value Meal 40k - Sausage Burger,40000.00,1.58,Promotions,Regular
4,2025/02/09,Sun,Vietnam,Value Meal 40k - Hamburger,40000.00,1.58,Promotions,Regular
5,2025/02/09,Sun,Vietnam,Value Meal 40k - Fried Chicken,40000.00,1.58,Promotions,Regular
6,2025/02/09,Sun,Vietnam,Prosperity Combo For 3,309000.00,12.22,Menu TET 2025,Regular
7,2025/02/09,Sun,Vietnam,Prosperity Combo - Beef Bacon Teriyaki Burger,149000.00,5.89,Menu TET 2025,Regular
8,2025/02/09,Sun,Vietnam,Prosperity Combo - McSpicy Teriyaki Burger,139000.00,5.50,Menu TET 2025,Regular
9,2025/02/09,Sun,Vietnam,Prosperity Combo - Chicken Teriyaki Burger,129000.00,5.10,Menu TET 2025,Regular
10,2025/02/09,Sun,Vietnam,Combo Beef Bacon Teriyaki Burger w Drink,139000.00,5.50,Menu TET 2025,Regular
11,2025/02/09,Sun,Vietnam,Combo McSpicy Teriyaki Burger w. Drink,129000.00,5.10,Menu TET 2025,Regular
12,2025/02/09,Sun,Vietnam,Burger Gà Không Cay Teriyaki + Trà Berry Vừa,119000.00,4.70,Menu TET 2025,Regular
13,2025/02/09,Sun,Vietnam,Combo Medium Loops Fries w Drink,65000.00,2.57,Menu TET 2025,Regular
14,2025/02/09,Sun,Vietnam,Beef Teriyaki Burger w Bacon,109000.00,4.31,Menu TET 2025,Regular
15,2025/02/09,Sun,Vietnam,McSpicy Teriyaki Burger,99000.00,3.91,Menu TET 2025,Regular
16,2025/02/09,Sun,Vietnam,Chicken Teriyaki Burger,89000.00,3.52,Menu TET 2025,Regular
17,2025/02/09,Sun,Vietnam,Loop Fries M,44000.00,1.74,Menu TET 2025,Regular
18,2025/02/09,Sun,Vietnam,Berry Jam Tea Tall,49000.00,1.94,Menu TET 2025,Regular
19,2025/02/09,Sun,Vietnam,COMBO 2A - BIC w.Korean BBQ & Cheese Sauce,179000.00,7.08,BIC w. Korean BBQ & Cheese Sauce,Regular
20,2025/02/09,Sun,Vietnam,COMBO 2B - BIC w. Korean BBQ & Cheese Sauce,209000.00,8.26,BIC w. Korean BBQ & Cheese Sauce,Regular
21,2025/02/09,Sun,Vietnam,COMBO 1B - BIC w. Korean BBQ & Cheese Sauce,94000.00,3.72,BIC w. Korean BBQ & Cheese Sauce,Regular
22,2025/02/09,Sun,Vietnam,2pcs BIC w. Korean BBQ & Cheese Sauce MEVM,114000.00,4.51,BIC w. Korean BBQ & Cheese Sauce,Regular
23,2025/02/09,Sun,Vietnam,1pc BIC w. Korean BBQ & Cheese Sauce MEVM,74000.00,2.93,BIC w. Korean BBQ & Cheese Sauce,Regular
24,2025/02/09,Sun,Vietnam,4pcs BIC w. Korean BBQ & Cheese Sauce,163000.00,6.44,BIC w. Korean BBQ & Cheese Sauce,Regular
25,2025/02/09,Sun,Vietnam,3pcs BIC w. Korean BBQ & Cheese Sauce,120000.00,4.74,BIC w. Korean BBQ & Cheese Sauce,Regular
26,2025/02/09,Sun,Vietnam,1pc BIC w. Korean BBQ & Cheese Sauce,44000.00,1.74,BIC w. Korean BBQ & Cheese Sauce,Regular
27,2025/02/09,Sun,Vietnam,Combo for 2 – A,141000.00,5.57,Combo,Regular
28,2025/02/09,Sun,Vietnam,Combo for 2 – B,189000.00,7.47,Combo,Regular
29,2025/02/09,Sun,Vietnam,Combo for 2 - C,199000.00,7.87,Combo,Regular
30,2025/02/09,Sun,Vietnam,Combo for 3 – A,289000.00,11.43,Combo,Regular
31,2025/02/09,Sun,Vietnam,Combo 3 người - B,299000.00,11.82,Combo,Regular
32,2025/02/09,Sun,Vietnam,Triple Cheeseburger,92000.00,3.64,Secret Menu,Regular
33,2025/02/09,Sun,Vietnam,Double McRoyal w Cheese,116000.00,4.59,Secret Menu,Regular
34,2025/02/09,Sun,Vietnam,Double Filet O Fish,85000.00,3.36,Secret Menu,Regular
35,2025/02/09,Sun,Vietnam,Chicken Burger w Mayo Premium,101000.00,3.99,Secret Menu,Regular
36,2025/02/09,Sun,Vietnam,1 pc Fried Chicken,39000.00,1.54,Fried Chicken,Regular
37,2025/02/09,Sun,Vietnam,1 pc Fried Chicken EVM,73000.00,2.89,Fried Chicken,Regular
38,2025/02/09,Sun,Vietnam,2 pcs Fried Chicken EVM,99000.00,3.91,Fried Chicken,Regular
39,2025/02/09,Sun,Vietnam,3 pcs Fried Chicken,109000.00,4.31,Fried Chicken,Regular
40,2025/02/09,Sun,Vietnam,5 pcs Fried Chicken,179000.00,7.08,Fried Chicken,Regular
41,2025/02/09,Sun,Vietnam,9 pcs Fried Chicken,299000.00,11.82,Fried Chicken,Regular
42,2025/02/09,Sun,Vietnam,6pc Happy Chicken Bites,59000.00,2.33,Fried Chicken,Regular
43,2025/02/09,Sun,Vietnam,9pc Happy Chicken Bites,79000.00,3.12,Fried Chicken,Regular
44,2025/02/09,Sun,Vietnam,20pc Happy Chicken Bites,129000.00,5.10,Fried Chicken,Regular
45,2025/02/09,Sun,Vietnam,3pcs Chicken McWings,75000.00,2.97,Fried Chicken,Regular
46,2025/02/09,Sun,Vietnam,6pcs Chicken McWings,135000.00,5.34,Fried Chicken,Regular
47,2025/02/09,Sun,Vietnam,10pcs Chicken McWings,191000.00,7.55,Fried Chicken,Regular
48,2025/02/09,Sun,Vietnam,Cheeseburger Deluxe,59000.00,2.33,Beef Burger,Regular
49,2025/02/09,Sun,Vietnam,Big Mac,79000.00,3.12,Beef Burger,Regular
50,2025/02/09,Sun,Vietnam,Double Cheeseburger,69000.00,2.73,Beef Burger,Regular
51,2025/02/09,Sun,Vietnam,McRoyal Deluxe,92000.00,3.64,Beef Burger,Regular
52,2025/02/09,Sun,Vietnam,McRoyal w Cheese,82000.00,3.24,Beef Burger,Regular
53,2025/02/09,Sun,Vietnam,Cheeseburger,49000.00,1.94,Beef Burger,Regular
54,2025/02/09,Sun,Vietnam,Hamburger,39000.00,1.54,Beef Burger,Regular
55,2025/02/09,Sun,Vietnam,McSpicy Deluxe,92000.00,3.64,Chicken & Fish Burger,Regular
56,2025/02/09,Sun,Vietnam,Filet O Fish,59000.00,2.33,Chicken & Fish Burger,Regular
57,2025/02/09,Sun,Vietnam,Chicken Burger with Mayo Deluxe,79000.00,3.12,Chicken & Fish Burger,Regular
58,2025/02/09,Sun,Vietnam,Cheeseburger Happy Meal,79000.00,3.12,Happy Meals,Regular
