,Date,Day,Territory,Menu Item,Price (VND),Price (USD),Category,Menu
1,2025/04/12,Sat,Vietnam,Big Mac Minecraft Large Meal,154000.00,5.99,MINECRAFT MEAL,Regular
2,2025/04/12,Sat,Vietnam,Big Mac Minecraft Medium Meal,139000.00,5.40,MINECRAFT MEAL,Regular
3,2025/04/12,Sat,Vietnam,4pcs Happy Chicken Bites Happy Meal,79000.00,3.07,MINECRAFT MEAL,Regular
4,2025/04/12,Sat,Vietnam,Combo Craving Chicken 169k,169000.00,6.57,Promotions,Regular
5,2025/04/12,Sat,Vietnam,Value Meal 40k - Sausage Burger,40000.00,1.55,Promotions,Regular
6,2025/04/12,Sat,Vietnam,Value Meal 40k - Hamburger,40000.00,1.55,Promotions,Regular
7,2025/04/12,Sat,Vietnam,Value Meal 40k - Fried Chicken,40000.00,1.55,Promotions,Regular
8,2025/04/12,Sat,Vietnam,McShaker and BIC w. Korean BBQ & Cheese Sauce MEVM,84000.00,3.27,HOT and NEWS,Regular
9,2025/04/12,Sat,Vietnam,Cheese McShaker Fries - Medium,43000.00,1.67,HOT and NEWS,Regular
10,2025/04/12,Sat,Vietnam,McShaker and BIC w. Korean BBQ & Cheese Sauce MEVM,84000.00,3.27,BIC w. Korean BBQ & Cheese Sauce,Regular
11,2025/04/12,Sat,Vietnam,COMBO 2A - BIC w.Korean BBQ & Cheese Sauce,179000.00,6.96,BIC w. Korean BBQ & Cheese Sauce,Regular
12,2025/04/12,Sat,Vietnam,COMBO 2B - BIC w. Korean BBQ & Cheese Sauce,209000.00,8.12,BIC w. Korean BBQ & Cheese Sauce,Regular
13,2025/04/12,Sat,Vietnam,COMBO 1B - BIC w. Korean BBQ & Cheese Sauce,94000.00,3.65,BIC w. Korean BBQ & Cheese Sauce,Regular
14,2025/04/12,Sat,Vietnam,2pcs BIC w. Korean BBQ & Cheese Sauce MEVM,114000.00,4.43,BIC w. Korean BBQ & Cheese Sauce,Regular
15,2025/04/12,Sat,Vietnam,1pc BIC w. Korean BBQ & Cheese Sauce MEVM,74000.00,2.88,BIC w. Korean BBQ & Cheese Sauce,Regular
16,2025/04/12,Sat,Vietnam,4pcs BIC w. Korean BBQ & Cheese Sauce,163000.00,6.34,BIC w. Korean BBQ & Cheese Sauce,Regular
17,2025/04/12,Sat,Vietnam,3pcs BIC w. Korean BBQ & Cheese Sauce,120000.00,4.66,BIC w. Korean BBQ & Cheese Sauce,Regular
18,2025/04/12,Sat,Vietnam,1pc BIC w. Korean BBQ & Cheese Sauce,44000.00,1.71,BIC w. Korean BBQ & Cheese Sauce,Regular
19,2025/04/12,Sat,Vietnam,Combo for 2 – A,141000.00,5.48,Combo,Regular
20,2025/04/12,Sat,Vietnam,Combo for 2 – B,189000.00,7.35,Combo,Regular
