,Date,Day,Territory,Menu Item,Price (VND),Price (USD),Category,Menu
1,2025/01/25,Sat,Vietnam,Combo Value Breakfast 45k,45000.00,1.79,Promotions,Breakfast
2,2025/01/25,Sat,Vietnam,Sausage McMuffin w Iced Americano,59000.00,2.35,Promotions,Breakfast
3,2025/01/25,Sat,Vietnam,Cheesy Burger w Iced Latte,69000.00,2.75,Promotions,Breakfast
4,2025/01/25,Sat,Vietnam,Iced Americano,25000.00,1.00,Promotions,Breakfast
5,2025/01/25,Sat,Vietnam,Hot Latte,25000.00,1.00,Promotions,Breakfast
6,2025/01/25,Sat,Vietnam,Iced Latte,25000.00,1.00,Promotions,Breakfast
7,2025/01/25,Sat,Vietnam,Sausage & Egg McMuffin Value Meal,85000.00,3.39,Combo,Breakfast
8,2025/01/25,Sat,Vietnam,Big Breakfast,95000.00,3.79,Combo,Breakfast
9,2025/01/25,Sat,Vietnam,Sausage McMuffin Deluxe Value Meal,75000.00,2.99,Combo,Breakfast
10,2025/01/25,Sat,Vietnam,Chicken Muffin Value Meal,75000.00,2.99,Combo,Breakfast
11,2025/01/25,Sat,Vietnam,6pc Happy Chicken Bites Value Meal,79000.00,3.15,Combo,Breakfast
12,2025/01/25,Sat,Vietnam,Filet - O - Fish Value Meal,79000.00,3.15,Combo,Breakfast
13,2025/01/25,Sat,Vietnam,Hash Brown,25000.00,1.00,Main menu,Breakfast
14,2025/01/25,Sat,Vietnam,Sausage & Egg McMuffin Value Meal,85000.00,3.39,Main menu,Breakfast
15,2025/01/25,Sat,Vietnam,Big Breakfast,95000.00,3.79,Main menu,Breakfast
16,2025/01/25,Sat,Vietnam,Muffin Gà Phô Mai,45000.00,1.79,Main menu,Breakfast
17,2025/01/25,Sat,Vietnam,Sausage & Egg McMuffin,53000.00,2.11,Main menu,Breakfast
18,2025/01/25,Sat,Vietnam,Big Breakfast,79000.00,3.15,Main menu,Breakfast
19,2025/01/25,Sat,Vietnam,Sausage McMuffin,39000.00,1.55,Main menu,Breakfast
20,2025/01/25,Sat,Vietnam,Sausage McMuffin Deluxe,45000.00,1.79,Main menu,Breakfast
21,2025/01/25,Sat,Vietnam,Filet - O - Fish,59000.00,2.35,Main menu,Breakfast
22,2025/01/25,Sat,Vietnam,6pc Happy Chicken Bites,59000.00,2.35,Main menu,Breakfast
