,Date,Day,Territory,Menu Item,Price (VND),Price (USD),Category,Menu
1,2022/12/17,Sat,Vietnam,Xmas Combo For 2,199000.00,8.41,Promotions & Combos,Regular
2,2022/12/17,Sat,Vietnam,Xmas Combo For 3,299000.00,12.64,Promotions & Combos,Regular
3,2022/12/17,Sat,Vietnam,Garlic Fish Sauce Fried Chicken Rice,59000.00,2.49,Promotions & Combos,Regular
4,2022/12/17,Sat,Vietnam,Shake Shake Salad,37000.00,1.56,Promotions & Combos,Regular
5,2022/12/17,Sat,Vietnam,Combo For 2A,141000.00,5.96,Promotions & Combos,Regular
6,2022/12/17,Sat,Vietnam,Combo For 2B,189000.00,7.99,Promotions & Combos,Regular
7,2022/12/17,Sat,Vietnam,Combo For 3A,289000.00,12.22,Promotions & Combos,Regular
8,2022/12/17,Sat,Vietnam,Xmas Cafe - Almond Brittle Iced Coffee,59000.00,2.49,Promotions & Combos,Regular
9,2022/12/17,Sat,Vietnam,Xmas Cafe - Almond Brittle Hot Latte,49000.00,2.07,Promotions & Combos,Regular
10,2022/12/17,Sat,Vietnam,Xmas Combo For 2,199000.00,8.41,Promotions & Combos,Breakfast
11,2022/12/17,Sat,Vietnam,Xmas Combo For 3,299000.00,12.64,Promotions & Combos,Breakfast
12,2022/12/17,Sat,Vietnam,Garlic Fish Sauce Fried Chicken Rice,59000.00,2.49,Promotions & Combos,Breakfast
13,2022/12/17,Sat,Vietnam,Shake Shake Salad,37000.00,1.56,Promotions & Combos,Breakfast
14,2022/12/17,Sat,Vietnam,Combo For 2A,141000.00,5.96,Promotions & Combos,Breakfast
15,2022/12/17,Sat,Vietnam,Combo For 2B,189000.00,7.99,Promotions & Combos,Breakfast
16,2022/12/17,Sat,Vietnam,Combo For 3A,289000.00,12.22,Promotions & Combos,Breakfast
17,2022/12/17,Sat,Vietnam,Xmas Cafe - Almond Brittle Iced Coffee,59000.00,2.49,Promotions & Combos,Breakfast
18,2022/12/17,Sat,Vietnam,Xmas Cafe - Almond Brittle Hot Latte,49000.00,2.07,Promotions & Combos,Breakfast
19,2022/12/17,Sat,Vietnam,Fried Chicken Happy Meal,79000.00,3.34,Happy Meals,Regular
20,2022/12/17,Sat,Vietnam,4pcs Chicken McNuggets Happy Meal,79000.00,3.34,Happy Meals,Regular
21,2022/12/17,Sat,Vietnam,Cheeseburger Happy Meal,79000.00,3.34,Happy Meals,Regular
22,2022/12/17,Sat,Vietnam,Chicken Burger Happy Meal,79000.00,3.34,Happy Meals,Regular
23,2022/12/17,Sat,Vietnam,Sausage Burger Happy Meal,79000.00,3.34,Happy Meals,Regular
24,2022/12/17,Sat,Vietnam,Hot Latte,43000.00,1.82,Monday - Buy 1 Get 1 Cafe,Regular
25,2022/12/17,Sat,Vietnam,Iced Latte,53000.00,2.24,Monday - Buy 1 Get 1 Cafe,Regular
26,2022/12/17,Sat,Vietnam,Iced Americano,48000.00,2.03,Monday - Buy 1 Get 1 Cafe,Regular
27,2022/12/17,Sat,Vietnam,Iced Vietnamese Black,33000.00,1.39,Monday - Buy 1 Get 1 Cafe,Regular
28,2022/12/17,Sat,Vietnam,Iced Vietnamese White Coffee,33000.00,1.39,Monday - Buy 1 Get 1 Cafe,Regular
29,2022/12/17,Sat,Vietnam,1 pc Fried Chicken,38000.00,1.61,Tuesday - Buy 1 Get 1 Chicken,Regular
30,2022/12/17,Sat,Vietnam,Cheeseburger Happy Meal,79000.00,3.34,Wednesday - Get 1 More Toy/Book,Regular
31,2022/12/17,Sat,Vietnam,Sausage Burger Happy Meal,79000.00,3.34,Wednesday - Get 1 More Toy/Book,Regular
32,2022/12/17,Sat,Vietnam,4pcs Chicken McNuggets Happy Meal,79000.00,3.34,Wednesday - Get 1 More Toy/Book,Regular
33,2022/12/17,Sat,Vietnam,Chicken Burger Happy Meal,79000.00,3.34,Wednesday - Get 1 More Toy/Book,Regular
34,2022/12/17,Sat,Vietnam,Fried Chicken Happy Meal,79000.00,3.34,Wednesday - Get 1 More Toy/Book,Regular
35,2022/12/17,Sat,Vietnam,Double Cheeseburger,89000.00,3.76,Thursday - Buy 1 Get 1 Burger,Regular
36,2022/12/17,Sat,Vietnam,Cheeseburger Deluxe,79000.00,3.34,Thursday - Buy 1 Get 1 Burger,Regular
37,2022/12/17,Sat,Vietnam,McRoyal w. Cheese,102000.00,4.31,Thursday - Buy 1 Get 1 Burger,Regular
38,2022/12/17,Sat,Vietnam,Big Mac,103000.00,4.35,Thursday - Buy 1 Get 1 Burger,Regular
39,2022/12/17,Sat,Vietnam,McRoyal Deluxe,109000.00,4.61,Thursday - Buy 1 Get 1 Burger,Regular
40,2022/12/17,Sat,Vietnam,McSpicy Deluxe,109000.00,4.61,Thursday - Buy 1 Get 1 Burger,Regular
41,2022/12/17,Sat,Vietnam,McChicken Deluxe,97000.00,4.10,Thursday - Buy 1 Get 1 Burger,Regular
42,2022/12/17,Sat,Vietnam,Filet - O - Fish,79000.00,3.34,Thursday - Buy 1 Get 1 Burger,Regular
43,2022/12/17,Sat,Vietnam,Triple Cheeseburger,113000.00,4.78,Thursday - Buy 1 Get 1 Burger,Regular
44,2022/12/17,Sat,Vietnam,Double McChicken,120000.00,5.07,Thursday - Buy 1 Get 1 Burger,Regular
45,2022/12/17,Sat,Vietnam,Double McRoyal w Cheese,136000.00,5.75,Thursday - Buy 1 Get 1 Burger,Regular
46,2022/12/17,Sat,Vietnam,Double Filet O Fish Burger,104000.00,4.40,Thursday - Buy 1 Get 1 Burger,Regular
47,2022/12/17,Sat,Vietnam,Milk Cream Tea,48000.00,2.03,Friday - Buy 1 Get 1 Tea,Regular
48,2022/12/17,Sat,Vietnam,Peach Tea,48000.00,2.03,Friday - Buy 1 Get 1 Tea,Regular
49,2022/12/17,Sat,Vietnam,Hot Tea,23000.00,0.97,Friday - Buy 1 Get 1 Tea,Regular
50,2022/12/17,Sat,Vietnam,Iced Tea,23000.00,0.97,Friday - Buy 1 Get 1 Tea,Regular
51,2022/12/17,Sat,Vietnam,Lychee Black Tea,48000.00,2.03,Friday - Buy 1 Get 1 Tea,Regular
52,2022/12/17,Sat,Vietnam,Double McChicken,98000.00,4.14,Secret Menu,Regular
53,2022/12/17,Sat,Vietnam,Double McRoyal w Cheese,114000.00,4.82,Secret Menu,Regular
54,2022/12/17,Sat,Vietnam,Double Filet O Fish Burger,82000.00,3.47,Secret Menu,Regular
55,2022/12/17,Sat,Vietnam,1 pc Fried Chicken,38000.00,1.61,Fried Chicken (Original/Spicy),Regular
56,2022/12/17,Sat,Vietnam,1 pc Fried Chicken EVM,69000.00,2.92,Fried Chicken (Original/Spicy),Regular
57,2022/12/17,Sat,Vietnam,2 pcs Fried Chicken EVM,99000.00,4.18,Fried Chicken (Original/Spicy),Regular
