,Date,Day,Territory,Menu Item,Price (VND),Price (USD),Category,Menu
0,2022/02/25,Fri,Vietnam,1 pc Fried Chicken,36000.00,1.58,Promotions & Combos,Regular
1,2022/02/25,Fri,Vietnam,Garlic Fish Sauce Fried Chicken Rice,59000.00,2.59,Promotions & Combos,Regular
2,2022/02/25,Fri,Vietnam,Combo for 1,85000.00,3.72,Promotions & Combos,Regular
3,2022/02/25,Fri,Vietnam,Macaroni Soup,39000.00,1.71,Promotions & Combos,Regular
4,2022/02/25,Fri,Vietnam,Combo For 2A,136000.00,5.96,Promotions & Combos,Regular
5,2022/02/25,Fri,Vietnam,Combo For 2B,176000.00,7.71,Promotions & Combos,Regular
6,2022/02/25,Fri,Vietnam,Combo For 2C,186000.00,8.15,Promotions & Combos,Regular
7,2022/02/25,Fri,Vietnam,Combo For 3A,276000.00,12.09,Promotions & Combos,Regular
8,2022/02/25,Fri,Vietnam,Combo For 3B,286000.00,12.53,Promotions & Combos,Regular
9,2022/02/25,Fri,Vietnam,1 pc Fried Chicken,36000.00,1.58,Promotions & Combos,Breakfast
10,2022/02/25,Fri,Vietnam,Garlic Fish Sauce Fried Chicken Rice,59000.00,2.59,Promotions & Combos,Breakfast
11,2022/02/25,Fri,Vietnam,Combo for 1,85000.00,3.72,Promotions & Combos,Breakfast
12,2022/02/25,Fri,Vietnam,Macaroni Soup,39000.00,1.71,Promotions & Combos,Breakfast
13,2022/02/25,Fri,Vietnam,Combo For 2A,136000.00,5.96,Promotions & Combos,Breakfast
14,2022/02/25,Fri,Vietnam,Combo For 2B,176000.00,7.71,Promotions & Combos,Breakfast
15,2022/02/25,Fri,Vietnam,Combo For 2C,186000.00,8.15,Promotions & Combos,Breakfast
16,2022/02/25,Fri,Vietnam,Combo For 3A,276000.00,12.09,Promotions & Combos,Breakfast
17,2022/02/25,Fri,Vietnam,Combo For 3B,286000.00,12.53,Promotions & Combos,Breakfast
18,2022/02/25,Fri,Vietnam,Double McChicken,95000.00,4.16,Secret Menu,Regular
