,Date,Day,Territory,Menu Item,Price (VND),Price (USD),Category,Menu
1,2024/10/22,Tue,Vietnam,Combo 4299 (1907),99000.00,3.91,Promotions,Regular
2,2024/10/22,Tue,Vietnam,Combo Craving Chicken 169k (7587),169000.00,6.68,Promotions,Regular
3,2024/10/22,Tue,Vietnam,Combo Back To School - Fillet O Fish (1514),99000.00,3.91,Promotions,Regular
4,2024/10/22,Tue,Vietnam,Combo Back To School - Cheese Burger (1516),99000.00,3.91,Promotions,Regular
5,2024/10/22,Tue,Vietnam,Value Meal 40k - Sausage Burger (1606),40000.00,1.58,Promotions,Regular
6,2024/10/22,Tue,Vietnam,Value Meal 40k - Hamburger (1605),40000.00,1.58,Promotions,Regular
7,2024/10/22,Tue,Vietnam,Value Meal 40k - Fried Chicken (1608),40000.00,1.58,Promotions,Regular
8,2024/10/22,Tue,Vietnam,1pc BBQ Chicken Rice (1731),40000.00,1.58,Promotions,Regular
9,2024/10/22,Tue,Vietnam,McShaker and BIC w. Korean BBQ & Cheese Sauce MEVM,84000.00,3.32,HOT and NEWS,Regular
10,2024/10/22,Tue,Vietnam,Cheese McShaker Fries - Medium,43000.00,1.70,HOT and NEWS,Regular
11,2024/10/22,Tue,Vietnam,McShaker and BIC w. Korean BBQ & Cheese Sauce MEVM,84000.00,3.32,BIC w. Korean BBQ & Cheese Sauce,Regular
12,2024/10/22,Tue,Vietnam,COMBO 2A - BIC w.Korean BBQ & Cheese Sauce,179000.00,7.07,BIC w. Korean BBQ & Cheese Sauce,Regular
13,2024/10/22,Tue,Vietnam,COMBO 2B - BIC w. Korean BBQ & Cheese Sauce,209000.00,8.26,BIC w. Korean BBQ & Cheese Sauce,Regular
14,2024/10/22,Tue,Vietnam,COMBO 1B - BIC w. Korean BBQ & Cheese Sauce,94000.00,3.71,BIC w. Korean BBQ & Cheese Sauce,Regular
15,2024/10/22,Tue,Vietnam,2pcs BIC w. Korean BBQ & Cheese Sauce MEVM,114000.00,4.50,BIC w. Korean BBQ & Cheese Sauce,Regular
16,2024/10/22,Tue,Vietnam,1pc BIC w. Korean BBQ & Cheese Sauce MEVM,74000.00,2.92,BIC w. Korean BBQ & Cheese Sauce,Regular
17,2024/10/22,Tue,Vietnam,4pcs BIC w. Korean BBQ & Cheese Sauce,163000.00,6.44,BIC w. Korean BBQ & Cheese Sauce,Regular
18,2024/10/22,Tue,Vietnam,3pcs BIC w. Korean BBQ & Cheese Sauce,120000.00,4.74,BIC w. Korean BBQ & Cheese Sauce,Regular
19,2024/10/22,Tue,Vietnam,1pc BIC w. Korean BBQ & Cheese Sauce,44000.00,1.74,BIC w. Korean BBQ & Cheese Sauce,Regular
20,2024/10/22,Tue,Vietnam,Tropical Mocktail - Passion Fruit,41000.00,1.62,BIC w. Korean BBQ & Cheese Sauce,Regular
21,2024/10/22,Tue,Vietnam,Combo for 2 – A,141000.00,5.57,Combo,Regular
22,2024/10/22,Tue,Vietnam,Combo for 2 – B,189000.00,7.47,Combo,Regular
23,2024/10/22,Tue,Vietnam,Combo for 2 - C,199000.00,7.86,Combo,Regular
24,2024/10/22,Tue,Vietnam,Combo for 3 – A,289000.00,11.42,Combo,Regular
25,2024/10/22,Tue,Vietnam,Combo 3 người - B,299000.00,11.81,Combo,Regular
26,2024/10/22,Tue,Vietnam,Triple Cheeseburger,92000.00,3.63,Secret Menu,Regular
27,2024/10/22,Tue,Vietnam,Double McRoyal w Cheese,116000.00,4.58,Secret Menu,Regular
28,2024/10/22,Tue,Vietnam,Double Filet O Fish,85000.00,3.36,Secret Menu,Regular
29,2024/10/22,Tue,Vietnam,Chicken Burger w Mayo Premium,101000.00,3.99,Secret Menu,Regular
30,2024/10/22,Tue,Vietnam,1 pc Fried Chicken,39000.00,1.54,Fried Chicken,Regular
31,2024/10/22,Tue,Vietnam,1 pc Fried Chicken EVM,73000.00,2.88,Fried Chicken,Regular
32,2024/10/22,Tue,Vietnam,2 pcs Fried Chicken EVM,99000.00,3.91,Fried Chicken,Regular
33,2024/10/22,Tue,Vietnam,3 pcs Fried Chicken,109000.00,4.31,Fried Chicken,Regular
34,2024/10/22,Tue,Vietnam,5 pcs Fried Chicken,179000.00,7.07,Fried Chicken,Regular
35,2024/10/22,Tue,Vietnam,9 pcs Fried Chicken,299000.00,11.81,Fried Chicken,Regular
36,2024/10/22,Tue,Vietnam,6pc Happy Chicken Bites,59000.00,2.33,Fried Chicken,Regular
37,2024/10/22,Tue,Vietnam,9pc Happy Chicken Bites,79000.00,3.12,Fried Chicken,Regular
38,2024/10/22,Tue,Vietnam,20pc Happy Chicken Bites,129000.00,5.10,Fried Chicken,Regular
39,2024/10/22,Tue,Vietnam,3pcs Chicken McWings,75000.00,2.96,Fried Chicken,Regular
40,2024/10/22,Tue,Vietnam,6pcs Chicken McWings,135000.00,5.33,Fried Chicken,Regular
41,2024/10/22,Tue,Vietnam,10pcs Chicken McWings,191000.00,7.55,Fried Chicken,Regular
42,2024/10/22,Tue,Vietnam,Cheeseburger Deluxe,59000.00,2.33,Beef Burger,Regular
43,2024/10/22,Tue,Vietnam,Big Mac,79000.00,3.12,Beef Burger,Regular
44,2024/10/22,Tue,Vietnam,Double Cheeseburger,69000.00,2.73,Beef Burger,Regular
45,2024/10/22,Tue,Vietnam,McRoyal Deluxe,92000.00,3.63,Beef Burger,Regular
46,2024/10/22,Tue,Vietnam,McRoyal w Cheese,82000.00,3.24,Beef Burger,Regular
47,2024/10/22,Tue,Vietnam,Cheeseburger,49000.00,1.94,Beef Burger,Regular
48,2024/10/22,Tue,Vietnam,Hamburger,39000.00,1.54,Beef Burger,Regular
49,2024/10/22,Tue,Vietnam,McSpicy Deluxe,92000.00,3.63,Chicken & Fish Burger,Regular
50,2024/10/22,Tue,Vietnam,Filet O Fish,59000.00,2.33,Chicken & Fish Burger,Regular
51,2024/10/22,Tue,Vietnam,Chicken Burger with Mayo Deluxe,79000.00,3.12,Chicken & Fish Burger,Regular
52,2024/10/22,Tue,Vietnam,Cheeseburger Happy Meal,79000.00,3.12,Happy Meals,Regular
53,2024/10/22,Tue,Vietnam,Fried Chicken Happy Meal,79000.00,3.12,Happy Meals,Regular
54,2024/10/22,Tue,Vietnam,4pcs Happy Chicken Bites Happy Meal,79000.00,3.12,Happy Meals,Regular
55,2024/10/22,Tue,Vietnam,Sausage Burger Happy Meal,79000.00,3.12,Happy Meals,Regular
56,2024/10/22,Tue,Vietnam,Happy Meal Chicken Burger with Mayo,79000.00,3.12,Happy Meals,Regular
