,Date,Day,Territory,Menu Item,Price (VND),Price (USD),Category,Menu
1,2025/03/14,Fri,Vietnam,Combo Value Breakfast 45k,45000.00,1.77,Promotions,Breakfast
2,2025/03/14,Fri,Vietnam,Sausage McMuffin w Iced Americano,59000.00,2.32,Promotions,Breakfast
3,2025/03/14,Fri,Vietnam,Cheesy Burger w Iced Latte,69000.00,2.71,Promotions,Breakfast
4,2025/03/14,Fri,Vietnam,Iced Americano,25000.00,0.98,Promotions,Breakfast
5,2025/03/14,Fri,Vietnam,Hot Latte,25000.00,0.98,Promotions,Breakfast
6,2025/03/14,Fri,Vietnam,Iced Latte,25000.00,0.98,Promotions,Breakfast
7,2025/03/14,Fri,Vietnam,Sausage & Egg McMuffin Value Meal,85000.00,3.34,Combo,Breakfast
8,2025/03/14,Fri,Vietnam,Big Breakfast,95000.00,3.73,Combo,Breakfast
9,2025/03/14,Fri,Vietnam,Sausage McMuffin Deluxe Value Meal,75000.00,2.95,Combo,Breakfast
10,2025/03/14,Fri,Vietnam,Chicken Muffin Value Meal,75000.00,2.95,Combo,Breakfast
11,2025/03/14,Fri,Vietnam,6pc Happy Chicken Bites Value Meal,79000.00,3.10,Combo,Breakfast
12,2025/03/14,Fri,Vietnam,Filet - O - Fish Value Meal,79000.00,3.10,Combo,Breakfast
13,2025/03/14,Fri,Vietnam,Hash Brown,25000.00,0.98,Main menu,Breakfast
14,2025/03/14,Fri,Vietnam,Sausage & Egg McMuffin Value Meal,85000.00,3.34,Main menu,Breakfast
15,2025/03/14,Fri,Vietnam,Big Breakfast,95000.00,3.73,Main menu,Breakfast
16,2025/03/14,Fri,Vietnam,Muffin Gà Phô Mai,45000.00,1.77,Main menu,Breakfast
17,2025/03/14,Fri,Vietnam,Sausage & Egg McMuffin,53000.00,2.08,Main menu,Breakfast
18,2025/03/14,Fri,Vietnam,Big Breakfast,79000.00,3.10,Main menu,Breakfast
19,2025/03/14,Fri,Vietnam,Sausage McMuffin,39000.00,1.53,Main menu,Breakfast
20,2025/03/14,Fri,Vietnam,Sausage McMuffin Deluxe,45000.00,1.77,Main menu,Breakfast
21,2025/03/14,Fri,Vietnam,Filet - O - Fish,59000.00,2.32,Main menu,Breakfast
22,2025/03/14,Fri,Vietnam,6pc Happy Chicken Bites,59000.00,2.32,Main menu,Breakfast
23,2025/03/14,Fri,Vietnam,9pc Happy Chicken Bites,79000.00,3.10,Main menu,Breakfast
24,2025/03/14,Fri,Vietnam,20pc Happy Chicken Bites,129000.00,5.07,Main menu,Breakfast
25,2025/03/14,Fri,Vietnam,4pc Happy Chicken Bites Happy Meal,79000.00,3.10,Happy Meals,Breakfast
26,2025/03/14,Fri,Vietnam,Happy Meal Chicken Muffin,79000.00,3.10,Happy Meals,Breakfast
27,2025/03/14,Fri,Vietnam,Berry Jam Tea Tall,49000.00,1.92,Beverages,Breakfast
28,2025/03/14,Fri,Vietnam,Tall Iced Bac Siu,39000.00,1.53,Beverages,Breakfast
29,2025/03/14,Fri,Vietnam,Pineapple Yogurt,65000.00,2.55,Beverages,Breakfast
