,Date,Day,Territory,Menu Item,Price (VND),Price (USD),Category,Menu
1,2022/12/22,Thu,Vietnam,Xmas Combo For 2,199000.00,8.40,Promotions & Combos,Regular
2,2022/12/22,Thu,Vietnam,Xmas Combo For 3,299000.00,12.62,Promotions & Combos,Regular
3,2022/12/22,Thu,Vietnam,Garlic Fish Sauce Fried Chicken Rice,59000.00,2.49,Promotions & Combos,Regular
4,2022/12/22,Thu,Vietnam,Shake Shake Salad,37000.00,1.56,Promotions & Combos,Regular
5,2022/12/22,Thu,Vietnam,Combo For 2A,141000.00,5.95,Promotions & Combos,Regular
6,2022/12/22,Thu,Vietnam,Combo For 2B,189000.00,7.98,Promotions & Combos,Regular
7,2022/12/22,Thu,Vietnam,Combo For 3A,289000.00,12.20,Promotions & Combos,Regular
8,2022/12/22,Thu,Vietnam,Xmas Cafe - Almond Brittle Iced Coffee,59000.00,2.49,Promotions & Combos,Regular
9,2022/12/22,Thu,Vietnam,Xmas Cafe - Almond Brittle Hot Latte,49000.00,2.07,Promotions & Combos,Regular
10,2022/12/22,Thu,Vietnam,Xmas Combo For 2,199000.00,8.40,Promotions & Combos,Breakfast
11,2022/12/22,Thu,Vietnam,Xmas Combo For 3,299000.00,12.62,Promotions & Combos,Breakfast
12,2022/12/22,Thu,Vietnam,Garlic Fish Sauce Fried Chicken Rice,59000.00,2.49,Promotions & Combos,Breakfast
13,2022/12/22,Thu,Vietnam,Shake Shake Salad,37000.00,1.56,Promotions & Combos,Breakfast
14,2022/12/22,Thu,Vietnam,Combo For 2A,141000.00,5.95,Promotions & Combos,Breakfast
15,2022/12/22,Thu,Vietnam,Combo For 2B,189000.00,7.98,Promotions & Combos,Breakfast
16,2022/12/22,Thu,Vietnam,Combo For 3A,289000.00,12.20,Promotions & Combos,Breakfast
17,2022/12/22,Thu,Vietnam,Xmas Cafe - Almond Brittle Iced Coffee,59000.00,2.49,Promotions & Combos,Breakfast
18,2022/12/22,Thu,Vietnam,Xmas Cafe - Almond Brittle Hot Latte,49000.00,2.07,Promotions & Combos,Breakfast
19,2022/12/22,Thu,Vietnam,Fried Chicken Happy Meal,79000.00,3.33,Happy Meals,Regular
20,2022/12/22,Thu,Vietnam,4pcs Chicken McNuggets Happy Meal,79000.00,3.33,Happy Meals,Regular
21,2022/12/22,Thu,Vietnam,Cheeseburger Happy Meal,79000.00,3.33,Happy Meals,Regular
22,2022/12/22,Thu,Vietnam,Chicken Burger Happy Meal,79000.00,3.33,Happy Meals,Regular
23,2022/12/22,Thu,Vietnam,Sausage Burger Happy Meal,79000.00,3.33,Happy Meals,Regular
24,2022/12/22,Thu,Vietnam,Hot Latte,43000.00,1.81,Monday - Buy 1 Get 1 Cafe,Regular
25,2022/12/22,Thu,Vietnam,Iced Latte,53000.00,2.24,Monday - Buy 1 Get 1 Cafe,Regular
26,2022/12/22,Thu,Vietnam,Iced Americano,48000.00,2.03,Monday - Buy 1 Get 1 Cafe,Regular
27,2022/12/22,Thu,Vietnam,Iced Vietnamese Black,33000.00,1.39,Monday - Buy 1 Get 1 Cafe,Regular
28,2022/12/22,Thu,Vietnam,Iced Vietnamese White Coffee,33000.00,1.39,Monday - Buy 1 Get 1 Cafe,Regular
29,2022/12/22,Thu,Vietnam,1 pc Fried Chicken,38000.00,1.60,Tuesday - Buy 1 Get 1 Chicken,Regular
30,2022/12/22,Thu,Vietnam,Cheeseburger Happy Meal,79000.00,3.33,Wednesday - Get 1 More Toy/Book,Regular
31,2022/12/22,Thu,Vietnam,Sausage Burger Happy Meal,79000.00,3.33,Wednesday - Get 1 More Toy/Book,Regular
32,2022/12/22,Thu,Vietnam,4pcs Chicken McNuggets Happy Meal,79000.00,3.33,Wednesday - Get 1 More Toy/Book,Regular
33,2022/12/22,Thu,Vietnam,Chicken Burger Happy Meal,79000.00,3.33,Wednesday - Get 1 More Toy/Book,Regular
34,2022/12/22,Thu,Vietnam,Fried Chicken Happy Meal,79000.00,3.33,Wednesday - Get 1 More Toy/Book,Regular
35,2022/12/22,Thu,Vietnam,Double Cheeseburger,89000.00,3.76,Thursday - Buy 1 Get 1 Burger,Regular
36,2022/12/22,Thu,Vietnam,Cheeseburger Deluxe,79000.00,3.33,Thursday - Buy 1 Get 1 Burger,Regular
37,2022/12/22,Thu,Vietnam,McRoyal w. Cheese,102000.00,4.30,Thursday - Buy 1 Get 1 Burger,Regular
38,2022/12/22,Thu,Vietnam,Big Mac,103000.00,4.35,Thursday - Buy 1 Get 1 Burger,Regular
39,2022/12/22,Thu,Vietnam,McRoyal Deluxe,109000.00,4.60,Thursday - Buy 1 Get 1 Burger,Regular
40,2022/12/22,Thu,Vietnam,McSpicy Deluxe,109000.00,4.60,Thursday - Buy 1 Get 1 Burger,Regular
41,2022/12/22,Thu,Vietnam,McChicken Deluxe,97000.00,4.09,Thursday - Buy 1 Get 1 Burger,Regular
42,2022/12/22,Thu,Vietnam,Filet - O - Fish,79000.00,3.33,Thursday - Buy 1 Get 1 Burger,Regular
43,2022/12/22,Thu,Vietnam,Triple Cheeseburger,113000.00,4.77,Thursday - Buy 1 Get 1 Burger,Regular
44,2022/12/22,Thu,Vietnam,Double McChicken,120000.00,5.06,Thursday - Buy 1 Get 1 Burger,Regular
45,2022/12/22,Thu,Vietnam,Double McRoyal w Cheese,136000.00,5.74,Thursday - Buy 1 Get 1 Burger,Regular
46,2022/12/22,Thu,Vietnam,Double Filet O Fish Burger,104000.00,4.39,Thursday - Buy 1 Get 1 Burger,Regular
47,2022/12/22,Thu,Vietnam,Milk Cream Tea,48000.00,2.03,Friday - Buy 1 Get 1 Tea,Regular
48,2022/12/22,Thu,Vietnam,Peach Tea,48000.00,2.03,Friday - Buy 1 Get 1 Tea,Regular
49,2022/12/22,Thu,Vietnam,Hot Tea,23000.00,0.97,Friday - Buy 1 Get 1 Tea,Regular
50,2022/12/22,Thu,Vietnam,Iced Tea,23000.00,0.97,Friday - Buy 1 Get 1 Tea,Regular
51,2022/12/22,Thu,Vietnam,Lychee Black Tea,48000.00,2.03,Friday - Buy 1 Get 1 Tea,Regular
52,2022/12/22,Thu,Vietnam,Double McChicken,98000.00,4.14,Secret Menu,Regular
53,2022/12/22,Thu,Vietnam,Double McRoyal w Cheese,114000.00,4.81,Secret Menu,Regular
54,2022/12/22,Thu,Vietnam,Double Filet O Fish Burger,82000.00,3.46,Secret Menu,Regular
55,2022/12/22,Thu,Vietnam,1 pc Fried Chicken,38000.00,1.60,Fried Chicken (Original/Spicy),Regular
56,2022/12/22,Thu,Vietnam,1 pc Fried Chicken EVM,69000.00,2.91,Fried Chicken (Original/Spicy),Regular
57,2022/12/22,Thu,Vietnam,2 pcs Fried Chicken EVM,99000.00,4.18,Fried Chicken (Original/Spicy),Regular
58,2022/12/22,Thu,Vietnam,3 pcs Fried Chicken,106000.00,4.47,Fried Chicken (Original/Spicy),Regular
59,2022/12/22,Thu,Vietnam,5 pcs Fried Chicken,179000.00,7.55,Fried Chicken (Original/Spicy),Regular
60,2022/12/22,Thu,Vietnam,9 pcs Fried Chicken,295000.00,12.45,Fried Chicken (Original/Spicy),Regular
61,2022/12/22,Thu,Vietnam,6pcs Chicken McNuggets,55000.00,2.32,Fried Chicken (Original/Spicy),Regular
62,2022/12/22,Thu,Vietnam,3pcs Chicken McWings,73000.00,3.08,Fried Chicken (Original/Spicy),Regular
63,2022/12/22,Thu,Vietnam,9pcs Chicken McNuggets,79000.00,3.33,Fried Chicken (Original/Spicy),Regular
64,2022/12/22,Thu,Vietnam,6pcs Chicken McWings,132000.00,5.57,Fried Chicken (Original/Spicy),Regular
65,2022/12/22,Thu,Vietnam,20pcs Chicken McNuggets ,124000.00,5.23,Fried Chicken (Original/Spicy),Regular
66,2022/12/22,Thu,Vietnam,10pcs Chicken McWings ,191000.00,8.06,Fried Chicken (Original/Spicy),Regular
67,2022/12/22,Thu,Vietnam,Big Mac,79000.00,3.33,Beef Burger,Regular
68,2022/12/22,Thu,Vietnam,Double Cheeseburger,69000.00,2.91,Beef Burger,Regular
69,2022/12/22,Thu,Vietnam,McRoyal Deluxe,92000.00,3.88,Beef Burger,Regular
70,2022/12/22,Thu,Vietnam,McRoyal w. Cheese,81000.00,3.42,Beef Burger,Regular
71,2022/12/22,Thu,Vietnam,Cheeseburger,45000.00,1.90,Beef Burger,Regular
72,2022/12/22,Thu,Vietnam,Cheeseburger Deluxe,55000.00,2.32,Beef Burger,Regular
73,2022/12/22,Thu,Vietnam,Hamburger,36000.00,1.52,Beef Burger,Regular
74,2022/12/22,Thu,Vietnam,McSpicy Deluxe,92000.00,3.88,Chicken & Fish Burger,Regular
75,2022/12/22,Thu,Vietnam,Filet - O - Fish,59000.00,2.49,Chicken & Fish Burger,Regular
76,2022/12/22,Thu,Vietnam,McChicken Deluxe,75000.00,3.17,Chicken & Fish Burger,Regular
77,2022/12/22,Thu,Vietnam,McChicken,65000.00,2.74,Chicken & Fish Burger,Regular
78,2022/12/22,Thu,Vietnam,Chicken Burger,36000.00,1.52,Chicken & Fish Burger,Regular
79,2022/12/22,Thu,Vietnam,Garlic Fish Sauce Fried Chicken Rice,59000.00,2.49,Rice,Regular
80,2022/12/22,Thu,Vietnam,World Famous Fries ,22000.00,0.93,Snacks/Sides,Regular
81,2022/12/22,Thu,Vietnam,Sweet Corn,19000.00,0.80,Snacks/Sides,Regular
82,2022/12/22,Thu,Vietnam,6pcs Chicken McNuggets,55000.00,2.32,Snacks/Sides,Regular
83,2022/12/22,Thu,Vietnam,Cheeseburger,45000.00,1.90,Snacks/Sides,Regular
84,2022/12/22,Thu,Vietnam,Hamburger,36000.00,1.52,Snacks/Sides,Regular
85,2022/12/22,Thu,Vietnam,Chicken Burger,36000.00,1.52,Snacks/Sides,Regular
86,2022/12/22,Thu,Vietnam,Sausage Burger,36000.00,1.52,Snacks/Sides,Regular
87,2022/12/22,Thu,Vietnam,Tall Iced Bac Siu,33000.00,1.39,Beverages,Regular
88,2022/12/22,Thu,Vietnam,Coca-Cola Light ,29000.00,1.22,Beverages,Regular
89,2022/12/22,Thu,Vietnam,Coca-Cola,19000.00,0.80,Beverages,Regular
90,2022/12/22,Thu,Vietnam,Dasani water,22000.00,0.93,Beverages,Regular
91,2022/12/22,Thu,Vietnam,Sprite,19000.00,0.80,Beverages,Regular
92,2022/12/22,Thu,Vietnam,Fanta,19000.00,0.80,Beverages,Regular
93,2022/12/22,Thu,Vietnam,Teppy Orange Drink,22000.00,0.93,Beverages,Regular
94,2022/12/22,Thu,Vietnam,Milo,22000.00,0.93,Beverages,Regular
95,2022/12/22,Thu,Vietnam,TH Milk,22000.00,0.93,Beverages,Regular
96,2022/12/22,Thu,Vietnam,Fuze Tea - Peach & Chia Seeds,22000.00,0.93,Beverages,Regular
97,2022/12/22,Thu,Vietnam,Fuze Tea - Passion & Chia Seeds,22000.00,0.93,Beverages,Regular
98,2022/12/22,Thu,Vietnam,Peach Tea,48000.00,2.03,Beverages,Regular
99,2022/12/22,Thu,Vietnam,Milk Cream Tea,48000.00,2.03,Beverages,Regular
