,Date,Day,Territory,Menu Item,Price (VND),Price (USD),Category,Menu
0,2022/02/06,Sun,Vietnam,Teriyaki Burger,82000.00,3.61,Promotions & Combos,Regular
1,2022/02/06,Sun,Vietnam,1 pc Fried Chicken,36000.00,1.59,Promotions & Combos,Regular
2,2022/02/06,Sun,Vietnam,Garlic Fish Sauce Fried Chicken Rice,59000.00,2.60,Promotions & Combos,Regular
3,2022/02/06,Sun,Vietnam,Combo Nhâm Dần - Beef,89000.00,3.92,Promotions & Combos,Regular
4,2022/02/06,Sun,Vietnam,Combo Nhâm Dần - Double Beef,99000.00,4.36,Promotions & Combos,Regular
5,2022/02/06,Sun,Vietnam,Combo Nhâm Dần - Chicken/Fish,89000.00,3.92,Promotions & Combos,Regular
6,2022/02/06,Sun,Vietnam,Prosperity Combo,89000.00,3.92,Promotions & Combos,Regular
7,2022/02/06,Sun,Vietnam,Prosperity Burger (Teriyaki) - Lite,59000.00,2.60,Promotions & Combos,Regular
8,2022/02/06,Sun,Vietnam,Mangory Tall,49000.00,2.16,Promotions & Combos,Regular
9,2022/02/06,Sun,Vietnam,Mangory Grande,59000.00,2.60,Promotions & Combos,Regular
10,2022/02/06,Sun,Vietnam,Ormango Grande,59000.00,2.60,Promotions & Combos,Regular
11,2022/02/06,Sun,Vietnam,Loop Fries M,38000.00,1.67,Promotions & Combos,Regular
12,2022/02/06,Sun,Vietnam,Combo for 1,85000.00,3.75,Promotions & Combos,Regular
13,2022/02/06,Sun,Vietnam,Macaroni Soup,39000.00,1.72,Promotions & Combos,Regular
14,2022/02/06,Sun,Vietnam,Combo For 2A,136000.00,5.99,Promotions & Combos,Regular
15,2022/02/06,Sun,Vietnam,Combo For 2B,176000.00,7.76,Promotions & Combos,Regular
16,2022/02/06,Sun,Vietnam,Combo For 2C,186000.00,8.20,Promotions & Combos,Regular
17,2022/02/06,Sun,Vietnam,Combo For 3A,276000.00,12.16,Promotions & Combos,Regular
18,2022/02/06,Sun,Vietnam,Combo For 3B,286000.00,12.61,Promotions & Combos,Regular
19,2022/02/06,Sun,Vietnam,Teriyaki Burger,82000.00,3.61,Promotions & Combos,Breakfast
20,2022/02/06,Sun,Vietnam,1 pc Fried Chicken,36000.00,1.59,Promotions & Combos,Breakfast
21,2022/02/06,Sun,Vietnam,Garlic Fish Sauce Fried Chicken Rice,59000.00,2.60,Promotions & Combos,Breakfast
22,2022/02/06,Sun,Vietnam,Combo Nhâm Dần - Beef,89000.00,3.92,Promotions & Combos,Breakfast
23,2022/02/06,Sun,Vietnam,Combo Nhâm Dần - Double Beef,99000.00,4.36,Promotions & Combos,Breakfast
24,2022/02/06,Sun,Vietnam,Combo Nhâm Dần - Chicken/Fish,89000.00,3.92,Promotions & Combos,Breakfast
