,Date,Day,Territory,Menu Item,Price (MYR),Price (USD),Category,Menu
1,2024/02/02,Fri,Malaysia,Beef Pineapple Prosperity Burger™,15.75,3.33,Promotion,Regular
2,2024/02/02,Fri,Malaysia,Double Beef Pineapple Prosperity Burger™,19.53,4.13,Promotion,Regular
3,2024/02/02,Fri,Malaysia,Chicken Pineapple Prosperity Burger™,15.75,3.33,Promotion,Regular
4,2024/02/02,Fri,Malaysia,Double Chicken Pineapple Prosperity Burger™,19.53,4.13,Promotion,Regular
5,2024/02/02,Fri,Malaysia,Golden Beef Prosperity Burger™,15.75,3.33,Promotion,Regular
6,2024/02/02,Fri,Malaysia,Double Golden Beef Prosperity Burger™,19.53,4.13,Promotion,Regular
7,2024/02/02,Fri,Malaysia,Golden Chicken Prosperity Burger™,15.75,3.33,Promotion,Regular
8,2024/02/02,Fri,Malaysia,Double Golden Chicken Prosperity Burger™,19.53,4.13,Promotion,Regular
9,2024/02/02,Fri,Malaysia,Lychee Pie,5.57,1.18,Promotion,Regular
10,2024/02/02,Fri,Malaysia,Ice Blended Lotus Bisoff,15.09,3.19,Promotion,Regular
11,2024/02/02,Fri,Malaysia,Ice Blended Latte with Lotus Biscoff,15.94,3.37,Promotion,Regular
12,2024/02/02,Fri,Malaysia,Ice Blended Mango with Lotus Biscoff,15.94,3.37,Promotion,Regular
13,2024/02/02,Fri,Malaysia,Beef Prosperity Burger™,14.34,3.03,Promotion,Regular
14,2024/02/02,Fri,Malaysia,Double Prosperity Burger™ Daging,18.11,3.83,Promotion,Regular
15,2024/02/02,Fri,Malaysia,Chicken Prosperity Burger™,14.34,3.03,Promotion,Regular
16,2024/02/02,Fri,Malaysia,Double Chicken Prosperity Burger™,18.11,3.83,Promotion,Regular
17,2024/02/02,Fri,Malaysia,Curly Fries,7.45,1.58,Promotion,Regular
18,2024/02/02,Fri,Malaysia,Orange McFizz™,6.32,1.34,Promotion,Regular
19,2024/02/02,Fri,Malaysia,Ice Blended Chocolate with Hershey’s,15.09,3.19,Promotion,Regular
20,2024/02/02,Fri,Malaysia,Iced Chocolate with Hershey's,13.21,2.79,Promotion,Regular
21,2024/02/02,Fri,Malaysia,Salted Caramel Chocolate McFlurry™,4.20,0.89,Promotion,Regular
22,2024/02/02,Fri,Malaysia,Banana Caramel Pie,2.83,0.60,Promotion,Regular
23,2024/02/02,Fri,Malaysia,Nasi Lemak McD™ + Ayam Goreng (1pc),13.16,2.78,Promotion,Regular
24,2024/02/02,Fri,Malaysia,Double Cheeseburger,12.22,2.58,Promotion,Regular
25,2024/02/02,Fri,Malaysia,Spicy Chicken McDeluxe™,14.10,2.98,Promotion,Regular
26,2024/02/02,Fri,Malaysia,Filet-O-Fish™,12.22,2.58,Promotion,Regular
27,2024/02/02,Fri,Malaysia,Ayam Goreng McD™ (2pcs),14.10,2.98,Promotion,Regular
28,2024/02/02,Fri,Malaysia,Big Mac™,14.10,2.98,Promotion,Regular
29,2024/02/02,Fri,Malaysia,Scrambled Egg Sandwich,7.69,1.63,Promotion,Breakfast
30,2024/02/02,Fri,Malaysia,Crispy Chicken & Scrambled Egg Sandwich,8.63,1.82,Promotion,Breakfast
31,2024/02/02,Fri,Malaysia,Sausage & Scrambled Egg Sandwich,8.63,1.82,Promotion,Breakfast
32,2024/02/02,Fri,Malaysia,Lychee Pie,5.57,1.18,Promotion,Breakfast
33,2024/02/02,Fri,Malaysia,Ice Blended Lotus Bisoff,15.09,3.19,Promotion,Breakfast
34,2024/02/02,Fri,Malaysia,Ice Blended Latte with Lotus Biscoff,15.94,3.37,Promotion,Breakfast
35,2024/02/02,Fri,Malaysia,Ice Blended Mango with Lotus Biscoff,15.94,3.37,Promotion,Breakfast
36,2024/02/02,Fri,Malaysia,Orange McFizz™,6.32,1.34,Promotion,Breakfast
37,2024/02/02,Fri,Malaysia,Ice Blended Chocolate with Hershey’s,15.09,3.19,Promotion,Breakfast
38,2024/02/02,Fri,Malaysia,Iced Chocolate with Hershey's,13.21,2.79,Promotion,Breakfast
39,2024/02/02,Fri,Malaysia,Salted Caramel Chocolate McFlurry™,4.20,0.89,Promotion,Breakfast
40,2024/02/02,Fri,Malaysia,Banana Caramel Pie,2.83,0.60,Promotion,Breakfast
41,2024/02/02,Fri,Malaysia,2x Spicy Chicken McDeluxe (M),28.21,5.96,All Day Special,Regular
42,2024/02/02,Fri,Malaysia,5pcs Ayam Goreng McD™ Spicy,28.21,5.96,All Day Special,Regular
43,2024/02/02,Fri,Malaysia,5pcs Ayam Goreng McD™ Regular,28.21,5.96,All Day Special,Regular
44,2024/02/02,Fri,Malaysia,5pcs Ayam Goreng McD™ Mixed,28.21,5.96,All Day Special,Regular
