,Date,Day,Territory,Menu Item,Price (MYR),Price (USD),Category,Menu
1,2023/06/19,Mon,Malaysia,Samurai Beef Burger,14.15,3.07,Promotion,Regular
2,2023/06/19,Mon,Malaysia,Double Samurai Beef Burger,17.92,3.89,Promotion,Regular
3,2023/06/19,Mon,Malaysia,Samurai Chicken Burger,14.15,3.07,Promotion,Regular
4,2023/06/19,Mon,Malaysia,Double Samurai Chicken Burger,17.92,3.89,Promotion,Regular
5,2023/06/19,Mon,Malaysia,Lotus Biscoff McFlurry™,8.73,1.89,Promotion,Regular
6,2023/06/19,Mon,Malaysia,Blueberry Cream Cheese Pie,5.33,1.16,Promotion,Regular
7,2023/06/19,Mon,Malaysia,White Chocolate & Strawberry Pie,5.33,1.16,Promotion,Regular
8,2023/06/19,Mon,Malaysia,Mango McFizz,6.79,1.47,Promotion,Regular
9,2023/06/19,Mon,Malaysia,Lychee Berry McFizz,6.51,1.41,Promotion,Regular
10,2023/06/19,Mon,Malaysia,Ice Blended Chocolate with OREO®,15.00,3.25,Promotion,Regular
11,2023/06/19,Mon,Malaysia,Ice Blended Mocha with OREO®,15.00,3.25,Promotion,Regular
12,2023/06/19,Mon,Malaysia,Ice Blended Strawberry with OREO®,15.00,3.25,Promotion,Regular
13,2023/06/19,Mon,Malaysia,6pcs Chicken McNuggets®,10.42,2.26,Promotion,Regular
14,2023/06/19,Mon,Malaysia,9pcs Chicken McNuggets® ,13.82,3.00,Promotion,Regular
15,2023/06/19,Mon,Malaysia,20pcs Chicken McNuggets®,26.70,5.79,Promotion,Regular
16,2023/06/19,Mon,Malaysia,4pcs Chicken McNuggets®,11.42,2.48,Promotion,Regular
17,2023/06/19,Mon,Malaysia,Iced Apple Pear,5.19,1.13,Promotion,Regular
18,2023/06/19,Mon,Malaysia,Nasi Lemak McD™,6.59,1.43,Promotion,Breakfast
19,2023/06/19,Mon,Malaysia,Bubur Ayam McD™ (Medium),8.44,1.83,Promotion,Breakfast
20,2023/06/19,Mon,Malaysia,Bubur Ayam McD™ (Small),7.22,1.57,Promotion,Breakfast
21,2023/06/19,Mon,Malaysia,Omelette Wrap with Chicken Sausage,10.00,2.17,Promotion,Breakfast
22,2023/06/19,Mon,Malaysia,Omelette Wrap with Crispy Chicken,10.00,2.17,Promotion,Breakfast
23,2023/06/19,Mon,Malaysia,Lotus Biscoff McFlurry™,8.73,1.89,Promotion,Breakfast
24,2023/06/19,Mon,Malaysia,Blueberry Cream Cheese Pie,5.33,1.16,Promotion,Breakfast
25,2023/06/19,Mon,Malaysia,Mango McFizz,6.79,1.47,Promotion,Breakfast
26,2023/06/19,Mon,Malaysia,Lychee Berry McFizz,6.51,1.41,Promotion,Breakfast
27,2023/06/19,Mon,Malaysia,Ice Blended Chocolate with OREO®,15.00,3.25,Promotion,Breakfast
28,2023/06/19,Mon,Malaysia,Ice Blended Mocha with OREO®,15.00,3.25,Promotion,Breakfast
29,2023/06/19,Mon,Malaysia,Ice Blended Strawberry with OREO®,15.00,3.25,Promotion,Breakfast
30,2023/06/19,Mon,Malaysia,Iced Apple Pear,5.19,1.13,Promotion,Breakfast
31,2023/06/19,Mon,Malaysia,1x Spicy Chicken McDeluxe (M) + 1x Apple Pie,17.92,3.89,Crazy Hour,Regular
32,2023/06/19,Mon,Malaysia,2x McChicken (M),16.98,3.68,Crazy Hour,Regular
33,2023/06/19,Mon,Malaysia,2x Spicy Chicken McDeluxe (M),23.58,5.11,Crazy Hour,Regular
34,2023/06/19,Mon,Malaysia,2x Double Cheeseburger (M),23.58,5.11,Crazy Hour,Regular
35,2023/06/19,Mon,Malaysia,5pcs Ayam Goreng McD™,18.86,4.09,Crazy Hour,Regular
36,2023/06/19,Mon,Malaysia,2x Nasi Lemak + Ayam Goreng McD™ (M),25.09,5.44,Crazy Hour,Regular
37,2023/06/19,Mon,Malaysia,Chicken Burger Super Value Meal,15.52,3.36,Super Value Meals,Regular
38,2023/06/19,Mon,Malaysia,Spicy Crispy Chicken Super Value Meal,19.53,4.23,Super Value Meals,Regular
39,2023/06/19,Mon,Malaysia,McChicken® Super Value Meal,17.41,3.77,Super Value Meals,Regular
40,2023/06/19,Mon,Malaysia,Spicy Chicken McDeluxe™ Super Value Meal,21.18,4.59,Super Value Meals,Regular
41,2023/06/19,Mon,Malaysia,GCB™ Super Value Meal,21.18,4.59,Super Value Meals,Regular
42,2023/06/19,Mon,Malaysia,Spicy Cheese Super Value Meal,16.04,3.48,Super Value Meals,Regular
43,2023/06/19,Mon,Malaysia,Spicy Double Cheese Super Value Meal,20.47,4.44,Super Value Meals,Regular
44,2023/06/19,Mon,Malaysia,Double Cheeseburger Super Value Meal,19.53,4.23,Super Value Meals,Regular
45,2023/06/19,Mon,Malaysia,Big Mac™ Super Value Meal,20.61,4.47,Super Value Meals,Regular
46,2023/06/19,Mon,Malaysia,6pcs Chicken McNuggets® Super Value Meal,18.40,3.99,Super Value Meals,Regular
