,Date,Day,Territory,Menu Item,Price (MYR),Price (USD),Category,Menu
1,2022/11/10,Thu,Malaysia,Quarter Pounder with Cheese,10.33,2.19,Promotion,Regular
2,2022/11/10,Thu,Malaysia,Spicy Beef Deluxe Burger with Cheese,10.33,2.19,Promotion,Regular
3,2022/11/10,Thu,Malaysia,Spicy GCB™,10.20,2.17,Promotion,Regular
4,2022/11/10,Thu,Malaysia,Double Spicy GCB™,12.25,2.60,Promotion,Regular
5,2022/11/10,Thu,Malaysia,GCB™,12.97,2.75,Promotion,Regular
6,2022/11/10,Thu,Malaysia,Double GCB™,20.05,4.26,Promotion,Regular
7,2022/11/10,Thu,Malaysia,Iced Blended Milo with KitKat,13.68,2.90,Promotion,Regular
8,2022/11/10,Thu,Malaysia,Iced Blended Milo,14.06,2.98,Promotion,Regular
9,2022/11/10,Thu,Malaysia,Choco Bits McFlurry™,7.55,1.60,Promotion,Regular
10,2022/11/10,Thu,Malaysia,Cookies & Cream Pie,5.19,1.10,Promotion,Regular
11,2022/11/10,Thu,Malaysia,Minions Carrier,30.00,6.37,Promotion,Regular
12,2022/11/10,Thu,Malaysia,Sausage McMuffin with Egg,5.65,1.20,Promotion,Breakfast
13,2022/11/10,Thu,Malaysia,Nasi Lemak McD™,5.65,1.20,Promotion,Breakfast
14,2022/11/10,Thu,Malaysia,Iced Blended Milo with KitKat,13.68,2.90,Promotion,Breakfast
15,2022/11/10,Thu,Malaysia,Iced Blended Milo,14.06,2.98,Promotion,Breakfast
16,2022/11/10,Thu,Malaysia,Choco Bits McFlurry™,7.55,1.60,Promotion,Breakfast
17,2022/11/10,Thu,Malaysia,Cookies & Cream Pie,5.19,1.10,Promotion,Breakfast
18,2022/11/10,Thu,Malaysia,Minions Carrier,30.00,6.37,Promotion,Breakfast
19,2022/11/10,Thu,Malaysia,McChicken®,11.27,2.39,Jimat Combo,Regular
20,2022/11/10,Thu,Malaysia,6pcs Chicken McNuggets®,11.27,2.39,Jimat Combo,Regular
21,2022/11/10,Thu,Malaysia,Filet-O-Fish,12.22,2.59,Jimat Combo,Regular
22,2022/11/10,Thu,Malaysia,Double Cheeseburger,12.22,2.59,Jimat Combo,Regular
23,2022/11/10,Thu,Malaysia,Spicy Double Beef with Cheese,12.22,2.59,Jimat Combo,Regular
24,2022/11/10,Thu,Malaysia,2x Ayam Goreng McD™ (2pcs) (M),25.00,5.31,Crazy Hour,Regular
25,2022/11/10,Thu,Malaysia,2x Ayam Goreng McD™ (3pcs) (M),33.96,7.21,Crazy Hour,Regular
26,2022/11/10,Thu,Malaysia,2x Spicy McCrispy Chicken (M),19.81,4.21,Crazy Hour,Regular
27,2022/11/10,Thu,Malaysia,Bubur (M) + 1pc AG Spicy + Iced Milo (M),12.26,2.60,Crazy Hour,Regular
28,2022/11/10,Thu,Malaysia,Bubur (M) + 1pc AG Regular + Iced Milo (M),12.26,2.60,Crazy Hour,Regular
29,2022/11/10,Thu,Malaysia,2x Spicy Double Beef (M),18.87,4.01,Crazy Hour,Regular
30,2022/11/10,Thu,Malaysia,2x Nasi Lemak + AG Regular (M),25.10,5.33,Crazy Hour,Regular
31,2022/11/10,Thu,Malaysia,2x Nasi Lemak + AG Spicy (M),25.10,5.33,Crazy Hour,Regular
32,2022/11/10,Thu,Malaysia,2x McChicken (M),16.98,3.60,Crazy Hour,Regular
33,2022/11/10,Thu,Malaysia,2x Spicy Chicken McDeluxe (M),23.58,5.01,Crazy Hour,Regular
34,2022/11/10,Thu,Malaysia,2x Big Mac (M),23.58,5.01,Crazy Hour,Regular
35,2022/11/10,Thu,Malaysia,2x Double Cheeseburger (M),23.58,5.01,Crazy Hour,Regular
36,2022/11/10,Thu,Malaysia,2x Filet-O-Fish (M),16.98,3.60,Crazy Hour,Regular
37,2022/11/10,Thu,Malaysia,5pc AG Spicy,18.86,4.00,Crazy Hour,Regular
38,2022/11/10,Thu,Malaysia,5pc AG Regular,18.86,4.00,Crazy Hour,Regular
39,2022/11/10,Thu,Malaysia,5pc AG Mix,18.86,4.00,Crazy Hour,Regular
40,2022/11/10,Thu,Malaysia,McChicken® Super Value Meal,16.51,3.50,Super Value Meals,Regular
41,2022/11/10,Thu,Malaysia,Filet-O-Fish™ Super Value Meal,16.51,3.50,Super Value Meals,Regular
42,2022/11/10,Thu,Malaysia,6pcs Chicken McNuggets® Super Value Meal,16.51,3.50,Super Value Meals,Regular
43,2022/11/10,Thu,Malaysia,9pcs Chicken McNuggets® Super Value Meal,19.81,4.21,Super Value Meals,Regular
44,2022/11/10,Thu,Malaysia,Spicy Chicken McDeluxe™ Super Value Meal,20.28,4.31,Super Value Meals,Regular
45,2022/11/10,Thu,Malaysia,GCB™ Super Value Meal,20.28,4.31,Super Value Meals,Regular
46,2022/11/10,Thu,Malaysia,Ayam Goreng McD™ Regular (2pcs) Super Value Meal,20.28,4.31,Super Value Meals,Regular
47,2022/11/10,Thu,Malaysia,Ayam Goreng McD™ Spicy (2pcs) Super Value Meal,20.28,4.31,Super Value Meals,Regular
48,2022/11/10,Thu,Malaysia,Ayam Goreng McD™ Spicy (3pcs) Super Value Meal,24.53,5.21,Super Value Meals,Regular
49,2022/11/10,Thu,Malaysia,Ayam Goreng McD™ Regular (3pcs) Super Value Meal,24.53,5.21,Super Value Meals,Regular
50,2022/11/10,Thu,Malaysia,Double Cheeseburger Super Value Meal,18.40,3.91,Super Value Meals,Regular
51,2022/11/10,Thu,Malaysia,Big Mac™ Super Value Meal,19.34,4.11,Super Value Meals,Regular
52,2022/11/10,Thu,Malaysia,Quarter Pounder™ with Cheese Super Value Meal,20.28,4.31,Super Value Meals,Regular
53,2022/11/10,Thu,Malaysia,Spicy GCB™,10.20,2.17,Burgers,Regular
54,2022/11/10,Thu,Malaysia,Double Spicy GCB™,12.25,2.60,Burgers,Regular
55,2022/11/10,Thu,Malaysia,Spicy Beef Deluxe Burger with Cheese,12.26,2.60,Burgers,Regular
56,2022/11/10,Thu,Malaysia,Double Spicy Beef Deluxe Burger with Cheese,17.92,3.80,Burgers,Regular
57,2022/11/10,Thu,Malaysia,Spicy Double Beef with Cheese,11.27,2.39,Burgers,Regular
58,2022/11/10,Thu,Malaysia,Spicy Triple Beef with Cheese,16.93,3.59,Burgers,Regular
59,2022/11/10,Thu,Malaysia,Double Cheeseburger,11.27,2.39,Burgers,Regular
60,2022/11/10,Thu,Malaysia,Triple Cheeseburger ,16.93,3.59,Burgers,Regular
61,2022/11/10,Thu,Malaysia,Quarter Pounder™ with Cheese,13.16,2.79,Burgers,Regular
62,2022/11/10,Thu,Malaysia,Double Quarter Pounder™ with Cheese,18.92,4.02,Burgers,Regular
63,2022/11/10,Thu,Malaysia,Big Mac™,13.16,2.79,Burgers,Regular
64,2022/11/10,Thu,Malaysia,Mega Mac™,18.82,4.00,Burgers,Regular
65,2022/11/10,Thu,Malaysia,Spicy McCrispy Chicken,11.60,2.46,Burgers,Regular
66,2022/11/10,Thu,Malaysia,Double Spicy McCrispy Chicken,15.38,3.27,Burgers,Regular
67,2022/11/10,Thu,Malaysia,McChicken®,8.96,1.90,Burgers,Regular
68,2022/11/10,Thu,Malaysia,Double McChicken®,12.74,2.70,Burgers,Regular
69,2022/11/10,Thu,Malaysia,Spicy Chicken McDeluxe™,12.97,2.75,Burgers,Regular
70,2022/11/10,Thu,Malaysia,Double Spicy Chicken McDeluxe™,20.05,4.26,Burgers,Regular
71,2022/11/10,Thu,Malaysia,GCB™,12.97,2.75,Burgers,Regular
72,2022/11/10,Thu,Malaysia,Double GCB™,20.05,4.26,Burgers,Regular
73,2022/11/10,Thu,Malaysia,Filet-O-Fish™,9.39,1.99,Burgers,Regular
74,2022/11/10,Thu,Malaysia,Double Filet-O-Fish™,13.16,2.79,Burgers,Regular
75,2022/11/10,Thu,Malaysia,Ayam Goreng McD™ (10pcs),56.60,12.02,Ayam Goreng & Nuggets,Regular
76,2022/11/10,Thu,Malaysia,Ayam Goreng McD™ (5pcs),31.13,6.61,Ayam Goreng & Nuggets,Regular
