,Date,Day,Territory,Menu Item,Price (MYR),Price (USD),Category,Menu
1,2023/02/27,Mon,Malaysia,Double Cheeseburger,11.51,2.60,Promotion,Regular
2,2023/02/27,Mon,Malaysia,Spicy Double Cheese,12.45,2.81,Promotion,Regular
3,2023/02/27,Mon,Malaysia,Spicy Chicken McDeluxe™,13.49,3.04,Promotion,Regular
4,2023/02/27,Mon,Malaysia,Spicy McChicken®,9.29,2.09,Promotion,Regular
5,2023/02/27,Mon,Malaysia,Blueberry McFlurry™,8.58,1.93,Promotion,Regular
6,2023/02/27,Mon,Malaysia,Dinosaur McFlurry™,8.30,1.87,Promotion,Regular
7,2023/02/27,Mon,Malaysia,Apple Pie,4.95,1.12,Promotion,Regular
8,2023/02/27,Mon,Malaysia,18pcs Chicken McNuggets,22.88,5.16,Promotion,Regular
9,2023/02/27,Mon,Malaysia,2x Apple Pie,8.88,2.00,Promotion,Regular
10,2023/02/27,Mon,Malaysia,Kopi Susu,8.40,1.89,Promotion,Regular
11,2023/02/27,Mon,Malaysia,Iced Kopi Susu,9.34,2.11,Promotion,Regular
12,2023/02/27,Mon,Malaysia,Iced Blended Kopi Susu,13.49,3.04,Promotion,Regular
13,2023/02/27,Mon,Malaysia,Chocolate Marble Cake,8.40,1.89,Promotion,Regular
14,2023/02/27,Mon,Malaysia,Butter Cake,8.40,1.89,Promotion,Regular
15,2023/02/27,Mon,Malaysia,Kopi Susu (S) + McCafé Cake,12.17,2.74,Promotion,Regular
16,2023/02/27,Mon,Malaysia,Iced Kopi Susu (M) + McCafé Cake,12.17,2.74,Promotion,Regular
17,2023/02/27,Mon,Malaysia,Omelette Cheese Muffin,6.98,1.57,Promotion,Breakfast
18,2023/02/27,Mon,Malaysia,Sausage & Omelette Cheese Muffin,7.92,1.79,Promotion,Breakfast
19,2023/02/27,Mon,Malaysia,Blueberry McFlurry™,8.58,1.93,Promotion,Breakfast
20,2023/02/27,Mon,Malaysia,Dinosaur McFlurry™,8.30,1.87,Promotion,Breakfast
21,2023/02/27,Mon,Malaysia,Apple Pie,4.95,1.12,Promotion,Breakfast
22,2023/02/27,Mon,Malaysia,Kopi Susu,8.40,1.89,Promotion,Breakfast
23,2023/02/27,Mon,Malaysia,Iced Kopi Susu,9.34,2.11,Promotion,Breakfast
24,2023/02/27,Mon,Malaysia,Iced Blended Kopi Susu,13.49,3.04,Promotion,Breakfast
25,2023/02/27,Mon,Malaysia,Chocolate Marble Cake,8.40,1.89,Promotion,Breakfast
26,2023/02/27,Mon,Malaysia,Butter Cake,8.40,1.89,Promotion,Breakfast
27,2023/02/27,Mon,Malaysia,Kopi Susu (S) + McCafé Cake,12.17,2.74,Promotion,Breakfast
28,2023/02/27,Mon,Malaysia,Iced Kopi Susu (M) + McCafé Cake,12.17,2.74,Promotion,Breakfast
29,2023/02/27,Mon,Malaysia,McChicken®,11.27,2.54,Jimat Combo,Regular
30,2023/02/27,Mon,Malaysia,6pcs Chicken McNuggets®,11.27,2.54,Jimat Combo,Regular
