,Date,Day,Territory,Menu Item,Price (MYR),Price (USD),Category,Menu
1,2023/02/16,Thu,Malaysia,McChicken®,9.29,2.11,Promotion,Regular
2,2023/02/16,Thu,Malaysia,Spicy McChicken®,9.29,2.11,Promotion,Regular
3,2023/02/16,Thu,Malaysia,Spicy Fish Burger,10.71,2.44,Promotion,Regular
4,2023/02/16,Thu,Malaysia,Dinosaur McFlurry™,8.30,1.89,Promotion,Regular
5,2023/02/16,Thu,Malaysia,Apple Pie,4.95,1.13,Promotion,Regular
6,2023/02/16,Thu,Malaysia,18pcs Chicken McNuggets,22.88,5.21,Promotion,Regular
7,2023/02/16,Thu,Malaysia,2x Apple Pie,8.88,2.02,Promotion,Regular
8,2023/02/16,Thu,Malaysia,Kopi Susu,8.40,1.91,Promotion,Regular
9,2023/02/16,Thu,Malaysia,Iced Kopi Susu,9.34,2.13,Promotion,Regular
10,2023/02/16,Thu,Malaysia,Iced Blended Kopi Susu,13.49,3.07,Promotion,Regular
11,2023/02/16,Thu,Malaysia,Chocolate Marble Cake,8.40,1.91,Promotion,Regular
12,2023/02/16,Thu,Malaysia,Butter Cake,8.40,1.91,Promotion,Regular
13,2023/02/16,Thu,Malaysia,Omelette Cheese Muffin,6.98,1.59,Promotion,Breakfast
14,2023/02/16,Thu,Malaysia,Sausage & Omelette Cheese Muffin,7.92,1.80,Promotion,Breakfast
15,2023/02/16,Thu,Malaysia,Dinosaur McFlurry™,8.30,1.89,Promotion,Breakfast
16,2023/02/16,Thu,Malaysia,Apple Pie,4.95,1.13,Promotion,Breakfast
17,2023/02/16,Thu,Malaysia,Kopi Susu,8.40,1.91,Promotion,Breakfast
18,2023/02/16,Thu,Malaysia,Iced Kopi Susu,9.34,2.13,Promotion,Breakfast
19,2023/02/16,Thu,Malaysia,Iced Blended Kopi Susu,13.49,3.07,Promotion,Breakfast
20,2023/02/16,Thu,Malaysia,Chocolate Marble Cake,8.40,1.91,Promotion,Breakfast
21,2023/02/16,Thu,Malaysia,Butter Cake,8.40,1.91,Promotion,Breakfast
22,2023/02/16,Thu,Malaysia,2x McChicken,15.09,3.44,Weekday Special,Regular
23,2023/02/16,Thu,Malaysia,McChicken®,11.27,2.57,Jimat Combo,Regular
24,2023/02/16,Thu,Malaysia,6pcs Chicken McNuggets®,11.27,2.57,Jimat Combo,Regular
25,2023/02/16,Thu,Malaysia,Filet-O-Fish,12.22,2.78,Jimat Combo,Regular
26,2023/02/16,Thu,Malaysia,Double Cheeseburger,12.22,2.78,Jimat Combo,Regular
27,2023/02/16,Thu,Malaysia,Spicy Double Cheese,12.22,2.78,Jimat Combo,Regular
28,2023/02/16,Thu,Malaysia,2x GCB (M),23.58,5.37,Crazy Hour,Regular
29,2023/02/16,Thu,Malaysia,1x Spicy Chicken McDeluxe (M) + 1x 3pcs AG (M),29.24,6.66,Crazy Hour,Regular
30,2023/02/16,Thu,Malaysia,2x Spicy Crispy Chicken (M),19.81,4.51,Crazy Hour,Regular
31,2023/02/16,Thu,Malaysia,2x Spicy Double Cheese (M),20.75,4.72,Crazy Hour,Regular
32,2023/02/16,Thu,Malaysia,2x McChicken (M),16.98,3.87,Crazy Hour,Regular
33,2023/02/16,Thu,Malaysia,2x Spicy Chicken McDeluxe (M),23.58,5.37,Crazy Hour,Regular
34,2023/02/16,Thu,Malaysia,2x Big Mac (M),23.58,5.37,Crazy Hour,Regular
35,2023/02/16,Thu,Malaysia,2x Double Cheeseburger (M),23.58,5.37,Crazy Hour,Regular
36,2023/02/16,Thu,Malaysia,2x Filet-O-Fish (M),16.98,3.87,Crazy Hour,Regular
37,2023/02/16,Thu,Malaysia,5pcs AG,18.86,4.29,Crazy Hour,Regular
38,2023/02/16,Thu,Malaysia,Bubur (M) + 1pc AG + Iced Milo (M),12.26,2.79,Crazy Hour,Regular
39,2023/02/16,Thu,Malaysia,2x Nasi Lemak + AG Spicy (M),25.09,5.71,Crazy Hour,Regular
40,2023/02/16,Thu,Malaysia,McChicken® Super Value Meal,17.41,3.96,Super Value Meals,Regular
41,2023/02/16,Thu,Malaysia,Filet-O-Fish™ Super Value Meal,17.69,4.03,Super Value Meals,Regular
42,2023/02/16,Thu,Malaysia,6pcs Chicken McNuggets® Super Value Meal,18.16,4.13,Super Value Meals,Regular
43,2023/02/16,Thu,Malaysia,9pcs Chicken McNuggets® Super Value Meal,20.99,4.78,Super Value Meals,Regular
44,2023/02/16,Thu,Malaysia,Spicy Chicken McDeluxe™ Super Value Meal,21.18,4.82,Super Value Meals,Regular
45,2023/02/16,Thu,Malaysia,GCB™ Super Value Meal,21.18,4.82,Super Value Meals,Regular
46,2023/02/16,Thu,Malaysia,Ayam Goreng McD™ Regular (2pcs) Super Value Meal,22.12,5.04,Super Value Meals,Regular
47,2023/02/16,Thu,Malaysia,Ayam Goreng McD™ Spicy (2pcs) Super Value Meal,22.12,5.04,Super Value Meals,Regular
