,Date,Day,Territory,Menu Item,Price (MYR),Price (USD),Category,Menu
1,2023/02/03,Fri,Malaysia,McChicken®,9.29,2.19,Promotion,Regular
2,2023/02/03,Fri,Malaysia,Spicy McChicken®,9.29,2.19,Promotion,Regular
3,2023/02/03,Fri,Malaysia,Spicy Fish Burger,10.71,2.52,Promotion,Regular
4,2023/02/03,Fri,Malaysia,Dinosaur McFlurry™,8.30,1.95,Promotion,Regular
5,2023/02/03,Fri,Malaysia,Apple Pie,4.95,1.17,Promotion,Regular
6,2023/02/03,Fri,Malaysia,18pcs Chicken McNuggets,22.88,5.39,Promotion,Regular
7,2023/02/03,Fri,Malaysia,2x Apple Pie,8.88,2.09,Promotion,Regular
8,2023/02/03,Fri,Malaysia,Kopi Susu,8.40,1.98,Promotion,Regular
9,2023/02/03,Fri,Malaysia,Iced Kopi Susu,9.34,2.20,Promotion,Regular
10,2023/02/03,Fri,Malaysia,Iced Blended Kopi Susu,13.49,3.18,Promotion,Regular
11,2023/02/03,Fri,Malaysia,Chocolate Marble Cake,8.40,1.98,Promotion,Regular
12,2023/02/03,Fri,Malaysia,Butter Cake,8.40,1.98,Promotion,Regular
13,2023/02/03,Fri,Malaysia,Omelette Cheese Muffin,6.98,1.64,Promotion,Breakfast
14,2023/02/03,Fri,Malaysia,Sausage & Omelette Cheese Muffin,7.92,1.87,Promotion,Breakfast
15,2023/02/03,Fri,Malaysia,Dinosaur McFlurry™,8.30,1.95,Promotion,Breakfast
16,2023/02/03,Fri,Malaysia,Apple Pie,4.95,1.17,Promotion,Breakfast
17,2023/02/03,Fri,Malaysia,Kopi Susu,8.40,1.98,Promotion,Breakfast
18,2023/02/03,Fri,Malaysia,Iced Kopi Susu,9.34,2.20,Promotion,Breakfast
19,2023/02/03,Fri,Malaysia,Iced Blended Kopi Susu,13.49,3.18,Promotion,Breakfast
20,2023/02/03,Fri,Malaysia,Chocolate Marble Cake,8.40,1.98,Promotion,Breakfast
21,2023/02/03,Fri,Malaysia,Butter Cake,8.40,1.98,Promotion,Breakfast
22,2023/02/03,Fri,Malaysia,McChicken®,11.27,2.65,Jimat Combo,Regular
23,2023/02/03,Fri,Malaysia,6pcs Chicken McNuggets®,11.27,2.65,Jimat Combo,Regular
24,2023/02/03,Fri,Malaysia,Filet-O-Fish,12.22,2.88,Jimat Combo,Regular
25,2023/02/03,Fri,Malaysia,Double Cheeseburger,12.22,2.88,Jimat Combo,Regular
26,2023/02/03,Fri,Malaysia,Spicy Double Cheese,12.22,2.88,Jimat Combo,Regular
27,2023/02/03,Fri,Malaysia,2x Spicy McCrispy Chicken (M),19.81,4.67,Crazy Hour,Regular
28,2023/02/03,Fri,Malaysia,Bubur (M) + 1pc AG Spicy + Iced Milo (M),12.26,2.89,Crazy Hour,Regular
29,2023/02/03,Fri,Malaysia,Bubur (M) + 1pc AG Regular + Iced Milo (M),12.26,2.89,Crazy Hour,Regular
30,2023/02/03,Fri,Malaysia,2x Nasi Lemak + AG Regular (M),25.10,5.91,Crazy Hour,Regular
31,2023/02/03,Fri,Malaysia,2x Nasi Lemak + AG Spicy (M),25.10,5.91,Crazy Hour,Regular
32,2023/02/03,Fri,Malaysia,2x McChicken (M),16.98,4.00,Crazy Hour,Regular
33,2023/02/03,Fri,Malaysia,2x Spicy Chicken McDeluxe (M),23.58,5.55,Crazy Hour,Regular
34,2023/02/03,Fri,Malaysia,2x Big Mac (M),23.58,5.55,Crazy Hour,Regular
35,2023/02/03,Fri,Malaysia,2x Double Cheeseburger (M),23.58,5.55,Crazy Hour,Regular
36,2023/02/03,Fri,Malaysia,2x Filet-O-Fish (M),16.98,4.00,Crazy Hour,Regular
37,2023/02/03,Fri,Malaysia,5pc AG Spicy,18.86,4.44,Crazy Hour,Regular
38,2023/02/03,Fri,Malaysia,5pc AG Regular,18.86,4.44,Crazy Hour,Regular
39,2023/02/03,Fri,Malaysia,5pc AG Mix,18.86,4.44,Crazy Hour,Regular
40,2023/02/03,Fri,Malaysia,McChicken® Super Value Meal,17.41,4.10,Super Value Meals,Regular
41,2023/02/03,Fri,Malaysia,Filet-O-Fish™ Super Value Meal,17.69,4.17,Super Value Meals,Regular
42,2023/02/03,Fri,Malaysia,6pcs Chicken McNuggets® Super Value Meal,18.16,4.28,Super Value Meals,Regular
43,2023/02/03,Fri,Malaysia,9pcs Chicken McNuggets® Super Value Meal,20.99,4.94,Super Value Meals,Regular
44,2023/02/03,Fri,Malaysia,Spicy Chicken McDeluxe™ Super Value Meal,21.18,4.99,Super Value Meals,Regular
45,2023/02/03,Fri,Malaysia,GCB™ Super Value Meal,21.18,4.99,Super Value Meals,Regular
46,2023/02/03,Fri,Malaysia,Ayam Goreng McD™ Regular (2pcs) Super Value Meal,22.12,5.21,Super Value Meals,Regular
47,2023/02/03,Fri,Malaysia,Ayam Goreng McD™ Spicy (2pcs) Super Value Meal,22.12,5.21,Super Value Meals,Regular
48,2023/02/03,Fri,Malaysia,Ayam Goreng McD™ Spicy (3pcs) Super Value Meal,25.90,6.10,Super Value Meals,Regular
49,2023/02/03,Fri,Malaysia,Ayam Goreng McD™ Regular (3pcs) Super Value Meal,25.90,6.10,Super Value Meals,Regular
50,2023/02/03,Fri,Malaysia,Double Cheeseburger Super Value Meal,19.53,4.60,Super Value Meals,Regular
51,2023/02/03,Fri,Malaysia,Big Mac™ Super Value Meal,20.61,4.85,Super Value Meals,Regular
52,2023/02/03,Fri,Malaysia,Quarter Pounder™ with Cheese Super Value Meal,20.61,4.85,Super Value Meals,Regular
53,2023/02/03,Fri,Malaysia,McChicken®,9.29,2.19,Burgers,Regular
54,2023/02/03,Fri,Malaysia,Spicy McChicken®,9.29,2.19,Burgers,Regular
55,2023/02/03,Fri,Malaysia,Spicy Fish Burger,10.71,2.52,Burgers,Regular
56,2023/02/03,Fri,Malaysia,Golden Beef Prosperity Burger™,14.98,3.53,Burgers,Regular
57,2023/02/03,Fri,Malaysia,Double Golden Beef Prosperity Burger™,20.64,4.86,Burgers,Regular
58,2023/02/03,Fri,Malaysia,Golden Chicken Prosperity Burger™,14.98,3.53,Burgers,Regular
59,2023/02/03,Fri,Malaysia,Double Golden Chicken Prosperity Burger™,20.64,4.86,Burgers,Regular
60,2023/02/03,Fri,Malaysia,Beef Prosperity Burger™,14.04,3.31,Burgers,Regular
61,2023/02/03,Fri,Malaysia,Double Beef Prosperity Burger™,19.70,4.64,Burgers,Regular
62,2023/02/03,Fri,Malaysia,Chicken Prosperity Burger™,14.04,3.31,Burgers,Regular
63,2023/02/03,Fri,Malaysia,Double Chicken Prosperity Burger™,19.70,4.64,Burgers,Regular
64,2023/02/03,Fri,Malaysia,Spicy Beef Deluxe Burger with Cheese,13.40,3.16,Burgers,Regular
65,2023/02/03,Fri,Malaysia,Spicy Cheese,9.62,2.27,Burgers,Regular
66,2023/02/03,Fri,Malaysia,Spicy Double Cheese,12.45,2.93,Burgers,Regular
67,2023/02/03,Fri,Malaysia,Double Cheeseburger,11.51,2.71,Burgers,Regular
68,2023/02/03,Fri,Malaysia,Quarter Pounder™ with Cheese,13.40,3.16,Burgers,Regular
69,2023/02/03,Fri,Malaysia,Big Mac™,13.40,3.16,Burgers,Regular
70,2023/02/03,Fri,Malaysia,Chicken Burger,7.88,1.86,Burgers,Regular
71,2023/02/03,Fri,Malaysia,Spicy Crispy Chicken,11.79,2.78,Burgers,Regular
72,2023/02/03,Fri,Malaysia,Spicy Chicken McDeluxe™,13.49,3.18,Burgers,Regular
73,2023/02/03,Fri,Malaysia,GCB™,13.49,3.18,Burgers,Regular
74,2023/02/03,Fri,Malaysia,Filet-O-Fish™,9.76,2.30,Burgers,Regular
75,2023/02/03,Fri,Malaysia,Ayam Goreng McD™ (10pcs),59.43,14.00,Ayam Goreng & Nuggets,Regular
76,2023/02/03,Fri,Malaysia,Ayam Goreng McD™ (5pcs),32.08,7.56,Ayam Goreng & Nuggets,Regular
77,2023/02/03,Fri,Malaysia,Ayam Goreng McD™ Mixed (2pcs),14.39,3.39,Ayam Goreng & Nuggets,Regular
78,2023/02/03,Fri,Malaysia,Ayam Goreng McD™ Mixed (3pcs),17.78,4.19,Ayam Goreng & Nuggets,Regular
79,2023/02/03,Fri,Malaysia,Ayam Goreng McD™ Regular (2pcs) ,14.39,3.39,Ayam Goreng & Nuggets,Regular
80,2023/02/03,Fri,Malaysia,Ayam Goreng McD™ Spicy (2pcs),14.39,3.39,Ayam Goreng & Nuggets,Regular
81,2023/02/03,Fri,Malaysia,Ayam Goreng McD™ Regular (3pcs),17.78,4.19,Ayam Goreng & Nuggets,Regular
82,2023/02/03,Fri,Malaysia,Ayam Goreng McD™ Spicy (3pcs),17.78,4.19,Ayam Goreng & Nuggets,Regular
83,2023/02/03,Fri,Malaysia,6pcs Chicken McNuggets®,10.19,2.40,Ayam Goreng & Nuggets,Regular
84,2023/02/03,Fri,Malaysia,9pcs Chicken McNuggets® ,13.40,3.16,Ayam Goreng & Nuggets,Regular
85,2023/02/03,Fri,Malaysia,20pcs Chicken McNuggets®,26.04,6.13,Ayam Goreng & Nuggets,Regular
86,2023/02/03,Fri,Malaysia,Nasi McD + 1pc AG McD,11.23,2.64,Nasi Lemak & Bubur,Regular
87,2023/02/03,Fri,Malaysia,Nasi McD + 2pcs AG McD,15.57,3.67,Nasi Lemak & Bubur,Regular
88,2023/02/03,Fri,Malaysia,Nasi Lemak McD Set A,15.66,3.69,Nasi Lemak & Bubur,Regular
89,2023/02/03,Fri,Malaysia,Nasi Lemak McD Set B,18.49,4.35,Nasi Lemak & Bubur,Regular
90,2023/02/03,Fri,Malaysia,Bubur Ayam McD™,7.22,1.70,Nasi Lemak & Bubur,Regular
91,2023/02/03,Fri,Malaysia,Family Meal A,40.57,9.56,Family Meal,Regular
92,2023/02/03,Fri,Malaysia,Family Meal B,51.89,12.22,Family Meal,Regular
93,2023/02/03,Fri,Malaysia,Family Meal C,51.89,12.22,Family Meal,Regular
