,Date,Day,Territory,Menu Item,Price (THB),Price (USD),Category,Menu
1,2022/07/21,Thu,Thailand,Curly Fries (A-la-carte),79.00,2.15,New Promotions,Regular
2,2022/07/21,Thu,Thailand,Curly Fries (Set),109.00,2.97,New Promotions,Regular
3,2022/07/21,Thu,Thailand,Quarter Pounder with Cheese (A-la-carte),149.00,4.06,New Promotions,Regular
4,2022/07/21,Thu,Thailand,Quarter Pounder with Cheese (Set),214.00,5.83,New Promotions,Regular
5,2022/07/21,Thu,Thailand,Double Quarter Pounder with Cheese (A-la-carte),209.00,5.69,New Promotions,Regular
6,2022/07/21,Thu,Thailand,Double Quarter Pounder with Cheese (Set),274.00,7.46,New Promotions,Regular
7,2022/07/21,Thu,Thailand,Quarter Pounder with Cheese Bacon (A-la-carte),169.00,4.60,New Promotions,Regular
8,2022/07/21,Thu,Thailand,Quarter Pounder with Cheese Bacon (Set),234.00,6.37,New Promotions,Regular
9,2022/07/21,Thu,Thailand,40% Off Kin Len Cheese Stick Set,159.00,4.33,New Promotions,Regular
10,2022/07/21,Thu,Thailand,Snack Party Set 1,169.00,4.60,New Promotions,Regular
11,2022/07/21,Thu,Thailand,Snack Party Set 2,199.00,5.42,New Promotions,Regular
12,2022/07/21,Thu,Thailand,Shrimp Glass Noodles Pie,35.00,0.95,New Promotions,Regular
13,2022/07/21,Thu,Thailand,Caramel Popcorn Sundae,39.00,1.06,New Promotions,Regular
14,2022/07/21,Thu,Thailand,Caramel Popcorn A-la-Mode (Corn Pie),59.00,1.61,New Promotions,Regular
15,2022/07/21,Thu,Thailand,Vanilla Cream Croissant,59.00,1.61,New Promotions,Regular
16,2022/07/21,Thu,Thailand,Cold Brew Tea Yuzu Peach,79.00,2.15,New Promotions,Regular
17,2022/07/21,Thu,Thailand,Americano Yuzu Peach,89.00,2.42,New Promotions,Regular
18,2022/07/21,Thu,Thailand,Pie A-la-mode (Pineapple/Corn),49.00,1.33,New Promotions,Regular
19,2022/07/21,Thu,Thailand,Iced Double Cocoa,49.00,1.33,New Promotions,Regular
20,2022/07/21,Thu,Thailand,Kai Im Koo Set,219.00,5.97,Exclusive Only McDelivery,Regular
21,2022/07/21,Thu,Thailand,"Kin Sanook Set (Medium Fries, 3 Chic Stick)",99.00,2.70,Exclusive Only McDelivery,Regular
22,2022/07/21,Thu,Thailand,Buy 1 Get 1 Filet-O-Fish Set (Fish),209.00,5.69,Exclusive Only McDelivery,Regular
23,2022/07/21,Thu,Thailand,"Kin Sanook Set (1 McFried Chicken (Original or Spicy), 1 Medium Fries, 4 McNuggets)",109.00,2.97,Exclusive Only McDelivery,Regular
24,2022/07/21,Thu,Thailand,"Kin Sanook Set (4 Cheese stick, 1 Regular Fries, 1 Coke 12 oz.)",109.00,2.97,Exclusive Only McDelivery,Regular
25,2022/07/21,Thu,Thailand,45% Cheeseburger Duo Set (Beef),209.00,5.69,Exclusive Only McDelivery,Regular
26,2022/07/21,Thu,Thailand,42% off Jud Tem Triple Beef Cheeseburger Set,209.00,5.69,Exclusive Only McDelivery,Regular
27,2022/07/21,Thu,Thailand,43% off Jud Tem Double Cheeseburger,199.00,5.42,Exclusive Only McDelivery,Regular
28,2022/07/21,Thu,Thailand,38% off Double Cheeseburger Duo Set,349.00,9.51,Exclusive Only McDelivery,Regular
29,2022/07/21,Thu,Thailand,45% off Filet-O-Fish Samurai Burger Set,265.00,7.22,Exclusive Only McDelivery,Regular
30,2022/07/21,Thu,Thailand,43% Samurai Pork Burger Duo Set,249.00,6.78,Exclusive Only McDelivery,Regular
31,2022/07/21,Thu,Thailand,50% Filet-O-Fish Duo Set,219.00,5.97,Exclusive Only McDelivery,Regular
32,2022/07/21,Thu,Thailand,Breakfast Family Set 2,229.00,6.24,Breakfast,Breakfast
33,2022/07/21,Thu,Thailand,Breakfast Family Set 1,159.00,4.33,Breakfast,Breakfast
34,2022/07/21,Thu,Thailand,Chao Tem Im Set (Pork),89.00,2.42,Breakfast,Breakfast
35,2022/07/21,Thu,Thailand,Chao Tem Im Set (Chicken),89.00,2.42,Breakfast,Breakfast
36,2022/07/21,Thu,Thailand,3 pcs. McPatongko with Condensed Milk Dip,39.00,1.06,Breakfast,Breakfast
37,2022/07/21,Thu,Thailand,5 pcs. McPatongko Set,60.00,1.63,Breakfast,Breakfast
38,2022/07/21,Thu,Thailand,3 pcs. McPatongko with Chocolate Dip,45.00,1.23,Breakfast,Breakfast
39,2022/07/21,Thu,Thailand,McChicken Porridge,39.00,1.06,Breakfast,Breakfast
40,2022/07/21,Thu,Thailand,McPork Porridge,39.00,1.06,Breakfast,Breakfast
41,2022/07/21,Thu,Thailand,Bacon Cheesy Egg Bun (A-la-carte),79.00,2.15,Breakfast,Breakfast
42,2022/07/21,Thu,Thailand,Bacon Cheesy Egg Bun (Set),125.00,3.40,Breakfast,Breakfast
43,2022/07/21,Thu,Thailand,Pepper Cheesy Egg Bun (A-la-carte),59.00,1.61,Breakfast,Breakfast
44,2022/07/21,Thu,Thailand,Pepper Cheesy Egg Bun (Set),115.00,3.13,Breakfast,Breakfast
45,2022/07/21,Thu,Thailand,Cheesy Egg Bun (A-la-carte),42.00,1.14,Breakfast,Breakfast
46,2022/07/21,Thu,Thailand,Cheesy Egg Bun (Set),89.00,2.42,Breakfast,Breakfast
47,2022/07/21,Thu,Thailand,Sausage McMuffin with Egg (A-la-carte),99.00,2.70,Breakfast,Breakfast
48,2022/07/21,Thu,Thailand,Sausage McMuffin with Egg (Set),155.00,4.22,Breakfast,Breakfast
49,2022/07/21,Thu,Thailand,Double Sausage McMuffin with Egg (A-la-carte),119.00,3.24,Breakfast,Breakfast
50,2022/07/21,Thu,Thailand,Double Sausage McMuffin with Egg (Set),175.00,4.77,Breakfast,Breakfast
51,2022/07/21,Thu,Thailand,McMuffin with Egg (A-la-carte),59.00,1.61,Breakfast,Breakfast
52,2022/07/21,Thu,Thailand,McMuffin with Egg (Set),115.00,3.13,Breakfast,Breakfast
53,2022/07/21,Thu,Thailand,Sausage McMuffin (A-la-carte),89.00,2.42,Breakfast,Breakfast
54,2022/07/21,Thu,Thailand,Sausage McMuffin (Set),145.00,3.95,Breakfast,Breakfast
55,2022/07/21,Thu,Thailand,Big Breakfast (A-la-carte),139.00,3.79,Breakfast,Breakfast
56,2022/07/21,Thu,Thailand,Big Breakfast (Set),195.00,5.31,Breakfast,Breakfast
57,2022/07/21,Thu,Thailand,2 pcs.Pancake+Sausage (A-la-carte),89.00,2.42,Breakfast,Breakfast
58,2022/07/21,Thu,Thailand,2 pcs.Pancake+Sausage (Set),142.00,3.87,Breakfast,Breakfast
59,2022/07/21,Thu,Thailand,2 pcs. Pancake+Scrambled Egg (A-la-carte),89.00,2.42,Breakfast,Breakfast
60,2022/07/21,Thu,Thailand,2 pcs. Pancake+Scrambled Egg (Set),142.00,3.87,Breakfast,Breakfast
61,2022/07/21,Thu,Thailand,2 pcs. Pancake (A-la-carte),69.00,1.88,Breakfast,Breakfast
62,2022/07/21,Thu,Thailand,2 pcs. Pancake (Set),112.00,3.05,Breakfast,Breakfast
63,2022/07/21,Thu,Thailand,Hot Americano 8 oz.,45.00,1.23,Breakfast,Breakfast
64,2022/07/21,Thu,Thailand,Hot Latte 8 oz.,65.00,1.77,Breakfast,Breakfast
65,2022/07/21,Thu,Thailand,Hot Cappuccino 8 oz.,65.00,1.77,Breakfast,Breakfast
66,2022/07/21,Thu,Thailand,Iced Amerocano 12 oz.,65.00,1.77,Breakfast,Breakfast
67,2022/07/21,Thu,Thailand,Iced Latte 12 oz.,75.00,2.04,Breakfast,Breakfast
68,2022/07/21,Thu,Thailand,Iced Cappuccino 12 oz.,75.00,2.04,Breakfast,Breakfast
69,2022/07/21,Thu,Thailand,Orange Juice 6 oz.,39.00,1.06,Breakfast,Breakfast
70,2022/07/21,Thu,Thailand,Hash Browns,40.00,1.09,Breakfast,Breakfast
71,2022/07/21,Thu,Thailand,Condensed Milk Dip,10.00,0.27,Breakfast,Breakfast
72,2022/07/21,Thu,Thailand,Quarter Pounder with Cheese (A-la-carte),149.00,4.06,Burgers,Regular
73,2022/07/21,Thu,Thailand,Quarter Pounder with Cheese (Set),214.00,5.83,Burgers,Regular
74,2022/07/21,Thu,Thailand,Double Quarter Pounder with Cheese (A-la-carte),209.00,5.69,Burgers,Regular
75,2022/07/21,Thu,Thailand,Double Quarter Pounder with Cheese (Set),274.00,7.46,Burgers,Regular
76,2022/07/21,Thu,Thailand,Quarter Pounder with Cheese Bacon (A-la-carte),169.00,4.60,Burgers,Regular
77,2022/07/21,Thu,Thailand,Quarter Pounder with Cheese Bacon (Set),234.00,6.37,Burgers,Regular
78,2022/07/21,Thu,Thailand,Triple Beef Cheeseburger (Beef) (A-la-carte),169.00,4.60,Burgers,Regular
79,2022/07/21,Thu,Thailand,Triple Beef Cheeseburger (Beef) (Set),234.00,6.37,Burgers,Regular
80,2022/07/21,Thu,Thailand,Double Cheeseburger (Beef) (A-la-carte),129.00,3.51,Burgers,Regular
81,2022/07/21,Thu,Thailand,Double Cheeseburger (Beef) (Set),194.00,5.28,Burgers,Regular
82,2022/07/21,Thu,Thailand,Deluxe Cheeseburger (Beef) (A-la-carte),99.00,2.70,Burgers,Regular
83,2022/07/21,Thu,Thailand,Deluxe Cheeseburger (Beef) (Set),164.00,4.47,Burgers,Regular
84,2022/07/21,Thu,Thailand,Cheeseburger (Beef) (A-la-carte),79.00,2.15,Burgers,Regular
85,2022/07/21,Thu,Thailand,Cheeseburger (Beef) (Set),144.00,3.92,Burgers,Regular
86,2022/07/21,Thu,Thailand,Big Mac (Beef) (A-la-carte),129.00,3.51,Burgers,Regular
87,2022/07/21,Thu,Thailand,Big Mac (Beef) (Set),194.00,5.28,Burgers,Regular
88,2022/07/21,Thu,Thailand,Double Big Mac (Beef) (A-la-carte),179.00,4.88,Burgers,Regular
89,2022/07/21,Thu,Thailand,Double Big Mac (Beef) (Set),244.00,6.65,Burgers,Regular
90,2022/07/21,Thu,Thailand,Filet-O-Fish (Fish) (A-la-carte),99.00,2.70,Burgers,Regular
91,2022/07/21,Thu,Thailand,Filet-O-Fish (Fish) (Set),164.00,4.47,Burgers,Regular
92,2022/07/21,Thu,Thailand,Double Filet-O-Fish (Fish) (A-la-carte),139.00,3.79,Burgers,Regular
93,2022/07/21,Thu,Thailand,Double Filet-O-Fish (Fish) (Set),204.00,5.56,Burgers,Regular
94,2022/07/21,Thu,Thailand,Samurai Pork Burger (Pork) (A-la-carte),99.00,2.70,Burgers,Regular
95,2022/07/21,Thu,Thailand,Samurai Pork Burger (Pork) (Set),164.00,4.47,Burgers,Regular
96,2022/07/21,Thu,Thailand,McChicken (Chicken) Bigger than ever 50% (A-la-carte),99.00,2.70,Burgers,Regular
97,2022/07/21,Thu,Thailand,McChicken (Chicken) Bigger than ever 50% (Set),164.00,4.47,Burgers,Regular
98,2022/07/21,Thu,Thailand,McSpicy Chicken Burger (Chicken) (A-la-carte),99.00,2.70,Burgers,Regular
99,2022/07/21,Thu,Thailand,McSpicy Chicken Burger (Chicken) (Set),164.00,4.47,Burgers,Regular
100,2022/07/21,Thu,Thailand,Pepper Chicken Burger (Chicken),42.00,1.14,Burgers,Regular
101,2022/07/21,Thu,Thailand,Hamburger (Beef),42.00,1.14,Burgers,Regular
102,2022/07/21,Thu,Thailand,Pork Burger (Pork),42.00,1.14,Burgers,Regular
103,2022/07/21,Thu,Thailand,Kai Im Koo Set,219.00,5.97,McFried Chicken & Rice,Regular
104,2022/07/21,Thu,Thailand,Japanese Curry Rice Fried Chicken (A-la-carte),79.00,2.15,McFried Chicken & Rice,Regular
105,2022/07/21,Thu,Thailand,Japanese Curry Rice Fried Chicken (Set),89.00,2.42,McFried Chicken & Rice,Regular
106,2022/07/21,Thu,Thailand,Japanese Curry Rice Fried Chicken with Egg (A-la-carte),99.00,2.70,McFried Chicken & Rice,Regular
107,2022/07/21,Thu,Thailand,Japanese Curry Rice Fried Chicken with Egg (Set),109.00,2.97,McFried Chicken & Rice,Regular
108,2022/07/21,Thu,Thailand,Im Kum Japanese Curry Rice Fried Chicken Set,149.00,4.06,McFried Chicken & Rice,Regular
109,2022/07/21,Thu,Thailand,Im Kum Japanese Curry Rice Fried Chicken with Egg Set,169.00,4.60,McFried Chicken & Rice,Regular
110,2022/07/21,Thu,Thailand,Kaprao Crispy Chicken Rice (Chicken) (A-la-carte),79.00,2.15,McFried Chicken & Rice,Regular
111,2022/07/21,Thu,Thailand,Kaprao Crispy Chicken Rice (Chicken) (Set),99.00,2.70,McFried Chicken & Rice,Regular
112,2022/07/21,Thu,Thailand,Kaprao Pork Rice (Pork) (A-la-carte),79.00,2.15,McFried Chicken & Rice,Regular
113,2022/07/21,Thu,Thailand,Kaprao Pork Rice (Pork) (Set),99.00,2.70,McFried Chicken & Rice,Regular
114,2022/07/21,Thu,Thailand,Steamed Rice,20.00,0.54,McFried Chicken & Rice,Regular
115,2022/07/21,Thu,Thailand,1 pc. McFried Chicken (Original/Spicy),45.00,1.23,McFried Chicken & Rice,Regular
116,2022/07/21,Thu,Thailand,McFried Chicken Super Value Set,99.00,2.70,McFried Chicken & Rice,Regular
117,2022/07/21,Thu,Thailand,McFried Chicken Set,149.00,4.06,McFried Chicken & Rice,Regular
118,2022/07/21,Thu,Thailand,McFried Chicken Max Set,199.00,5.42,McFried Chicken & Rice,Regular
119,2022/07/21,Thu,Thailand,McFried Chicken Super Max Set,299.00,8.14,McFried Chicken & Rice,Regular
120,2022/07/21,Thu,Thailand,McFried Chicken Max Family Set,399.00,10.87,McFried Chicken & Rice,Regular
121,2022/07/21,Thu,Thailand,McFried Chicken Value Set,129.00,3.51,McFried Chicken & Rice,Regular
122,2022/07/21,Thu,Thailand,6 pc. McWings (no spicy) (A-la-carte),129.00,3.51,McFried Chicken & Rice,Regular
123,2022/07/21,Thu,Thailand,6 pc. McWings (no spicy) (Set),185.00,5.04,McFried Chicken & Rice,Regular
124,2022/07/21,Thu,Thailand,3 pc. McWings (no spicy) (A-la-carte),69.00,1.88,McFried Chicken & Rice,Regular
125,2022/07/21,Thu,Thailand,3 pc. McWings (no spicy) (Set),165.00,4.49,McFried Chicken & Rice,Regular
126,2022/07/21,Thu,Thailand,Sharing Box (Chic Stick),99.00,2.70,McFried Chicken & Rice,Regular
127,2022/07/21,Thu,Thailand,Sharing Box (McWings),99.00,2.70,McFried Chicken & Rice,Regular
128,2022/07/21,Thu,Thailand,3 pc. Chic Stick (Chicken),69.00,1.88,McFried Chicken & Rice,Regular
129,2022/07/21,Thu,Thailand,Curly Fries (A-la-carte),79.00,2.15,Snack & Desserts,Regular
130,2022/07/21,Thu,Thailand,Curly Fries (Set),109.00,2.97,Snack & Desserts,Regular
