,Date,Day,Territory,Menu Item,Price (THB),Price (USD),Category
1,2025/08/15,Fri,Thailand,Pepper Chicken Burger Set & McNugget,99.00,3.05,New Promotions
2,2025/08/15,Fri,Thailand,Pepper Chicken Burger Set & Corn Pie,99.00,3.05,New Promotions
3,2025/08/15,Fri,Thailand,Chicken Cheeseburger,99.00,3.05,New Promotions
4,2025/08/15,Fri,Thailand,99 Pork Burger Set,99.00,3.05,New Promotions
5,2025/08/15,Fri,Thailand,99 Hamburger Set,99.00,3.05,New Promotions
6,2025/08/15,Fri,Thailand,Cheeseburger Set,119.00,3.66,New Promotions
7,2025/08/15,Fri,Thailand,Im Kum Samurai Burger (Pork) Set,159.00,4.90,New Promotions
8,2025/08/15,Fri,Thailand,Im Kum Filet-O-Fish (Fish) Set,159.00,4.90,New Promotions
9,2025/08/15,Fri,Thailand,Im Kum McChicken (Chicken) Set,159.00,4.90,New Promotions
10,2025/08/15,Fri,Thailand,Im Kum Cheeseburger (Beef) Set,159.00,4.90,New Promotions
11,2025/08/15,Fri,Thailand,Buy 1 Get 1 McNuggets & French Fries,198.00,6.10,New Promotions
12,2025/08/15,Fri,Thailand,"Catering Set 1 : 5 Samurai Burger, 5 Filet O Fish, 20 McNuggets",999.00,30.76,New Promotions
13,2025/08/15,Fri,Thailand,Catering Set 2,1999.00,61.55,New Promotions
14,2025/08/15,Fri,Thailand,3 pcs. McPatongko with Condensed Milk Dip,49.00,1.51,Breakfast
15,2025/08/15,Fri,Thailand,5 pcs. McPatongko Set,89.00,2.74,Breakfast
16,2025/08/15,Fri,Thailand,Patongko,15.00,0.46,Breakfast
17,2025/08/15,Fri,Thailand,Condensed Milk Dip,12.00,0.37,Breakfast
18,2025/08/15,Fri,Thailand,Chocolate Dip 1 Cup,15.00,0.46,Breakfast
19,2025/08/15,Fri,Thailand,Strawberry Dip 1 Cup,15.00,0.46,Breakfast
20,2025/08/15,Fri,Thailand,Quarter Pounder with Cheese Creamy Parmesan A-la-carte,175.00,5.39,Burgers
21,2025/08/15,Fri,Thailand,Quarter Pounder with Cheese Creamy Parmesan Set,240.00,7.39,Burgers
22,2025/08/15,Fri,Thailand,Quarter Pounder with Cheese Bacon Creamy Parmesan A-la-carte,195.00,6.00,Burgers
23,2025/08/15,Fri,Thailand,Quarter Pounder with Cheese Bacon Creamy Parmesan Set,260.00,8.01,Burgers
24,2025/08/15,Fri,Thailand,Double Quarter Pounder with Cheese Creamy Parmesan A-la-carte,235.00,7.24,Burgers
