,Date,Day,Territory,Menu Item,Price (THB),Price (USD),Category,Menu
1,2022/07/26,Tue,Thailand,Buy Sausage McMuffin with Egg Get Cheesy Egg Bun (A-la-carte),109.00,2.97,New Promotions,Regular
2,2022/07/26,Tue,Thailand,Buy Sausage McMuffin with Egg Get Cheesy Egg Bun (Set),169.00,4.60,New Promotions,Regular
3,2022/07/26,Tue,Thailand,Curly Fries (A-la-carte),79.00,2.15,New Promotions,Regular
4,2022/07/26,Tue,Thailand,Curly Fries (Set),109.00,2.97,New Promotions,Regular
5,2022/07/26,Tue,Thailand,Quarter Pounder with Cheese (A-la-carte),149.00,4.06,New Promotions,Regular
6,2022/07/26,Tue,Thailand,Quarter Pounder with Cheese (Set),214.00,5.83,New Promotions,Regular
7,2022/07/26,Tue,Thailand,Double Quarter Pounder with Cheese (A-la-carte),209.00,5.69,New Promotions,Regular
8,2022/07/26,Tue,Thailand,Double Quarter Pounder with Cheese (Set),274.00,7.46,New Promotions,Regular
9,2022/07/26,Tue,Thailand,Quarter Pounder with Cheese Bacon (A-la-carte),169.00,4.60,New Promotions,Regular
10,2022/07/26,Tue,Thailand,Quarter Pounder with Cheese Bacon (Set),234.00,6.37,New Promotions,Regular
11,2022/07/26,Tue,Thailand,40% Off Kin Len Cheese Stick Set,159.00,4.33,New Promotions,Regular
12,2022/07/26,Tue,Thailand,Snack Party Set 1,169.00,4.60,New Promotions,Regular
13,2022/07/26,Tue,Thailand,Snack Party Set 2,199.00,5.42,New Promotions,Regular
14,2022/07/26,Tue,Thailand,Shrimp Glass Noodles Pie,35.00,0.95,New Promotions,Regular
15,2022/07/26,Tue,Thailand,Caramel Popcorn Sundae,39.00,1.06,New Promotions,Regular
16,2022/07/26,Tue,Thailand,Caramel Popcorn A-la-Mode (Corn Pie),59.00,1.61,New Promotions,Regular
17,2022/07/26,Tue,Thailand,Vanilla Cream Croissant,59.00,1.61,New Promotions,Regular
18,2022/07/26,Tue,Thailand,Cold Brew Tea Yuzu Peach,79.00,2.15,New Promotions,Regular
19,2022/07/26,Tue,Thailand,Americano Yuzu Peach,89.00,2.42,New Promotions,Regular
