,Date,Day,Territory,Menu Item,Price (THB),Price (USD),Category
1,2024/07/05,Fri,Thailand,Pepper Chicken Burger Set & McNugget,99.00,2.70,New Promotions
2,2024/07/05,Fri,Thailand,Chicken Dance Set 3,319.00,8.71,New Promotions
3,2024/07/05,Fri,Thailand,Chicken Dance Set 2,199.00,5.43,New Promotions
4,2024/07/05,Fri,Thailand,Blue Winter Tumbler,399.00,10.89,New Promotions
5,2024/07/05,Fri,Thailand,Red Rudolph Tumbler,399.00,10.89,New Promotions
6,2024/07/05,Fri,Thailand,Chicken Dance Set 1,199.00,5.43,New Promotions
7,2024/07/05,Fri,Thailand,Chicken Dance Set 1 + Add on: Coke 16oz.,248.00,6.77,New Promotions
8,2024/07/05,Fri,Thailand,Pepper Chicken Burger Set & Corn Pie,99.00,2.70,New Promotions
9,2024/07/05,Fri,Thailand,McDonald's Picnic Box Free Filet-O-Fish,450.00,12.28,New Promotions
10,2024/07/05,Fri,Thailand,Curly Fries,99.00,2.70,New Promotions
11,2024/07/05,Fri,Thailand,Curly Fries Party Size,179.00,4.89,New Promotions
12,2024/07/05,Fri,Thailand,Pepper Chicken Burger Set & McNugget,99.00,2.70,Exclusive Only McDelivery
13,2024/07/05,Fri,Thailand,McChicken Duo,299.00,8.16,Exclusive Only McDelivery
14,2024/07/05,Fri,Thailand,Pepper Chicken Burger Set & Corn Pie,99.00,2.70,Exclusive Only McDelivery
15,2024/07/05,Fri,Thailand,Cheeseburger Set,119.00,3.25,Exclusive Only McDelivery
16,2024/07/05,Fri,Thailand,99 Hamburger Set,99.00,2.70,Exclusive Only McDelivery
17,2024/07/05,Fri,Thailand,99 Pork Burger Set,99.00,2.70,Exclusive Only McDelivery
18,2024/07/05,Fri,Thailand,Im Kum Samurai Burger (Pork) Set,159.00,4.34,Exclusive Only McDelivery
19,2024/07/05,Fri,Thailand,Im Kum Filet-O-Fish (Fish) Set,159.00,4.34,Exclusive Only McDelivery
20,2024/07/05,Fri,Thailand,Im Kum McChicken (Chicken) Set,159.00,4.34,Exclusive Only McDelivery
21,2024/07/05,Fri,Thailand,50% McNugget Set,146.00,3.99,Exclusive Only McDelivery
22,2024/07/05,Fri,Thailand,Buy 1 Get 1 McNuggets & French Fries,194.00,5.30,Exclusive Only McDelivery
23,2024/07/05,Fri,Thailand,"Catering Set 1 : 5 Samurai Burger, 5 Filet O Fish, 20 McNuggets",999.00,27.27,Exclusive Only McDelivery
24,2024/07/05,Fri,Thailand,"Catering Set 2 : 15 Pepper Chicken Burger, 15 Pork Burger, 60 McNuggets",1999.00,54.57,Exclusive Only McDelivery
25,2024/07/05,Fri,Thailand,Strawberry Dip 1 Cup,12.00,0.33,Breakfast
26,2024/07/05,Fri,Thailand,Patongko,15.00,0.41,Breakfast
27,2024/07/05,Fri,Thailand,Chocolate Dip 1 Cup,12.00,0.33,Breakfast
28,2024/07/05,Fri,Thailand,Condensed Milk Dip,12.00,0.33,Breakfast
29,2024/07/05,Fri,Thailand,Hot Americano 8 oz.,65.00,1.77,Breakfast
30,2024/07/05,Fri,Thailand,Hot Latte 8 oz.,85.00,2.32,Breakfast
31,2024/07/05,Fri,Thailand,Chicken Dance Set 2,199.00,5.43,Burgers
32,2024/07/05,Fri,Thailand,Quarter Pounder with Cheese A-la-carte,159.00,4.34,Burgers
33,2024/07/05,Fri,Thailand,Quarter Pounder with Cheese Set,230.00,6.28,Burgers
34,2024/07/05,Fri,Thailand,Double Quarter Pounder with Cheese A-la-carte,219.00,5.98,Burgers
35,2024/07/05,Fri,Thailand,Double Quarter Pounder with Cheese Set,290.00,7.92,Burgers
36,2024/07/05,Fri,Thailand,Quarter Pounder with Cheese Bacon A-la-carte,179.00,4.89,Burgers
37,2024/07/05,Fri,Thailand,Quarter Pounder with Cheese Bacon Set,250.00,6.82,Burgers
38,2024/07/05,Fri,Thailand,Triple Beef Cheeseburger (Beef) A-la-carte,179.00,4.89,Burgers
39,2024/07/05,Fri,Thailand,Triple Beef Cheeseburger (Beef) Set,250.00,6.82,Burgers
40,2024/07/05,Fri,Thailand,Double Cheeseburger (Beef) A-la-carte,139.00,3.79,Burgers
41,2024/07/05,Fri,Thailand,Double Cheeseburger (Beef) Set,210.00,5.73,Burgers
42,2024/07/05,Fri,Thailand,Cheeseburger (Beef) A-la-carte,89.00,2.43,Burgers
43,2024/07/05,Fri,Thailand,Cheeseburger (Beef) Set,160.00,4.37,Burgers
44,2024/07/05,Fri,Thailand,Big Mac. (Beef) A-la-carte,149.00,4.07,Burgers
45,2024/07/05,Fri,Thailand,Big Mac. (Beef) Set,220.00,6.01,Burgers
46,2024/07/05,Fri,Thailand,Double Big Mac (Beef),199.00,5.43,Burgers
47,2024/07/05,Fri,Thailand,Filet-O-Fish (Fish) A-la-carte,109.00,2.98,Burgers
48,2024/07/05,Fri,Thailand,Filet-O-Fish (Fish) Set,180.00,4.91,Burgers
49,2024/07/05,Fri,Thailand,Double Filet-O-Fish (Fish),149.00,4.07,Burgers
50,2024/07/05,Fri,Thailand,Samurai Pork Burger (Pork) A-la-carte,109.00,2.98,Burgers
51,2024/07/05,Fri,Thailand,Samurai Pork Burger (Pork) Set,180.00,4.91,Burgers
52,2024/07/05,Fri,Thailand,McChicken (Chicken) Bigger than ever 50% A-la-carte,109.00,2.98,Burgers
53,2024/07/05,Fri,Thailand,McChicken (Chicken) Bigger than ever 50% Set,180.00,4.91,Burgers
54,2024/07/05,Fri,Thailand,McSpicy Chicken Burger (Chicken) A-la-carte,119.00,3.25,Burgers
55,2024/07/05,Fri,Thailand,McSpicy Chicken Burger (Chicken) Set,194.00,5.30,Burgers
56,2024/07/05,Fri,Thailand,1 pc. McFried Chicken (Original/Spicy),45.00,1.23,McFried Chicken & Rice
57,2024/07/05,Fri,Thailand,Chicken Dance Set 3,319.00,8.71,McFried Chicken & Rice
58,2024/07/05,Fri,Thailand,Chicken Bites,59.00,1.61,McFried Chicken & Rice
59,2024/07/05,Fri,Thailand,McFried Chicken,89.00,2.43,McFried Chicken & Rice
60,2024/07/05,Fri,Thailand,McFried Chicken Super Value Set,109.00,2.98,McFried Chicken & Rice
61,2024/07/05,Fri,Thailand,McFried Chicken Value Set,149.00,4.07,McFried Chicken & Rice
62,2024/07/05,Fri,Thailand,McFried Chicken Set,175.00,4.78,McFried Chicken & Rice
63,2024/07/05,Fri,Thailand,McFried Chicken Max Family Set,419.00,11.44,McFried Chicken & Rice
64,2024/07/05,Fri,Thailand,French Fries,85.00,2.32,Snack & Desserts
65,2024/07/05,Fri,Thailand,Strawberry Dip 1 Cup,12.00,0.33,Snack & Desserts
66,2024/07/05,Fri,Thailand,Patongko,15.00,0.41,Snack & Desserts
67,2024/07/05,Fri,Thailand,Matcha McFlurry,59.00,1.61,Snack & Desserts
68,2024/07/05,Fri,Thailand,Cheesy Ham Pie,39.00,1.06,Snack & Desserts
69,2024/07/05,Fri,Thailand,6 pc. McNuggets (Chicken) A-la-carte,109.00,2.98,Snack & Desserts
70,2024/07/05,Fri,Thailand,6 pc. McNuggets (Chicken) Set,180.00,4.91,Snack & Desserts
71,2024/07/05,Fri,Thailand,10 pc. McNuggets (Chicken) A-la-carte,159.00,4.34,Snack & Desserts
72,2024/07/05,Fri,Thailand,10 pc. McNuggets (Chicken) Set,230.00,6.28,Snack & Desserts
73,2024/07/05,Fri,Thailand,Chocolate Dip 1 Cup,12.00,0.33,Snack & Desserts
74,2024/07/05,Fri,Thailand,Cheese Stick,75.00,2.05,Snack & Desserts
75,2024/07/05,Fri,Thailand,Curly Fries,99.00,2.70,Snack & Desserts
76,2024/07/05,Fri,Thailand,Curly Fries Party Size,179.00,4.89,Snack & Desserts
77,2024/07/05,Fri,Thailand,New Sharing Box Set,119.00,3.25,Snack & Desserts
78,2024/07/05,Fri,Thailand,Snack Party Set 1,189.00,5.16,Snack & Desserts
79,2024/07/05,Fri,Thailand,McFlurry Oreo,59.00,1.61,Snack & Desserts
80,2024/07/05,Fri,Thailand,Chocolate Sundae,39.00,1.06,Snack & Desserts
81,2024/07/05,Fri,Thailand,Strawberry Sundae,39.00,1.06,Snack & Desserts
82,2024/07/05,Fri,Thailand,Corn Pie,35.00,0.96,Snack & Desserts
83,2024/07/05,Fri,Thailand,Pineapple Pie,35.00,0.96,Snack & Desserts
84,2024/07/05,Fri,Thailand,Cheese Dip,25.00,0.68,Snack & Desserts
85,2024/07/05,Fri,Thailand,Condensed Milk Dip,12.00,0.33,Snack & Desserts
86,2024/07/05,Fri,Thailand,Coke No Sugar,65.00,1.77,Beverages
87,2024/07/05,Fri,Thailand,Fanta Strawberry,65.00,1.77,Beverages
88,2024/07/05,Fri,Thailand,Coke,65.00,1.77,Beverages
89,2024/07/05,Fri,Thailand,Sprite No Sugar,65.00,1.77,Beverages
90,2024/07/05,Fri,Thailand,Hot Americano 8 oz.,65.00,1.77,Beverages
91,2024/07/05,Fri,Thailand,Hot Latte 8 oz.,85.00,2.32,Beverages
92,2024/07/05,Fri,Thailand,Iced Ovaltine,55.00,1.50,Beverages
93,2024/07/05,Fri,Thailand,Iced Milk Tea,45.00,1.23,Beverages
94,2024/07/05,Fri,Thailand,Iced Lemon Tea,55.00,1.50,Beverages
95,2024/07/05,Fri,Thailand,Water 600 ml.,20.00,0.55,Beverages
96,2024/07/05,Fri,Thailand,Glazed Donut,55.00,1.50,McCafe
97,2024/07/05,Fri,Thailand,Chocolate Glazed Donut,55.00,1.50,McCafe
98,2024/07/05,Fri,Thailand,Chocolate Brownie,65.00,1.77,McCafe
99,2024/07/05,Fri,Thailand,Plain Croissant,75.00,2.05,McCafe
100,2024/07/05,Fri,Thailand,Hot Cappuccino,85.00,2.32,McCafe
101,2024/07/05,Fri,Thailand,Hot Caramel Macchiato,95.00,2.59,McCafe
102,2024/07/05,Fri,Thailand,Hot Caffe Mocha,95.00,2.59,McCafe
103,2024/07/05,Fri,Thailand,Hot Early Grey Tea,60.00,1.64,McCafe
104,2024/07/05,Fri,Thailand,Hot English Breakfast Tea,70.00,1.91,McCafe
105,2024/07/05,Fri,Thailand,Hot Green Tea,95.00,2.59,McCafe
106,2024/07/05,Fri,Thailand,Hot Chocolate,95.00,2.59,McCafe
107,2024/07/05,Fri,Thailand,Hot Caffe Latte,85.00,2.32,McCafe
108,2024/07/05,Fri,Thailand,Iced Chocolate,85.00,2.32,McCafe
109,2024/07/05,Fri,Thailand,Iced Green Tea,130.00,3.55,McCafe
110,2024/07/05,Fri,Thailand,Iced Cappuccino,120.00,3.28,McCafe
111,2024/07/05,Fri,Thailand,Iced Caramel Macchiato,130.00,3.55,McCafe
112,2024/07/05,Fri,Thailand,Iced Caffe Mocha,130.00,3.55,McCafe
113,2024/07/05,Fri,Thailand,Chocolate Cream Frappe,140.00,3.82,McCafe
114,2024/07/05,Fri,Thailand,Mocha Frappe,140.00,3.82,McCafe
115,2024/07/05,Fri,Thailand,Caramel Frappe,140.00,3.82,McCafe
116,2024/07/05,Fri,Thailand,Green Tea Cream Frappe,140.00,3.82,McCafe
117,2024/07/05,Fri,Thailand,Caramel Cream Frappe,140.00,3.82,McCafe
118,2024/07/05,Fri,Thailand,Coffee Frappe,140.00,3.82,McCafe
119,2024/07/05,Fri,Thailand,Pork Burger Set,119.00,3.25,Happy Meal
120,2024/07/05,Fri,Thailand,Hamburger (Beef) Set,119.00,3.25,Happy Meal
121,2024/07/05,Fri,Thailand,Pepper Chicken Burger Set (Chicken),119.00,3.25,Happy Meal
122,2024/07/05,Fri,Thailand,McNuggets (Chicken) Set,119.00,3.25,Happy Meal
123,2024/07/05,Fri,Thailand,Chicken Bites (7 pcs.),119.00,3.25,Happy Meal
