,Date,Day,Territory,Menu Item,Price (THB),Price (USD),Category
1,2025/05/20,Tue,Thailand,Crispy Fries,79.00,2.38,New Promotions
2,2025/05/20,Tue,Thailand,Crispy Fries with Cheese dip,89.00,2.68,New Promotions
3,2025/05/20,Tue,Thailand,Crispy Fries Party Size,149.00,4.50,New Promotions
4,2025/05/20,Tue,Thailand,Chicken Cheeseburger,59.00,1.78,New Promotions
5,2025/05/20,Tue,Thailand,Chicken Cheeseburger,99.00,2.99,New Promotions
6,2025/05/20,Tue,Thailand,Imm Ku McFried Chicken Set,299.00,9.02,New Promotions
7,2025/05/20,Tue,Thailand,McFried Chicken Sharing Set,669.00,20.18,New Promotions
8,2025/05/20,Tue,Thailand,McFried Chicken Party Set,769.00,23.20,New Promotions
9,2025/05/20,Tue,Thailand,3-Color Bualoy Sundae,49.00,1.48,New Promotions
10,2025/05/20,Tue,Thailand,3-Color Bualoy A-la-mode (Corn Pie),69.00,2.08,New Promotions
11,2025/05/20,Tue,Thailand,3-Color Bualoy A-la-mode (Taro Coconut Pie),73.00,2.20,New Promotions
12,2025/05/20,Tue,Thailand,Taro Coconut Pie,39.00,1.18,New Promotions
13,2025/05/20,Tue,Thailand,Truffle Beef Burger A-la-carte,179.00,5.40,New Promotions
14,2025/05/20,Tue,Thailand,Truffle Beef Burger Set,240.00,7.24,New Promotions
15,2025/05/20,Tue,Thailand,Truffle Pork Burger A-la-carte,179.00,5.40,New Promotions
16,2025/05/20,Tue,Thailand,Truffle Pork Burger Set,240.00,7.24,New Promotions
17,2025/05/20,Tue,Thailand,Tasty Value Set,109.00,3.29,New Promotions
18,2025/05/20,Tue,Thailand,"Catering Set 1 : 5 Samurai Burger, 5 Filet O Fish, 20 McNuggets",999.00,30.14,New Promotions
19,2025/05/20,Tue,Thailand,"Catering Set 2 : 15 Pepper Chicken Burger, 15 Pork Burger, 60 McNuggets",1999.00,60.31,New Promotions
20,2025/05/20,Tue,Thailand,Pepper Chicken Burger Set & McNugget,99.00,2.99,New Promotions
21,2025/05/20,Tue,Thailand,Pepper Chicken Burger Set & Corn Pie,99.00,2.99,New Promotions
22,2025/05/20,Tue,Thailand,99 Hamburger Set,99.00,2.99,New Promotions
23,2025/05/20,Tue,Thailand,99 Pork Burger Set,99.00,2.99,New Promotions
24,2025/05/20,Tue,Thailand,McFied Chicken Lover,199.00,6.00,New Promotions
25,2025/05/20,Tue,Thailand,Chocolate Brownie Sundae,45.00,1.36,New Promotions
26,2025/05/20,Tue,Thailand,Strawberry Brownie Sundae,45.00,1.36,New Promotions
27,2025/05/20,Tue,Thailand,Milo Frappe,89.00,2.68,New Promotions
28,2025/05/20,Tue,Thailand,Mocha Milo Frappe,99.00,2.99,New Promotions
29,2025/05/20,Tue,Thailand,Strawberry Dip 1 Cup,12.00,0.36,Breakfast
30,2025/05/20,Tue,Thailand,Patongko,15.00,0.45,Breakfast
31,2025/05/20,Tue,Thailand,3 pcs. McPatongko with Condensed Milk Dip,49.00,1.48,Breakfast
32,2025/05/20,Tue,Thailand,Chocolate Dip 1 Cup,12.00,0.36,Breakfast
33,2025/05/20,Tue,Thailand,5 pcs. McPatongko Set,89.00,2.68,Breakfast
34,2025/05/20,Tue,Thailand,Condensed Milk Dip,12.00,0.36,Breakfast
35,2025/05/20,Tue,Thailand,Hot Americano 8 oz.,65.00,1.96,Breakfast
36,2025/05/20,Tue,Thailand,Hot Latte 8 oz.,85.00,2.56,Breakfast
37,2025/05/20,Tue,Thailand,Big Mac. (Beef),149.00,4.50,Burgers
38,2025/05/20,Tue,Thailand,Double Cheeseburger (Beef) A-la-carte,139.00,4.19,Burgers
39,2025/05/20,Tue,Thailand,Double Cheeseburger (Beef) Set,210.00,6.34,Burgers
40,2025/05/20,Tue,Thailand,Quarter Pounder with Cheese A-la-carte,159.00,4.80,Burgers
41,2025/05/20,Tue,Thailand,Quarter Pounder with Cheese Set,230.00,6.94,Burgers
42,2025/05/20,Tue,Thailand,Double Quarter Pounder with Cheese A-la-carte,219.00,6.61,Burgers
43,2025/05/20,Tue,Thailand,Double Quarter Pounder with Cheese Set,290.00,8.75,Burgers
44,2025/05/20,Tue,Thailand,Quarter Pounder with Cheese Bacon A-la-carte,179.00,5.40,Burgers
45,2025/05/20,Tue,Thailand,Quarter Pounder with Cheese Bacon Set,250.00,7.54,Burgers
46,2025/05/20,Tue,Thailand,Chicken Cheeseburger,59.00,1.78,Burgers
47,2025/05/20,Tue,Thailand,Chicken Cheeseburger,99.00,2.99,Burgers
48,2025/05/20,Tue,Thailand,Truffle Beef Burger A-la-carte,179.00,5.40,Burgers
49,2025/05/20,Tue,Thailand,Truffle Beef Burger Set,240.00,7.24,Burgers
50,2025/05/20,Tue,Thailand,Truffle Pork Burger A-la-carte,179.00,5.40,Burgers
51,2025/05/20,Tue,Thailand,Truffle Pork Burger Set,240.00,7.24,Burgers
52,2025/05/20,Tue,Thailand,Triple Beef Cheeseburger (Beef) A-la-carte,179.00,5.40,Burgers
53,2025/05/20,Tue,Thailand,Triple Beef Cheeseburger (Beef) Set,250.00,7.54,Burgers
54,2025/05/20,Tue,Thailand,Cheeseburger (Beef) A-la-carte,90.00,2.72,Burgers
55,2025/05/20,Tue,Thailand,Cheeseburger (Beef) Set,160.00,4.83,Burgers
56,2025/05/20,Tue,Thailand,Double Big Mac (Beef) A-la-carte,199.00,6.00,Burgers
57,2025/05/20,Tue,Thailand,Double Big Mac (Beef) Set,270.00,8.15,Burgers
58,2025/05/20,Tue,Thailand,Filet-O-Fish (Fish) A-la-carte,109.00,3.29,Burgers
59,2025/05/20,Tue,Thailand,Filet-O-Fish (Fish) Set,180.00,5.43,Burgers
60,2025/05/20,Tue,Thailand,Double Filet-O-Fish (Fish),149.00,4.50,Burgers
61,2025/05/20,Tue,Thailand,Samurai Pork Burger (Pork) A-la-carte,109.00,3.29,Burgers
62,2025/05/20,Tue,Thailand,Samurai Pork Burger (Pork) Set,195.00,5.88,Burgers
63,2025/05/20,Tue,Thailand,McChicken A-la-carte,109.00,3.29,Burgers
64,2025/05/20,Tue,Thailand,McChicken Set,180.00,5.43,Burgers
65,2025/05/20,Tue,Thailand,McSpicy Chicken Burger (Chicken) A-la-carte,119.00,3.59,Burgers
66,2025/05/20,Tue,Thailand,McSpicy Chicken Burger (Chicken) Set,194.00,5.85,Burgers
67,2025/05/20,Tue,Thailand,1 pc. McFried Chicken (Original/Spicy),49.00,1.48,McFried Chicken & Rice
68,2025/05/20,Tue,Thailand,Chicken Bites,59.00,1.78,McFried Chicken & Rice
69,2025/05/20,Tue,Thailand,McFried Chicken Value Set,149.00,4.50,McFried Chicken & Rice
70,2025/05/20,Tue,Thailand,McFried Chicken Set,175.00,5.28,McFried Chicken & Rice
71,2025/05/20,Tue,Thailand,McFried Chicken Max Family Set,419.00,12.64,McFried Chicken & Rice
72,2025/05/20,Tue,Thailand,French Fries,89.00,2.68,Snack & Desserts
73,2025/05/20,Tue,Thailand,Strawberry Dip 1 Cup,12.00,0.36,Snack & Desserts
74,2025/05/20,Tue,Thailand,Patongko,15.00,0.45,Snack & Desserts
