,Date,Day,Territory,Menu Item,Price (THB),Price (USD),Category,Menu
1,2022/08/03,Wed,Thailand,Buy Sausage McMuffin with Egg Get Cheesy Egg Bun (A-la-carte),109.00,3.02,New Promotions,Regular
2,2022/08/03,Wed,Thailand,Buy Sausage McMuffin with Egg Get Cheesy Egg Bun (Set),169.00,4.68,New Promotions,Regular
3,2022/08/03,Wed,Thailand,Curly Fries (A-la-carte),79.00,2.19,New Promotions,Regular
4,2022/08/03,Wed,Thailand,Curly Fries (Set),109.00,3.02,New Promotions,Regular
5,2022/08/03,Wed,Thailand,Quarter Pounder with Cheese (A-la-carte),149.00,4.13,New Promotions,Regular
6,2022/08/03,Wed,Thailand,Quarter Pounder with Cheese (Set),214.00,5.93,New Promotions,Regular
7,2022/08/03,Wed,Thailand,Double Quarter Pounder with Cheese (A-la-carte),209.00,5.79,New Promotions,Regular
8,2022/08/03,Wed,Thailand,Double Quarter Pounder with Cheese (Set),274.00,7.59,New Promotions,Regular
9,2022/08/03,Wed,Thailand,Quarter Pounder with Cheese Bacon (A-la-carte),169.00,4.68,New Promotions,Regular
10,2022/08/03,Wed,Thailand,Quarter Pounder with Cheese Bacon (Set),234.00,6.49,New Promotions,Regular
11,2022/08/03,Wed,Thailand,40% Off Kin Len Cheese Stick Set,159.00,4.41,New Promotions,Regular
12,2022/08/03,Wed,Thailand,Snack Party Set 1,169.00,4.68,New Promotions,Regular
13,2022/08/03,Wed,Thailand,Snack Party Set 2,199.00,5.52,New Promotions,Regular
14,2022/08/03,Wed,Thailand,Shrimp Glass Noodles Pie (A-la-carte),35.00,0.97,New Promotions,Regular
15,2022/08/03,Wed,Thailand,Shrimp Glass Noodles Pie (Set),55.00,1.52,New Promotions,Regular
16,2022/08/03,Wed,Thailand,Caramel Popcorn Sundae,39.00,1.08,New Promotions,Regular
17,2022/08/03,Wed,Thailand,Caramel Popcorn A-la-Mode (Corn Pie),59.00,1.64,New Promotions,Regular
18,2022/08/03,Wed,Thailand,Vanilla Cream Croissant,59.00,1.64,New Promotions,Regular
19,2022/08/03,Wed,Thailand,Cold Brew Tea Yuzu Peach,79.00,2.19,New Promotions,Regular
20,2022/08/03,Wed,Thailand,Americano Yuzu Peach,89.00,2.47,New Promotions,Regular
21,2022/08/03,Wed,Thailand,Pie A-la-mode (Pineapple/Corn),49.00,1.36,New Promotions,Regular
22,2022/08/03,Wed,Thailand,Iced Double Cocoa,49.00,1.36,New Promotions,Regular
23,2022/08/03,Wed,Thailand,Kai Im Koo Set,219.00,6.07,Exclusive Only McDelivery,Regular
24,2022/08/03,Wed,Thailand,"Kin Sanook Set (Medium Fries, 3 Chic Stick)",99.00,2.74,Exclusive Only McDelivery,Regular
25,2022/08/03,Wed,Thailand,Buy 1 Get 1 Filet-O-Fish Set (Fish),209.00,5.79,Exclusive Only McDelivery,Regular
26,2022/08/03,Wed,Thailand,"Kin Sanook Set (1 McFried Chicken (Original or Spicy), 1 Medium Fries, 4 McNuggets)",109.00,3.02,Exclusive Only McDelivery,Regular
27,2022/08/03,Wed,Thailand,"Kin Sanook Set (4 Cheese stick, 1 Regular Fries, 1 Coke 12 oz.)",109.00,3.02,Exclusive Only McDelivery,Regular
28,2022/08/03,Wed,Thailand,45% Cheeseburger Duo Set (Beef),209.00,5.79,Exclusive Only McDelivery,Regular
29,2022/08/03,Wed,Thailand,"Kin Sanook Set (6 pcs., Extra Large Fries)",99.00,2.74,Exclusive Only McDelivery,Regular
30,2022/08/03,Wed,Thailand,42% off Jud Tem Triple Beef Cheeseburger Set,209.00,5.79,Exclusive Only McDelivery,Regular
31,2022/08/03,Wed,Thailand,43% off Jud Tem Double Cheeseburger,199.00,5.52,Exclusive Only McDelivery,Regular
32,2022/08/03,Wed,Thailand,38% off Double Cheeseburger Duo Set,349.00,9.67,Exclusive Only McDelivery,Regular
33,2022/08/03,Wed,Thailand,45% off Filet-O-Fish Samurai Burger Set,265.00,7.35,Exclusive Only McDelivery,Regular
34,2022/08/03,Wed,Thailand,43% Samurai Pork Burger Duo Set,249.00,6.90,Exclusive Only McDelivery,Regular
35,2022/08/03,Wed,Thailand,50% Filet-O-Fish Duo Set,219.00,6.07,Exclusive Only McDelivery,Regular
36,2022/08/03,Wed,Thailand,Buy Sausage McMuffin with Egg Get Cheesy Egg Bun (A-la-carte),109.00,3.02,Breakfast,Breakfast
37,2022/08/03,Wed,Thailand,Buy Sausage McMuffin with Egg Get Cheesy Egg Bun (Set),169.00,4.68,Breakfast,Breakfast
38,2022/08/03,Wed,Thailand,Breakfast Family Set 2,229.00,6.35,Breakfast,Breakfast
39,2022/08/03,Wed,Thailand,Breakfast Family Set 1,159.00,4.41,Breakfast,Breakfast
40,2022/08/03,Wed,Thailand,Chao Tem Im Set (Pork),89.00,2.47,Breakfast,Breakfast
