,Date,Day,Territory,Menu Item,Price (THB),Price (USD),Category,Menu
1,2023/01/10,Tue,Thailand,Crisper Fries Party Size,169.00,5.05,New Promotions,Regular
2,2023/01/10,Tue,Thailand,Special Price 4 Pies,99.00,2.96,New Promotions,Regular
3,2023/01/10,Tue,Thailand,Quarter Pounder with Cheese (A-la-carte),149.00,4.45,New Promotions,Regular
4,2023/01/10,Tue,Thailand,Quarter Pounder with Cheese (Set),224.00,6.70,New Promotions,Regular
5,2023/01/10,Tue,Thailand,Double Quarter Pounder with Cheese (A-la-carte),209.00,6.25,New Promotions,Regular
6,2023/01/10,Tue,Thailand,Double Quarter Pounder with Cheese (Set),284.00,8.49,New Promotions,Regular
7,2023/01/10,Tue,Thailand,Quarter Pounder with Cheese Bacon (A-la-carte),169.00,5.05,New Promotions,Regular
8,2023/01/10,Tue,Thailand,Quarter Pounder with Cheese Bacon (Set),244.00,7.29,New Promotions,Regular
9,2023/01/10,Tue,Thailand,Crisper Fries,89.00,2.66,New Promotions,Regular
10,2023/01/10,Tue,Thailand,Crisper Fries with Cheesy Dip and Coke,119.00,3.56,New Promotions,Regular
11,2023/01/10,Tue,Thailand,Fifa World Cup Sharing Box set 1,219.00,6.55,New Promotions,Regular
12,2023/01/10,Tue,Thailand,Fifa World Cub Sharing Box set 2,319.00,9.54,New Promotions,Regular
13,2023/01/10,Tue,Thailand,Pie A-la-mode (Pineapple/Corn),55.00,1.64,New Promotions,Regular
14,2023/01/10,Tue,Thailand,Iced Lemon Tea,45.00,1.35,New Promotions,Regular
