,Date,Day,Territory,Menu Item,Price (THB),Price (USD),Category,Menu
1,2022/11/16,Wed,Thailand,Fifa World Cub Cheese Burger,250.00,7.04,New Promotions,Regular
2,2022/11/16,Wed,Thailand,Quarter Pounder with Cheese (A-la-carte),149.00,4.20,New Promotions,Regular
3,2022/11/16,Wed,Thailand,Quarter Pounder with Cheese (Set),224.00,6.31,New Promotions,Regular
4,2022/11/16,Wed,Thailand,Double Quarter Pounder with Cheese (A-la-carte),209.00,5.88,New Promotions,Regular
5,2022/11/16,Wed,Thailand,Double Quarter Pounder with Cheese (Set),284.00,8.00,New Promotions,Regular
6,2022/11/16,Wed,Thailand,Quarter Pounder with Cheese Bacon (A-la-carte),169.00,4.76,New Promotions,Regular
7,2022/11/16,Wed,Thailand,Quarter Pounder with Cheese Bacon (Set),244.00,6.87,New Promotions,Regular
8,2022/11/16,Wed,Thailand,Truffle Chicken McPorridge,119.00,3.35,New Promotions,Breakfast
9,2022/11/16,Wed,Thailand,Fifa World Cub Samurai Burger,250.00,7.04,New Promotions,Regular
10,2022/11/16,Wed,Thailand,Truffle Cheesy Ham Pie,45.00,1.27,New Promotions,Regular
11,2022/11/16,Wed,Thailand,Fifa World Cub Filet-O-Fish Burger,250.00,7.04,New Promotions,Regular
12,2022/11/16,Wed,Thailand,Pinky Peach Sundae,45.00,1.27,New Promotions,Regular
13,2022/11/16,Wed,Thailand,Fifa World Cub McChicken Burger,250.00,7.04,New Promotions,Regular
14,2022/11/16,Wed,Thailand,Cold Brew Tea Yuzu Peach,59.00,1.66,New Promotions,Regular
15,2022/11/16,Wed,Thailand,Americano Yuzu Peach,69.00,1.94,New Promotions,Regular
16,2022/11/16,Wed,Thailand,Pinky Peach A-La-Mode (Pineapple Pie),65.00,1.83,New Promotions,Regular
17,2022/11/16,Wed,Thailand,Fifa Champion Set,399.00,11.23,New Promotions,Regular
18,2022/11/16,Wed,Thailand,Fifa Big Champion Set,499.00,14.05,New Promotions,Regular
19,2022/11/16,Wed,Thailand,Fifa World Cup Sharing Box set 1,219.00,6.17,New Promotions,Regular
20,2022/11/16,Wed,Thailand,Fifa World Cub Sharing Box set 2,319.00,8.98,New Promotions,Regular
21,2022/11/16,Wed,Thailand,Pie A-la-mode (Pineapple/Corn),55.00,1.55,New Promotions,Regular
22,2022/11/16,Wed,Thailand,Iced Lemon Tea,45.00,1.27,New Promotions,Regular
23,2022/11/16,Wed,Thailand,Iced Double Cocoa,49.00,1.38,New Promotions,Regular
