,Date,Day,Territory,Menu Item,Price (THB),Price (USD),Category,Menu
1,2022/11/15,Tue,Thailand,Mentaiko Combo Set,299.00,8.34,New Promotions,Regular
2,2022/11/15,Tue,Thailand,Fifa World Cub Cheese Burger,250.00,6.98,New Promotions,Regular
3,2022/11/15,Tue,Thailand,Quarter Pounder with Cheese (A-la-carte),149.00,4.16,New Promotions,Regular
4,2022/11/15,Tue,Thailand,Quarter Pounder with Cheese (Set),224.00,6.25,New Promotions,Regular
5,2022/11/15,Tue,Thailand,Double Quarter Pounder with Cheese (A-la-carte),209.00,5.83,New Promotions,Regular
6,2022/11/15,Tue,Thailand,Double Quarter Pounder with Cheese (Set),284.00,7.92,New Promotions,Regular
7,2022/11/15,Tue,Thailand,Quarter Pounder with Cheese Bacon (A-la-carte),169.00,4.72,New Promotions,Regular
8,2022/11/15,Tue,Thailand,Quarter Pounder with Cheese Bacon (Set),244.00,6.81,New Promotions,Regular
9,2022/11/15,Tue,Thailand,Mentaiko Fish Burger (A-la-carte),99.00,2.76,New Promotions,Regular
10,2022/11/15,Tue,Thailand,Mentaiko Fish Burger (Set),154.00,4.30,New Promotions,Regular
11,2022/11/15,Tue,Thailand,Truffle Chicken McPorridge,119.00,3.32,New Promotions,Breakfast
12,2022/11/15,Tue,Thailand,Fifa World Cub Samurai Burger,250.00,6.98,New Promotions,Regular
13,2022/11/15,Tue,Thailand,Truffle Cheesy Ham Pie,45.00,1.26,New Promotions,Regular
14,2022/11/15,Tue,Thailand,Fifa World Cub Filet-O-Fish Burger,250.00,6.98,New Promotions,Regular
15,2022/11/15,Tue,Thailand,Pinky Peach Sundae,45.00,1.26,New Promotions,Regular
16,2022/11/15,Tue,Thailand,Fifa World Cub McChicken Burger,250.00,6.98,New Promotions,Regular
17,2022/11/15,Tue,Thailand,Cold Brew Tea Yuzu Peach,59.00,1.65,New Promotions,Regular
18,2022/11/15,Tue,Thailand,Americano Yuzu Peach,69.00,1.93,New Promotions,Regular
19,2022/11/15,Tue,Thailand,Pinky Peach A-La-Mode (Pineapple Pie),65.00,1.81,New Promotions,Regular
20,2022/11/15,Tue,Thailand,Fifa Champion Set,399.00,11.13,New Promotions,Regular
21,2022/11/15,Tue,Thailand,Fifa Big Champion Set,499.00,13.92,New Promotions,Regular
22,2022/11/15,Tue,Thailand,Fifa World Cup Sharing Box set 1,219.00,6.11,New Promotions,Regular
23,2022/11/15,Tue,Thailand,Fifa World Cub Sharing Box set 2,319.00,8.90,New Promotions,Regular
24,2022/11/15,Tue,Thailand,Pie A-la-mode (Pineapple/Corn),55.00,1.53,New Promotions,Regular
25,2022/11/15,Tue,Thailand,Iced Lemon Tea,45.00,1.26,New Promotions,Regular
26,2022/11/15,Tue,Thailand,Iced Double Cocoa,49.00,1.37,New Promotions,Regular
