,Date,Day,Territory,Menu Item,Price (THB),Price (USD),Category
1,2023/10/21,Sat,Thailand,Buy 1 Get 1 McNuggets & French Fries,190.00,5.20,New Promotions
2,2023/10/21,Sat,Thailand,Im Kum Filet-O-Fish (Fish) Set,159.00,4.35,New Promotions
3,2023/10/21,Sat,Thailand,Pepper Chicken Burger Set & McNugget,99.00,2.71,New Promotions
4,2023/10/21,Sat,Thailand,Pepper Chicken Burger Set & Corn Pie,99.00,2.71,New Promotions
5,2023/10/21,Sat,Thailand,Im Kum McChicken (Chicken) Set,159.00,4.35,New Promotions
6,2023/10/21,Sat,Thailand,Samurai & Filet Set,289.00,7.91,New Promotions
7,2023/10/21,Sat,Thailand,99 Cheeseburger Set,99.00,2.71,New Promotions
8,2023/10/21,Sat,Thailand,Spicy McNuggets 6 pcs A-la-carte,79.00,2.16,New Promotions
9,2023/10/21,Sat,Thailand,Spicy McNuggets 6 pcs Set,150.00,4.11,New Promotions
10,2023/10/21,Sat,Thailand,Spicy McNuggets 10 pcs A-la-carte,129.00,3.53,New Promotions
11,2023/10/21,Sat,Thailand,Spicy McNuggets 10 pcs Set,196.00,5.37,New Promotions
12,2023/10/21,Sat,Thailand,McNuggets Combo Set 12 pcs,185.00,5.06,New Promotions
13,2023/10/21,Sat,Thailand,McFlurry made with KITKAT,59.00,1.62,New Promotions
14,2023/10/21,Sat,Thailand,Samurai Burger Cool Value Set (L),199.00,5.45,New Promotions
15,2023/10/21,Sat,Thailand,McFish Cool Value Set (L),199.00,5.45,New Promotions
16,2023/10/21,Sat,Thailand,McChicken Cool Value Set (L),199.00,5.45,New Promotions
17,2023/10/21,Sat,Thailand,Cheese Burger Cool Value Set (L),199.00,5.45,New Promotions
18,2023/10/21,Sat,Thailand,Chocolate Pie made with KITKAT,45.00,1.23,New Promotions
19,2023/10/21,Sat,Thailand,McFried Chicken Max Family Set,419.00,11.47,New Promotions
20,2023/10/21,Sat,Thailand,Truffle Beef Burger A-la-carte,175.00,4.79,New Promotions
21,2023/10/21,Sat,Thailand,Truffle Beef Burger Set,240.00,6.57,New Promotions
22,2023/10/21,Sat,Thailand,Truffle Pork Burger A-la-carte,175.00,4.79,New Promotions
23,2023/10/21,Sat,Thailand,Truffle Pork Burger Set,240.00,6.57,New Promotions
24,2023/10/21,Sat,Thailand,New Sharing Box Set,119.00,3.26,New Promotions
25,2023/10/21,Sat,Thailand,Shrimp Cocktail Burger A-la-carte,119.00,3.26,New Promotions
26,2023/10/21,Sat,Thailand,Shrimp Cocktail Burger Set,184.00,5.04,New Promotions
27,2023/10/21,Sat,Thailand,Shrimp FOF combo set,319.00,8.73,New Promotions
28,2023/10/21,Sat,Thailand,Shrimp Cocktail Burger Single Set,169.00,4.63,New Promotions
29,2023/10/21,Sat,Thailand,Shrimp Cocktail Burger set free Filet O Fish,246.00,6.73,New Promotions
30,2023/10/21,Sat,Thailand,Shrimp Cocktail Combo Set,319.00,8.73,New Promotions
31,2023/10/21,Sat,Thailand,Im Kum Samurai Burger (Pork) Set,159.00,4.35,Exclusive Only McDelivery
32,2023/10/21,Sat,Thailand,Buy 1 Get 1 McNuggets & French Fries,190.00,5.20,Exclusive Only McDelivery
33,2023/10/21,Sat,Thailand,Im Kum Filet-O-Fish (Fish) Set,159.00,4.35,Exclusive Only McDelivery
34,2023/10/21,Sat,Thailand,Pepper Chicken Burger Set & McNugget,99.00,2.71,Exclusive Only McDelivery
35,2023/10/21,Sat,Thailand,Pepper Chicken Burger Set & Corn Pie,99.00,2.71,Exclusive Only McDelivery
36,2023/10/21,Sat,Thailand,Im Kum McChicken (Chicken) Set,159.00,4.35,Exclusive Only McDelivery
37,2023/10/21,Sat,Thailand,Samurai & Filet Set,289.00,7.91,Exclusive Only McDelivery
38,2023/10/21,Sat,Thailand,99 Cheeseburger Set,99.00,2.71,Exclusive Only McDelivery
39,2023/10/21,Sat,Thailand,Spicy McNuggets 6 pcs A-la-carte,79.00,2.16,Exclusive Only McDelivery
40,2023/10/21,Sat,Thailand,Spicy McNuggets 6 pcs Set,150.00,4.11,Exclusive Only McDelivery
41,2023/10/21,Sat,Thailand,Spicy McNuggets 10 pcs A-la-carte,129.00,3.53,Exclusive Only McDelivery
42,2023/10/21,Sat,Thailand,Spicy McNuggets 10 pcs Set,196.00,5.37,Exclusive Only McDelivery
43,2023/10/21,Sat,Thailand,McNuggets Combo Set 12 pcs,185.00,5.06,Exclusive Only McDelivery
44,2023/10/21,Sat,Thailand,Shrimp Cocktail Burger Single Set,169.00,4.63,Exclusive Only McDelivery
45,2023/10/21,Sat,Thailand,Shrimp Cocktail Burger set free Filet O Fish,246.00,6.73,Exclusive Only McDelivery
46,2023/10/21,Sat,Thailand,Shrimp Cocktail Combo Set,319.00,8.73,Exclusive Only McDelivery
47,2023/10/21,Sat,Thailand,Fries Party Combo,149.00,4.08,Exclusive Only McDelivery
48,2023/10/21,Sat,Thailand,Cheesy Chicken,65.00,1.78,Exclusive Only McDelivery
49,2023/10/21,Sat,Thailand,3 pcs. McPatongko with Condensed Milk Dip,45.00,1.23,Breakfast
50,2023/10/21,Sat,Thailand,5 pcs. McPatongko Set,69.00,1.89,Breakfast
51,2023/10/21,Sat,Thailand,Condensed Milk Dip,12.00,0.33,Breakfast
52,2023/10/21,Sat,Thailand,Hot Americano 8 oz.,65.00,1.78,Breakfast
53,2023/10/21,Sat,Thailand,Hot Latte 8 oz.,65.00,1.78,Breakfast
54,2023/10/21,Sat,Thailand,Quarter Pounder with Cheese A-la-carte,155.00,4.24,Burgers
55,2023/10/21,Sat,Thailand,Quarter Pounder with Cheese Set,230.00,6.30,Burgers
56,2023/10/21,Sat,Thailand,Double Quarter Pounder with Cheese A-la-carte,215.00,5.89,Burgers
57,2023/10/21,Sat,Thailand,Double Quarter Pounder with Cheese Set,290.00,7.94,Burgers
58,2023/10/21,Sat,Thailand,Quarter Pounder with Cheese Bacon A-la-carte,175.00,4.79,Burgers
59,2023/10/21,Sat,Thailand,Quarter Pounder with Cheese Bacon Set,250.00,6.84,Burgers
60,2023/10/21,Sat,Thailand,Truffle Beef Burger A-la-carte,175.00,4.79,Burgers
61,2023/10/21,Sat,Thailand,Truffle Beef Burger Set,240.00,6.57,Burgers
62,2023/10/21,Sat,Thailand,Truffle Pork Burger A-la-carte,175.00,4.79,Burgers
63,2023/10/21,Sat,Thailand,Truffle Pork Burger Set,240.00,6.57,Burgers
64,2023/10/21,Sat,Thailand,Shrimp Cocktail Burger A-la-carte,119.00,3.26,Burgers
65,2023/10/21,Sat,Thailand,Shrimp Cocktail Burger Set,184.00,5.04,Burgers
66,2023/10/21,Sat,Thailand,Shrimp FOF combo set,319.00,8.73,Burgers
67,2023/10/21,Sat,Thailand,Shrimp Cocktail Burger Single Set,169.00,4.63,Burgers
68,2023/10/21,Sat,Thailand,Shrimp Cocktail Burger set free Filet O Fish,246.00,6.73,Burgers
69,2023/10/21,Sat,Thailand,Shrimp Cocktail Combo Set,319.00,8.73,Burgers
70,2023/10/21,Sat,Thailand,Triple Beef Cheeseburger (Beef) A-la-carte,175.00,4.79,Burgers
71,2023/10/21,Sat,Thailand,Triple Beef Cheeseburger (Beef) Set,250.00,6.84,Burgers
72,2023/10/21,Sat,Thailand,Double Cheeseburger (Beef) A-la-carte,135.00,3.70,Burgers
73,2023/10/21,Sat,Thailand,Double Cheeseburger (Beef) Set,210.00,5.75,Burgers
74,2023/10/21,Sat,Thailand,Cheeseburger (Beef) A-la-carte,85.00,2.33,Burgers
75,2023/10/21,Sat,Thailand,Cheeseburger (Beef) Set,160.00,4.38,Burgers
76,2023/10/21,Sat,Thailand,Big Mac (Beef) A-la-carte,145.00,3.97,Burgers
77,2023/10/21,Sat,Thailand,Big Mac (Beef) Set,235.00,6.43,Burgers
78,2023/10/21,Sat,Thailand,Double Big Mac (Beef) A-la-carte,195.00,5.34,Burgers
79,2023/10/21,Sat,Thailand,Double Big Mac (Beef) Set,285.00,7.80,Burgers
80,2023/10/21,Sat,Thailand,Filet-O-Fish (Fish) A-la-carte,105.00,2.87,Burgers
81,2023/10/21,Sat,Thailand,Filet-O-Fish (Fish) Set,180.00,4.93,Burgers
82,2023/10/21,Sat,Thailand,Double Filet-O-Fish (Fish) A-la-carte,145.00,3.97,Burgers
83,2023/10/21,Sat,Thailand,Double Filet-O-Fish (Fish) Set,220.00,6.02,Burgers
84,2023/10/21,Sat,Thailand,Samurai Pork Burger (Pork) A-la-carte,105.00,2.87,Burgers
85,2023/10/21,Sat,Thailand,Samurai Pork Burger (Pork) Set,180.00,4.93,Burgers
86,2023/10/21,Sat,Thailand,McChicken (Chicken) Bigger than ever 50% A-la-carte,105.00,2.87,Burgers
87,2023/10/21,Sat,Thailand,McChicken (Chicken) Bigger than ever 50% Set,180.00,4.93,Burgers
88,2023/10/21,Sat,Thailand,McSpicy Chicken Burger (Chicken) A-la-carte,119.00,3.26,Burgers
89,2023/10/21,Sat,Thailand,McSpicy Chicken Burger (Chicken) Set,194.00,5.31,Burgers
90,2023/10/21,Sat,Thailand,Pepper Chicken Burger (Chicken),49.00,1.34,Burgers
91,2023/10/21,Sat,Thailand,Hamburger (Beef),49.00,1.34,Burgers
92,2023/10/21,Sat,Thailand,Pork Burger (Pork),49.00,1.34,Burgers
93,2023/10/21,Sat,Thailand,McFried Chicken,89.00,2.44,McFried Chicken & Rice
94,2023/10/21,Sat,Thailand,McFried Chicken Super Max Set,319.00,8.73,McFried Chicken & Rice
95,2023/10/21,Sat,Thailand,Chicken Bites,59.00,1.62,McFried Chicken & Rice
96,2023/10/21,Sat,Thailand,Party Snack Set 2 (New),219.00,6.00,McFried Chicken & Rice
97,2023/10/21,Sat,Thailand,Snack Party Set 2,219.00,6.00,McFried Chicken & Rice
98,2023/10/21,Sat,Thailand,McFried Chicken Max Family Set,419.00,11.47,McFried Chicken & Rice
99,2023/10/21,Sat,Thailand,New Sharing Box Set,119.00,3.26,McFried Chicken & Rice
