,Date,Day,Territory,Menu Item,Price (THB),Price (USD),Category
1,2025/01/17,Fri,Thailand,Prosperity Pork Burger A-la-carte,129.00,3.73,New Promotions
2,2025/01/17,Fri,Thailand,Prosperity Pork Burger Set,195.00,5.64,New Promotions
3,2025/01/17,Fri,Thailand,Prosperity Chicken Burger A-la-carte,129.00,3.73,New Promotions
4,2025/01/17,Fri,Thailand,Prosperity Chicken Burger Set,195.00,5.64,New Promotions
5,2025/01/17,Fri,Thailand,Blueberry Crumble McFlurry,59.00,1.71,New Promotions
6,2025/01/17,Fri,Thailand,Truffle Cheesy Ham Pie,45.00,1.30,New Promotions
7,2025/01/17,Fri,Thailand,My Melody Tote Bag - Pink,499.00,14.43,New Promotions
8,2025/01/17,Fri,Thailand,My Melody Tote Bag - Brown,499.00,14.43,New Promotions
9,2025/01/17,Fri,Thailand,Pepper Chicken Burger Set & McNugget,99.00,2.86,New Promotions
10,2025/01/17,Fri,Thailand,Pepper Chicken Burger Set & Corn Pie,99.00,2.86,New Promotions
11,2025/01/17,Fri,Thailand,Curly Fries,99.00,2.86,New Promotions
12,2025/01/17,Fri,Thailand,Curly Fries Party Size,179.00,5.18,New Promotions
13,2025/01/17,Fri,Thailand,99 Hamburger Set,99.00,2.86,New Promotions
14,2025/01/17,Fri,Thailand,99 Pork Burger Set,99.00,2.86,New Promotions
15,2025/01/17,Fri,Thailand,McFied Chicken Lover,199.00,5.75,New Promotions
16,2025/01/17,Fri,Thailand,Chicken Cheeseburger,55.00,1.59,New Promotions
17,2025/01/17,Fri,Thailand,Chocolate Cream Rainbow Frappe,99.00,2.86,New Promotions
18,2025/01/17,Fri,Thailand,Caramel Coffee Rainbow Frappe,99.00,2.86,New Promotions
19,2025/01/17,Fri,Thailand,Caramel Cream Rainbow Frappe,99.00,2.86,New Promotions
20,2025/01/17,Fri,Thailand,Green Tea Rainbow Frappe,99.00,2.86,New Promotions
21,2025/01/17,Fri,Thailand,99 Chicken Cheeseburger,99.00,2.86,New Promotions
22,2025/01/17,Fri,Thailand,"Catering Set 1 : 5 Samurai Burger, 5 Filet O Fish, 20 McNuggets",999.00,28.89,New Promotions
23,2025/01/17,Fri,Thailand,"Catering Set 2 : 15 Pepper Chicken Burger, 15 Pork Burger, 60 McNuggets",1999.00,57.81,New Promotions
24,2025/01/17,Fri,Thailand,Strawberry Dip 1 Cup,12.00,0.35,Breakfast
25,2025/01/17,Fri,Thailand,Patongko,15.00,0.43,Breakfast
26,2025/01/17,Fri,Thailand,3 pcs. McPatongko with Condensed Milk Dip,49.00,1.42,Breakfast
27,2025/01/17,Fri,Thailand,Chocolate Dip 1 Cup,12.00,0.35,Breakfast
28,2025/01/17,Fri,Thailand,5 pcs. McPatongko Set,89.00,2.57,Breakfast
29,2025/01/17,Fri,Thailand,Condensed Milk Dip,12.00,0.35,Breakfast
30,2025/01/17,Fri,Thailand,Hot Americano 8 oz.,65.00,1.88,Breakfast
31,2025/01/17,Fri,Thailand,Hot Latte 8 oz.,85.00,2.46,Breakfast
32,2025/01/17,Fri,Thailand,Big Mac. (Beef) A-la-carte,149.00,4.31,Burgers
33,2025/01/17,Fri,Thailand,Big Mac. (Beef) Set,220.00,6.36,Burgers
34,2025/01/17,Fri,Thailand,Double Cheeseburger (Beef) A-la-carte,139.00,4.02,Burgers
35,2025/01/17,Fri,Thailand,Double Cheeseburger (Beef) Set,210.00,6.07,Burgers
36,2025/01/17,Fri,Thailand,Quarter Pounder with Cheese A-la-carte,159.00,4.60,Burgers
37,2025/01/17,Fri,Thailand,Quarter Pounder with Cheese Set,230.00,6.65,Burgers
38,2025/01/17,Fri,Thailand,Double Quarter Pounder with Cheese A-la-carte,219.00,6.33,Burgers
39,2025/01/17,Fri,Thailand,Double Quarter Pounder with Cheese Set,290.00,8.39,Burgers
40,2025/01/17,Fri,Thailand,Quarter Pounder with Cheese Bacon A-la-carte,179.00,5.18,Burgers
41,2025/01/17,Fri,Thailand,Quarter Pounder with Cheese Bacon Set,250.00,7.23,Burgers
42,2025/01/17,Fri,Thailand,Chicken Cheeseburger,55.00,1.59,Burgers
43,2025/01/17,Fri,Thailand,99 Chicken Cheeseburger,99.00,2.86,Burgers
44,2025/01/17,Fri,Thailand,Triple Beef Cheeseburger (Beef) A-la-carte,179.00,5.18,Burgers
45,2025/01/17,Fri,Thailand,Triple Beef Cheeseburger (Beef) Set,250.00,7.23,Burgers
46,2025/01/17,Fri,Thailand,Cheeseburger (Beef) A-la-carte,89.00,2.57,Burgers
47,2025/01/17,Fri,Thailand,Cheeseburger (Beef) Set,160.00,4.63,Burgers
48,2025/01/17,Fri,Thailand,Double Big Mac (Beef),199.00,5.75,Burgers
49,2025/01/17,Fri,Thailand,Filet-O-Fish (Fish) A-la-carte,109.00,3.15,Burgers
50,2025/01/17,Fri,Thailand,Filet-O-Fish (Fish) Set,180.00,5.21,Burgers
51,2025/01/17,Fri,Thailand,Double Filet-O-Fish (Fish),149.00,4.31,Burgers
52,2025/01/17,Fri,Thailand,Samurai Pork Burger (Pork) A-la-carte,109.00,3.15,Burgers
53,2025/01/17,Fri,Thailand,Samurai Pork Burger (Pork) Set,180.00,5.21,Burgers
54,2025/01/17,Fri,Thailand,McChicken (Chicken) Bigger than ever 50% A-la-carte,109.00,3.15,Burgers
55,2025/01/17,Fri,Thailand,McChicken (Chicken) Bigger than ever 50% Set,180.00,5.21,Burgers
56,2025/01/17,Fri,Thailand,McSpicy Chicken Burger (Chicken) A-la-carte,119.00,3.44,Burgers
57,2025/01/17,Fri,Thailand,McSpicy Chicken Burger (Chicken) Set,194.00,5.61,Burgers
58,2025/01/17,Fri,Thailand,1 pc. McFried Chicken (Original/Spicy),45.00,1.30,McFried Chicken & Rice
59,2025/01/17,Fri,Thailand,Chicken Bites,59.00,1.71,McFried Chicken & Rice
60,2025/01/17,Fri,Thailand,McFried Chicken,89.00,2.57,McFried Chicken & Rice
61,2025/01/17,Fri,Thailand,McFried Chicken Super Value Set,109.00,3.15,McFried Chicken & Rice
62,2025/01/17,Fri,Thailand,McFried Chicken Value Set,149.00,4.31,McFried Chicken & Rice
63,2025/01/17,Fri,Thailand,McFried Chicken Set,175.00,5.06,McFried Chicken & Rice
64,2025/01/17,Fri,Thailand,McFried Chicken Max Family Set,419.00,12.12,McFried Chicken & Rice
65,2025/01/17,Fri,Thailand,French Fries,85.00,2.46,Snack & Desserts
66,2025/01/17,Fri,Thailand,Strawberry Dip 1 Cup,12.00,0.35,Snack & Desserts
67,2025/01/17,Fri,Thailand,Patongko,15.00,0.43,Snack & Desserts
68,2025/01/17,Fri,Thailand,6 pc. McNuggets (Chicken) A-la-carte,109.00,3.15,Snack & Desserts
69,2025/01/17,Fri,Thailand,6 pc. McNuggets (Chicken) Set,180.00,5.21,Snack & Desserts
70,2025/01/17,Fri,Thailand,3 pcs. McPatongko with Condensed Milk Dip,49.00,1.42,Snack & Desserts
71,2025/01/17,Fri,Thailand,10 pc. McNuggets (Chicken) A-la-carte,159.00,4.60,Snack & Desserts
72,2025/01/17,Fri,Thailand,10 pc. McNuggets (Chicken) Set,230.00,6.65,Snack & Desserts
73,2025/01/17,Fri,Thailand,Chocolate Dip 1 Cup,12.00,0.35,Snack & Desserts
74,2025/01/17,Fri,Thailand,Cheese Stick,75.00,2.17,Snack & Desserts
75,2025/01/17,Fri,Thailand,Blueberry Crumble McFlurry,59.00,1.71,Snack & Desserts
76,2025/01/17,Fri,Thailand,Truffle Cheesy Ham Pie,45.00,1.30,Snack & Desserts
77,2025/01/17,Fri,Thailand,New Sharing Box Set,119.00,3.44,Snack & Desserts
78,2025/01/17,Fri,Thailand,5 pcs. McPatongko Set,89.00,2.57,Snack & Desserts
79,2025/01/17,Fri,Thailand,Snack Party Set 1,189.00,5.47,Snack & Desserts
80,2025/01/17,Fri,Thailand,McFlurry Oreo,59.00,1.71,Snack & Desserts
81,2025/01/17,Fri,Thailand,Chocolate Sundae,39.00,1.13,Snack & Desserts
82,2025/01/17,Fri,Thailand,Strawberry Sundae,39.00,1.13,Snack & Desserts
83,2025/01/17,Fri,Thailand,Corn Pie,35.00,1.01,Snack & Desserts
84,2025/01/17,Fri,Thailand,Pineapple Pie,35.00,1.01,Snack & Desserts
85,2025/01/17,Fri,Thailand,Cheese Dip,25.00,0.72,Snack & Desserts
86,2025/01/17,Fri,Thailand,Condensed Milk Dip,12.00,0.35,Snack & Desserts
87,2025/01/17,Fri,Thailand,Coke No Sugar,65.00,1.88,Beverages
88,2025/01/17,Fri,Thailand,Fanta Strawberry,65.00,1.88,Beverages
89,2025/01/17,Fri,Thailand,Coke,65.00,1.88,Beverages
90,2025/01/17,Fri,Thailand,Sprite No Sugar,65.00,1.88,Beverages
91,2025/01/17,Fri,Thailand,Chocolate Cream Rainbow Frappe,99.00,2.86,Beverages
92,2025/01/17,Fri,Thailand,Caramel Coffee Rainbow Frappe,99.00,2.86,Beverages
93,2025/01/17,Fri,Thailand,Caramel Cream Rainbow Frappe,99.00,2.86,Beverages
94,2025/01/17,Fri,Thailand,Green Tea Rainbow Frappe,99.00,2.86,Beverages
95,2025/01/17,Fri,Thailand,Hot Americano 8 oz.,65.00,1.88,Beverages
96,2025/01/17,Fri,Thailand,Hot Latte 8 oz.,85.00,2.46,Beverages
97,2025/01/17,Fri,Thailand,Water 600 ml.,20.00,0.58,Beverages
98,2025/01/17,Fri,Thailand,Glazed Donut,55.00,1.59,McCafe
99,2025/01/17,Fri,Thailand,Chocolate Glazed Donut,55.00,1.59,McCafe
100,2025/01/17,Fri,Thailand,Chocolate Cream Rainbow Frappe,99.00,2.86,McCafe
101,2025/01/17,Fri,Thailand,Caramel Coffee Rainbow Frappe,99.00,2.86,McCafe
102,2025/01/17,Fri,Thailand,Caramel Cream Rainbow Frappe,99.00,2.86,McCafe
103,2025/01/17,Fri,Thailand,Green Tea Rainbow Frappe,99.00,2.86,McCafe
104,2025/01/17,Fri,Thailand,Chocolate Brownie,65.00,1.88,McCafe
105,2025/01/17,Fri,Thailand,Plain Croissant,75.00,2.17,McCafe
106,2025/01/17,Fri,Thailand,Hot Cappuccino,85.00,2.46,McCafe
