,Date,Day,Territory,Menu Item,Price (THB),Price (USD),Category,Menu
0,2022/05/04,Wed,Thailand,Pork Floss Fluffy Egg McPorridge,39.00,1.13,New Promotions,Breakfast
1,2022/05/04,Wed,Thailand,Kin Len Cheese Stick Set,159.00,4.62,New Promotions,Regular
2,2022/05/04,Wed,Thailand,3 pcs. Shacker Chicken Pizza,69.00,2.00,New Promotions,Regular
3,2022/05/04,Wed,Thailand,4 pcs. Shaker Cheese Stick Pizza,79.00,2.29,New Promotions,Regular
4,2022/05/04,Wed,Thailand,Shaker Fries Pizza (Large),79.00,2.29,New Promotions,Regular
5,2022/05/04,Wed,Thailand,3 pcs. Shaker Wings Pizza,69.00,2.00,New Promotions,Regular
6,2022/05/04,Wed,Thailand,Shaker Party Set 2,199.00,5.78,New Promotions,Regular
7,2022/05/04,Wed,Thailand,Shaker Party Set 1,149.00,4.33,New Promotions,Regular
8,2022/05/04,Wed,Thailand,Taro Coconut Pie,32.00,0.93,New Promotions,Regular
9,2022/05/04,Wed,Thailand,3-Color Bualoy Sundae,39.00,1.13,New Promotions,Regular
10,2022/05/04,Wed,Thailand,3-Color Bualoy A-La-Mode (Corn Pie),59.00,1.71,New Promotions,Regular
11,2022/05/04,Wed,Thailand,Vanilla Cream Croissant,59.00,1.71,New Promotions,Regular
12,2022/05/04,Wed,Thailand,Im Daew Don Jai (Filet-O-Fish),159.00,4.62,New Promotions,Regular
13,2022/05/04,Wed,Thailand,Im Deaw Don Jai McChicken Set,159.00,4.62,New Promotions,Regular
14,2022/05/04,Wed,Thailand,Kai Kin Sanook Set,109.00,3.17,New Promotions,Regular
15,2022/05/04,Wed,Thailand,Cheese Stick Kin Sanook Set,99.00,2.87,New Promotions,Regular
16,2022/05/04,Wed,Thailand,42% McSnack Set,145.00,4.21,New Promotions,Regular
17,2022/05/04,Wed,Thailand,30% Spicy Chicken Burger Set,279.00,8.10,New Promotions,Regular
18,2022/05/04,Wed,Thailand,50% Filet-O-Fish & McNuggets Set,205.00,5.95,New Promotions,Regular
19,2022/05/04,Wed,Thailand,45% Cheeseburger Duo Set (Beef),209.00,6.07,New Promotions,Regular
20,2022/05/04,Wed,Thailand,Jud Tem Triple Beef Cheeseburger Set,209.00,6.07,New Promotions,Regular
21,2022/05/04,Wed,Thailand,40% off Jud Tem Double Cheeseburger Sud Kum,199.00,5.78,New Promotions,Regular
22,2022/05/04,Wed,Thailand,Kai Im Koo Set,219.00,6.36,Exclusive Only McDelivery,Regular
23,2022/05/04,Wed,Thailand,Kai Yok Guan 2 Set,419.00,12.17,Exclusive Only McDelivery,Regular
24,2022/05/04,Wed,Thailand,Kai Yok Guan 1 Set,319.00,9.26,Exclusive Only McDelivery,Regular
25,2022/05/04,Wed,Thailand,38% off Chicken Burger Duo Set,249.00,7.23,Exclusive Only McDelivery,Regular
26,2022/05/04,Wed,Thailand,38% off Double Cheeseburger Duo Set,349.00,10.14,Exclusive Only McDelivery,Regular
27,2022/05/04,Wed,Thailand,50% off Cheeseburger Combo Set,299.00,8.68,Exclusive Only McDelivery,Regular
28,2022/05/04,Wed,Thailand,Buy 1 Get 1 Filet-O-Fish Set (Fish),209.00,6.07,Exclusive Only McDelivery,Regular
29,2022/05/04,Wed,Thailand,Chao Tem Imm Set 2,89.00,2.58,Breakfast,Breakfast
30,2022/05/04,Wed,Thailand,Breakfast Family Set 2,229.00,6.65,Breakfast,Breakfast
31,2022/05/04,Wed,Thailand,Breakfast Family Set 1,159.00,4.62,Breakfast,Breakfast
32,2022/05/04,Wed,Thailand,Pork Floss Fluffy Egg McPorridge,39.00,1.13,Breakfast,Breakfast
33,2022/05/04,Wed,Thailand,Chao Tem Im Set (Pork),89.00,2.58,Breakfast,Breakfast
34,2022/05/04,Wed,Thailand,Chao Tem Im Set (Chicken),89.00,2.58,Breakfast,Breakfast
