,Date,Day,Territory,Menu Item,Price (THB),Price (USD),Category,Menu
1,2022/11/18,Fri,Thailand,Fifa World Cub Cheese Burger,250.00,6.96,New Promotions,Regular
2,2022/11/18,Fri,Thailand,Quarter Pounder with Cheese (A-la-carte),149.00,4.15,New Promotions,Regular
3,2022/11/18,Fri,Thailand,Quarter Pounder with Cheese (Set),224.00,6.23,New Promotions,Regular
4,2022/11/18,Fri,Thailand,Double Quarter Pounder with Cheese (A-la-carte),209.00,5.81,New Promotions,Regular
5,2022/11/18,Fri,Thailand,Double Quarter Pounder with Cheese (Set),284.00,7.90,New Promotions,Regular
6,2022/11/18,Fri,Thailand,Quarter Pounder with Cheese Bacon (A-la-carte),169.00,4.70,New Promotions,Regular
7,2022/11/18,Fri,Thailand,Quarter Pounder with Cheese Bacon (Set),244.00,6.79,New Promotions,Regular
8,2022/11/18,Fri,Thailand,Truffle Chicken McPorridge,119.00,3.31,New Promotions,Breakfast
9,2022/11/18,Fri,Thailand,Fifa World Cub Samurai Burger,250.00,6.96,New Promotions,Regular
10,2022/11/18,Fri,Thailand,Truffle Cheesy Ham Pie,45.00,1.25,New Promotions,Regular
11,2022/11/18,Fri,Thailand,Fifa World Cub Filet-O-Fish Burger,250.00,6.96,New Promotions,Regular
12,2022/11/18,Fri,Thailand,Pinky Peach Sundae,45.00,1.25,New Promotions,Regular
13,2022/11/18,Fri,Thailand,Fifa World Cub McChicken Burger,250.00,6.96,New Promotions,Regular
14,2022/11/18,Fri,Thailand,Cold Brew Tea Yuzu Peach,59.00,1.64,New Promotions,Regular
15,2022/11/18,Fri,Thailand,Americano Yuzu Peach,69.00,1.92,New Promotions,Regular
16,2022/11/18,Fri,Thailand,Pinky Peach A-La-Mode (Pineapple Pie),65.00,1.81,New Promotions,Regular
17,2022/11/18,Fri,Thailand,Fifa Champion Set,399.00,11.10,New Promotions,Regular
18,2022/11/18,Fri,Thailand,Fifa Big Champion Set,499.00,13.88,New Promotions,Regular
19,2022/11/18,Fri,Thailand,Fifa World Cup Sharing Box set 1,219.00,6.09,New Promotions,Regular
20,2022/11/18,Fri,Thailand,Fifa World Cub Sharing Box set 2,319.00,8.87,New Promotions,Regular
21,2022/11/18,Fri,Thailand,Pie A-la-mode (Pineapple/Corn),55.00,1.53,New Promotions,Regular
22,2022/11/18,Fri,Thailand,Iced Lemon Tea,45.00,1.25,New Promotions,Regular
23,2022/11/18,Fri,Thailand,Iced Double Cocoa,49.00,1.36,New Promotions,Regular
