,Date,Day,Territory,Menu Item,Price (THB),Price (USD),Category,Menu
1,2023/01/14,Sat,Thailand,Special Price 4 Pies,99.00,3.01,New Promotions,Regular
2,2023/01/14,Sat,Thailand,Namban Chicken (A-la-carte),109.00,3.31,New Promotions,Regular
3,2023/01/14,Sat,Thailand,Namban Chicken (Set),199.00,6.05,New Promotions,Regular
4,2023/01/14,Sat,Thailand,Quarter Pounder with Cheese (A-la-carte),155.00,4.71,New Promotions,Regular
5,2023/01/14,Sat,Thailand,Quarter Pounder with Cheese (Set),230.00,6.99,New Promotions,Regular
6,2023/01/14,Sat,Thailand,Double Quarter Pounder with Cheese (A-la-carte),215.00,6.54,New Promotions,Regular
7,2023/01/14,Sat,Thailand,Double Quarter Pounder with Cheese (Set),290.00,8.82,New Promotions,Regular
8,2023/01/14,Sat,Thailand,Quarter Pounder with Cheese Bacon (A-la-carte),175.00,5.32,New Promotions,Regular
9,2023/01/14,Sat,Thailand,Quarter Pounder with Cheese Bacon (Set),250.00,7.60,New Promotions,Regular
10,2023/01/14,Sat,Thailand,Namban Pork (A-la-carte),109.00,3.31,New Promotions,Regular
11,2023/01/14,Sat,Thailand,Namban Pork (Set),199.00,6.05,New Promotions,Regular
12,2023/01/14,Sat,Thailand,McFlurry Kiss,59.00,1.79,New Promotions,Regular
13,2023/01/14,Sat,Thailand,Namban Chicken Combo,309.00,9.39,New Promotions,Regular
14,2023/01/14,Sat,Thailand,Sweet Golden Pie,39.00,1.19,New Promotions,Regular
15,2023/01/14,Sat,Thailand,Namban Pork Combo,309.00,9.39,New Promotions,Regular
16,2023/01/14,Sat,Thailand,Namban Burger Combo (Chicken + Pork),309.00,9.39,New Promotions,Regular
17,2023/01/14,Sat,Thailand,Curly Fries,99.00,3.01,New Promotions,Regular
18,2023/01/14,Sat,Thailand,Curly Fries Set,129.00,3.92,New Promotions,Regular
19,2023/01/14,Sat,Thailand,Curly Fries Party Size,179.00,5.44,New Promotions,Regular
20,2023/01/14,Sat,Thailand,Pie A-la-mode (Pineapple/Corn),55.00,1.67,New Promotions,Regular
21,2023/01/14,Sat,Thailand,Iced Lemon Tea,45.00,1.37,New Promotions,Regular
