,Date,Day,Territory,Menu Item,Price (THB),Price (USD),Category,Menu
1,2023/02/22,Wed,Thailand,Namban Chicken (A-la-carte),109.00,3.14,New Promotions,Regular
2,2023/02/22,Wed,Thailand,Namban Chicken (Set),199.00,5.74,New Promotions,Regular
3,2023/02/22,Wed,Thailand,Imm Deaw Set,139.00,4.01,New Promotions,Regular
4,2023/02/22,Wed,Thailand,Imm Kuu Set,269.00,7.76,New Promotions,Regular
5,2023/02/22,Wed,Thailand,Quarter Pounder with Cheese (A-la-carte),155.00,4.47,New Promotions,Regular
6,2023/02/22,Wed,Thailand,Quarter Pounder with Cheese (Set),230.00,6.64,New Promotions,Regular
7,2023/02/22,Wed,Thailand,Double Quarter Pounder with Cheese (A-la-carte),215.00,6.20,New Promotions,Regular
8,2023/02/22,Wed,Thailand,Double Quarter Pounder with Cheese (Set),290.00,8.37,New Promotions,Regular
9,2023/02/22,Wed,Thailand,Quarter Pounder with Cheese Bacon (A-la-carte),175.00,5.05,New Promotions,Regular
10,2023/02/22,Wed,Thailand,Quarter Pounder with Cheese Bacon (Set),250.00,7.21,New Promotions,Regular
11,2023/02/22,Wed,Thailand,Namban Pork (A-la-carte),109.00,3.14,New Promotions,Regular
12,2023/02/22,Wed,Thailand,Namban Pork (Set),199.00,5.74,New Promotions,Regular
13,2023/02/22,Wed,Thailand,McFlurry Kiss,59.00,1.70,New Promotions,Regular
14,2023/02/22,Wed,Thailand,Namban Chicken Combo,309.00,8.92,New Promotions,Regular
15,2023/02/22,Wed,Thailand,Sweet Golden Pie,39.00,1.13,New Promotions,Regular
16,2023/02/22,Wed,Thailand,Namban Pork Combo,309.00,8.92,New Promotions,Regular
17,2023/02/22,Wed,Thailand,Namban Burger Combo (Chicken + Pork),309.00,8.92,New Promotions,Regular
18,2023/02/22,Wed,Thailand,Curly Fries,99.00,2.86,New Promotions,Regular
19,2023/02/22,Wed,Thailand,Curly Fries Set,129.00,3.72,New Promotions,Regular
20,2023/02/22,Wed,Thailand,Curly Fries Party Size,179.00,5.16,New Promotions,Regular
21,2023/02/22,Wed,Thailand,McSpicy Chicken Burger (Chicken) (A-la-carte),119.00,3.43,New Promotions,Regular
22,2023/02/22,Wed,Thailand,McSpicy Chicken Burger (Chicken) (Set),194.00,5.60,New Promotions,Regular
23,2023/02/22,Wed,Thailand,Pie A-la-mode (Pineapple/Corn),55.00,1.59,New Promotions,Regular
24,2023/02/22,Wed,Thailand,Iced Lemon Tea,45.00,1.30,New Promotions,Regular
