,Date,Day,Territory,Menu Item,Price (THB),Price (USD),Category,Menu
1,2022/10/20,Thu,Thailand,10 pc. Chicken McNuggets Set (XL) Free 10 pc. McNuggets,239.00,6.24,New Promotions,Regular
2,2022/10/20,Thu,Thailand,Crisper Fries,89.00,2.32,New Promotions,Regular
3,2022/10/20,Thu,Thailand,Crisper Fries Party Size,169.00,4.41,New Promotions,Regular
4,2022/10/20,Thu,Thailand,Quarter Pounder with Cheese (A-la-carte),149.00,3.89,New Promotions,Regular
5,2022/10/20,Thu,Thailand,Quarter Pounder with Cheese (Set),224.00,5.85,New Promotions,Regular
6,2022/10/20,Thu,Thailand,Double Quarter Pounder with Cheese (A-la-carte),209.00,5.46,New Promotions,Regular
7,2022/10/20,Thu,Thailand,Double Quarter Pounder with Cheese (Set),284.00,7.41,New Promotions,Regular
8,2022/10/20,Thu,Thailand,Quarter Pounder with Cheese Bacon (A-la-carte),169.00,4.41,New Promotions,Regular
9,2022/10/20,Thu,Thailand,Quarter Pounder with Cheese Bacon (Set),244.00,6.37,New Promotions,Regular
10,2022/10/20,Thu,Thailand,Mentaiko Combo Set,299.00,7.81,New Promotions,Regular
11,2022/10/20,Thu,Thailand,Mentaiko Fish Burger (A-la-carte),99.00,2.58,New Promotions,Regular
12,2022/10/20,Thu,Thailand,Mentaiko Fish Burger (Set),154.00,4.02,New Promotions,Regular
13,2022/10/20,Thu,Thailand,Crisper Fries with Cheesy Dip and Coke,119.00,3.11,New Promotions,Regular
14,2022/10/20,Thu,Thailand,Truffle Cheesy Ham Pie,45.00,1.17,New Promotions,Regular
15,2022/10/20,Thu,Thailand,Pinky Peach Sundae,45.00,1.17,New Promotions,Regular
16,2022/10/20,Thu,Thailand,Cold Brew Tea Yuzu Peach,59.00,1.54,New Promotions,Regular
17,2022/10/20,Thu,Thailand,Americano Yuzu Peach,69.00,1.80,New Promotions,Regular
18,2022/10/20,Thu,Thailand,Pinky Peach A-La-Mode (Pineapple Pie),65.00,1.70,New Promotions,Regular
19,2022/10/20,Thu,Thailand,Pie A-la-mode (Pineapple/Corn),55.00,1.44,New Promotions,Regular
20,2022/10/20,Thu,Thailand,Iced Lemon Tea,39.00,1.02,New Promotions,Regular
21,2022/10/20,Thu,Thailand,Iced Double Cocoa,49.00,1.28,New Promotions,Regular
