,Date,Day,Territory,Menu Item,Price (THB),Price (USD),Category
1,2024/08/22,Thu,Thailand,McFried Chicken Love MOM,319.00,9.32,New Promotions
2,2024/08/22,Thu,Thailand,Collector's Cup - McDonald's,199.00,5.81,New Promotions
3,2024/08/22,Thu,Thailand,Collector's Cup - Universal,199.00,5.81,New Promotions
4,2024/08/22,Thu,Thailand,Samurai Burger Set with Collector's Cup,229.00,6.69,New Promotions
5,2024/08/22,Thu,Thailand,McFish Set with Collector's Cup,229.00,6.69,New Promotions
6,2024/08/22,Thu,Thailand,McChicken Set with Collector's Cup,229.00,6.69,New Promotions
7,2024/08/22,Thu,Thailand,Cheeseburger Set with Collector's Cup,229.00,6.69,New Promotions
8,2024/08/22,Thu,Thailand,Pepper Chicken Burger Set & McNugget,99.00,2.89,New Promotions
9,2024/08/22,Thu,Thailand,Pepper Chicken Burger Set & Corn Pie,99.00,2.89,New Promotions
10,2024/08/22,Thu,Thailand,Super Max Set,319.00,9.32,New Promotions
11,2024/08/22,Thu,Thailand,Blue Winter Tumbler,399.00,11.65,New Promotions
12,2024/08/22,Thu,Thailand,Red Rudolph Tumbler,399.00,11.65,New Promotions
13,2024/08/22,Thu,Thailand,McFied Chicken Lover,199.00,5.81,New Promotions
14,2024/08/22,Thu,Thailand,McFried Chicken Lover + 2 Coke,248.00,7.24,New Promotions
15,2024/08/22,Thu,Thailand,McDonald's Picnic Box Free Filet-O-Fish,450.00,13.14,New Promotions
16,2024/08/22,Thu,Thailand,Pepper Chicken Burger Set & McNugget,99.00,2.89,Exclusive Only McDelivery
17,2024/08/22,Thu,Thailand,Pepper Chicken Burger Set & Corn Pie,99.00,2.89,Exclusive Only McDelivery
18,2024/08/22,Thu,Thailand,Cheeseburger Set,109.00,3.18,Exclusive Only McDelivery
19,2024/08/22,Thu,Thailand,99 Hamburger Set,99.00,2.89,Exclusive Only McDelivery
20,2024/08/22,Thu,Thailand,99 Pork Burger Set,99.00,2.89,Exclusive Only McDelivery
21,2024/08/22,Thu,Thailand,Im Kum Samurai Burger (Pork) Set,159.00,4.64,Exclusive Only McDelivery
22,2024/08/22,Thu,Thailand,Im Kum Filet-O-Fish (Fish) Set,159.00,4.64,Exclusive Only McDelivery
23,2024/08/22,Thu,Thailand,Im Kum McChicken (Chicken) Set,159.00,4.64,Exclusive Only McDelivery
24,2024/08/22,Thu,Thailand,50% McNugget Set,146.00,4.26,Exclusive Only McDelivery
25,2024/08/22,Thu,Thailand,Buy 1 Get 1 McNuggets & French Fries,194.00,5.67,Exclusive Only McDelivery
26,2024/08/22,Thu,Thailand,"Catering Set 1 : 5 Samurai Burger, 5 Filet O Fish, 20 McNuggets",999.00,29.18,Exclusive Only McDelivery
27,2024/08/22,Thu,Thailand,"Catering Set 2 : 15 Pepper Chicken Burger, 15 Pork Burger, 60 McNuggets",1999.00,58.38,Exclusive Only McDelivery
28,2024/08/22,Thu,Thailand,Strawberry Dip 1 Cup,12.00,0.35,Breakfast
29,2024/08/22,Thu,Thailand,Patongko,15.00,0.44,Breakfast
30,2024/08/22,Thu,Thailand,Chocolate Dip 1 Cup,12.00,0.35,Breakfast
31,2024/08/22,Thu,Thailand,Hot Americano 8 oz.,65.00,1.90,Breakfast
32,2024/08/22,Thu,Thailand,Hot Latte 8 oz.,85.00,2.48,Breakfast
33,2024/08/22,Thu,Thailand,Quarter Pounder with Cheese A-la-carte,159.00,4.64,Burgers
34,2024/08/22,Thu,Thailand,Quarter Pounder with Cheese Set,230.00,6.72,Burgers
35,2024/08/22,Thu,Thailand,Double Quarter Pounder with Cheese A-la-carte,219.00,6.40,Burgers
36,2024/08/22,Thu,Thailand,Double Quarter Pounder with Cheese Set,290.00,8.47,Burgers
37,2024/08/22,Thu,Thailand,Quarter Pounder with Cheese Bacon A-la-carte,179.00,5.23,Burgers
38,2024/08/22,Thu,Thailand,Quarter Pounder with Cheese Bacon Set,250.00,7.30,Burgers
39,2024/08/22,Thu,Thailand,Triple Beef Cheeseburger (Beef) A-la-carte,179.00,5.23,Burgers
40,2024/08/22,Thu,Thailand,Triple Beef Cheeseburger (Beef) Set,250.00,7.30,Burgers
41,2024/08/22,Thu,Thailand,Double Cheeseburger (Beef) A-la-carte,139.00,4.06,Burgers
42,2024/08/22,Thu,Thailand,Double Cheeseburger (Beef) Set,210.00,6.13,Burgers
43,2024/08/22,Thu,Thailand,Cheeseburger (Beef) A-la-carte,89.00,2.60,Burgers
44,2024/08/22,Thu,Thailand,Cheeseburger (Beef) Set,160.00,4.67,Burgers
45,2024/08/22,Thu,Thailand,Big Mac. (Beef) A-la-carte,149.00,4.35,Burgers
46,2024/08/22,Thu,Thailand,Big Mac. (Beef) Set,220.00,6.43,Burgers
47,2024/08/22,Thu,Thailand,Double Big Mac (Beef),199.00,5.81,Burgers
48,2024/08/22,Thu,Thailand,Filet-O-Fish (Fish) A-la-carte,109.00,3.18,Burgers
49,2024/08/22,Thu,Thailand,Filet-O-Fish (Fish) Set,180.00,5.26,Burgers
50,2024/08/22,Thu,Thailand,Double Filet-O-Fish (Fish),149.00,4.35,Burgers
51,2024/08/22,Thu,Thailand,Samurai Pork Burger (Pork) A-la-carte,109.00,3.18,Burgers
52,2024/08/22,Thu,Thailand,Samurai Pork Burger (Pork) Set,180.00,5.26,Burgers
53,2024/08/22,Thu,Thailand,McChicken (Chicken) Bigger than ever 50% A-la-carte,109.00,3.18,Burgers
54,2024/08/22,Thu,Thailand,McChicken (Chicken) Bigger than ever 50% Set,180.00,5.26,Burgers
55,2024/08/22,Thu,Thailand,McSpicy Chicken Burger (Chicken) A-la-carte,119.00,3.48,Burgers
56,2024/08/22,Thu,Thailand,McSpicy Chicken Burger (Chicken) Set,194.00,5.67,Burgers
57,2024/08/22,Thu,Thailand,1 pc. McFried Chicken (Original/Spicy),45.00,1.31,McFried Chicken & Rice
58,2024/08/22,Thu,Thailand,Super Max Set,319.00,9.32,McFried Chicken & Rice
59,2024/08/22,Thu,Thailand,Chicken Bites,59.00,1.72,McFried Chicken & Rice
60,2024/08/22,Thu,Thailand,McFried Chicken,89.00,2.60,McFried Chicken & Rice
61,2024/08/22,Thu,Thailand,McFried Chicken Super Value Set,109.00,3.18,McFried Chicken & Rice
62,2024/08/22,Thu,Thailand,McFried Chicken Value Set,149.00,4.35,McFried Chicken & Rice
63,2024/08/22,Thu,Thailand,McFried Chicken Set,175.00,5.11,McFried Chicken & Rice
64,2024/08/22,Thu,Thailand,McFried Chicken Max Family Set,419.00,12.24,McFried Chicken & Rice
65,2024/08/22,Thu,Thailand,French Fries,85.00,2.48,Snack & Desserts
66,2024/08/22,Thu,Thailand,Strawberry Dip 1 Cup,12.00,0.35,Snack & Desserts
67,2024/08/22,Thu,Thailand,Patongko,15.00,0.44,Snack & Desserts
68,2024/08/22,Thu,Thailand,Matcha McFlurry,59.00,1.72,Snack & Desserts
69,2024/08/22,Thu,Thailand,Cheesy Ham Pie,39.00,1.14,Snack & Desserts
70,2024/08/22,Thu,Thailand,6 pc. McNuggets (Chicken) A-la-carte,109.00,3.18,Snack & Desserts
71,2024/08/22,Thu,Thailand,6 pc. McNuggets (Chicken) Set,180.00,5.26,Snack & Desserts
72,2024/08/22,Thu,Thailand,10 pc. McNuggets (Chicken) A-la-carte,159.00,4.64,Snack & Desserts
73,2024/08/22,Thu,Thailand,10 pc. McNuggets (Chicken) Set,230.00,6.72,Snack & Desserts
74,2024/08/22,Thu,Thailand,Chocolate Dip 1 Cup,12.00,0.35,Snack & Desserts
75,2024/08/22,Thu,Thailand,Cheese Stick,75.00,2.19,Snack & Desserts
76,2024/08/22,Thu,Thailand,New Sharing Box Set,119.00,3.48,Snack & Desserts
77,2024/08/22,Thu,Thailand,Snack Party Set 1,189.00,5.52,Snack & Desserts
78,2024/08/22,Thu,Thailand,McFlurry Oreo,59.00,1.72,Snack & Desserts
79,2024/08/22,Thu,Thailand,Chocolate Sundae,39.00,1.14,Snack & Desserts
