,Date,Day,Territory,Menu Item,Price (THB),Price (USD),Category,Menu
1,2023/03/19,Sun,Thailand,Imm Kuu Set,269.00,7.89,New Promotions,Regular
2,2023/03/19,Sun,Thailand,McFried Chicken,89.00,2.61,New Promotions,Regular
3,2023/03/19,Sun,Thailand,Cheesy Beef Burger (A-la-carte),109.00,3.20,New Promotions,Regular
4,2023/03/19,Sun,Thailand,Cheesy Beef Burger (Set),179.00,5.25,New Promotions,Regular
5,2023/03/19,Sun,Thailand,Cheesy Chicken Burger + Dunk Cheese (A-la-carte),139.00,4.08,New Promotions,Regular
6,2023/03/19,Sun,Thailand,Cheesy Chicken Burger + Dunk Cheese (Set),209.00,6.13,New Promotions,Regular
7,2023/03/19,Sun,Thailand,Cheesy Beef Burger + Dunk Cheese + Bacon Bits (A-la-carte),159.00,4.66,New Promotions,Regular
8,2023/03/19,Sun,Thailand,Cheesy Beef Burger + Dunk Cheese + Bacon Bits (Set),229.00,6.71,New Promotions,Regular
9,2023/03/19,Sun,Thailand,Cheesy Chicken Burger + Dunk Cheese + Bacon Bits (A-la-carte),159.00,4.66,New Promotions,Regular
10,2023/03/19,Sun,Thailand,Cheesy Chicken Burger + Dunk Cheese + Bacon Bits (Set),229.00,6.71,New Promotions,Regular
11,2023/03/19,Sun,Thailand,Cheesy Combo Chicken Set,319.00,9.35,New Promotions,Regular
12,2023/03/19,Sun,Thailand,Cheesy Combo Beef Set,319.00,9.35,New Promotions,Regular
13,2023/03/19,Sun,Thailand,Cheesy Combo Mix Set,319.00,9.35,New Promotions,Regular
14,2023/03/19,Sun,Thailand,Bacon Bits,29.00,0.85,New Promotions,Regular
15,2023/03/19,Sun,Thailand,Dunk Cheese,59.00,1.73,New Promotions,Regular
16,2023/03/19,Sun,Thailand,McFried Chicken Max Family Set 2,419.00,12.28,New Promotions,Regular
17,2023/03/19,Sun,Thailand,Namban Chicken Burger Meal (XL),189.00,5.54,New Promotions,Regular
18,2023/03/19,Sun,Thailand,Namban Pork Burger Meal (XL),189.00,5.54,New Promotions,Regular
19,2023/03/19,Sun,Thailand,Quarter Pounder with Cheese (A-la-carte),155.00,4.54,New Promotions,Regular
20,2023/03/19,Sun,Thailand,Quarter Pounder with Cheese (Set),230.00,6.74,New Promotions,Regular
21,2023/03/19,Sun,Thailand,Double Quarter Pounder with Cheese (A-la-carte),215.00,6.30,New Promotions,Regular
22,2023/03/19,Sun,Thailand,Double Quarter Pounder with Cheese (Set),290.00,8.50,New Promotions,Regular
23,2023/03/19,Sun,Thailand,Quarter Pounder with Cheese Bacon (A-la-carte),175.00,5.13,New Promotions,Regular
24,2023/03/19,Sun,Thailand,Quarter Pounder with Cheese Bacon (Set),250.00,7.33,New Promotions,Regular
25,2023/03/19,Sun,Thailand,McFlurry Kiss,59.00,1.73,New Promotions,Regular
26,2023/03/19,Sun,Thailand,Cheesy Chicken Burger (A-la-carte),109.00,3.20,New Promotions,Regular
27,2023/03/19,Sun,Thailand,Cheesy Chicken Burger (Set),179.00,5.25,New Promotions,Regular
28,2023/03/19,Sun,Thailand,Sweet Golden Pie,39.00,1.14,New Promotions,Regular
29,2023/03/19,Sun,Thailand,McSpicy Chicken Burger (Chicken) (A-la-carte),119.00,3.49,New Promotions,Regular
30,2023/03/19,Sun,Thailand,McSpicy Chicken Burger (Chicken) (Set),194.00,5.69,New Promotions,Regular
31,2023/03/19,Sun,Thailand,1 pc. McFried Chicken (Original/Spicy),45.00,1.32,New Promotions,Regular
32,2023/03/19,Sun,Thailand,McFried Chicken Super Value Set,109.00,3.20,New Promotions,Regular
33,2023/03/19,Sun,Thailand,McFried Chicken Max Set,219.00,6.42,New Promotions,Regular
34,2023/03/19,Sun,Thailand,McFried Chicken Super Max Set,319.00,9.35,New Promotions,Regular
35,2023/03/19,Sun,Thailand,McFried Chicken Value Set,149.00,4.37,New Promotions,Regular
36,2023/03/19,Sun,Thailand,Pie A-la-mode (Pineapple/Corn),55.00,1.61,New Promotions,Regular
37,2023/03/19,Sun,Thailand,Iced Lemon Tea,45.00,1.32,New Promotions,Regular
