,Date,Day,Territory,Menu Item,Price (IDR),Price (USD),Category,Menu
1,2024/10/31,Thu,Indonesia,PROMO 4 Ayam McD,54500.00,3.48,Promotion,Breakfast
2,2024/10/31,Thu,Indonesia,PROMO 6 Ayam McD,81000.00,5.17,Promotion,Breakfast
3,2024/10/31,Thu,Indonesia,Iced Coffee Tiramisu,20000.00,1.28,Promotion,Breakfast
4,2024/10/31,Thu,Indonesia,Iced Mocha,34000.00,2.17,Promotion,Breakfast
5,2024/10/31,Thu,Indonesia,Bundling 2 Pcs Choco Caramel Pie,28000.00,1.79,Promotion,Breakfast
6,2024/10/31,Thu,Indonesia,Original Hello Kitty Plush Bag Tag,37500.00,2.39,Promotion,Breakfast
7,2024/10/31,Thu,Indonesia,Paket Kenyang,150000.00,9.57,Exclusive Delivery,Breakfast
8,2024/10/31,Thu,Indonesia,Paket Manis,71500.00,4.56,Exclusive Delivery,Breakfast
9,2024/10/31,Thu,Indonesia,Big Breakfast,42000.00,2.68,Breakfast Menu,Breakfast
10,2024/10/31,Thu,Indonesia,Egg & Cheese Muffin,20000.00,1.28,Breakfast Menu,Breakfast
11,2024/10/31,Thu,Indonesia,Egg & Cheese Muffin,27000.00,1.72,Breakfast Menu,Breakfast
12,2024/10/31,Thu,Indonesia,Sausage McMuffin® with Egg,34500.00,2.20,Breakfast Menu,Breakfast
13,2024/10/31,Thu,Indonesia,Chicken McMuffin® with Egg,33500.00,2.14,Breakfast Menu,Breakfast
14,2024/10/31,Thu,Indonesia,Egg McMuffin®,29500.00,1.88,Breakfast Menu,Breakfast
15,2024/10/31,Thu,Indonesia,Sausage McMuffin®,31000.00,1.98,Breakfast Menu,Breakfast
16,2024/10/31,Thu,Indonesia,Chicken Muffin,29000.00,1.85,Breakfast Menu,Breakfast
17,2024/10/31,Thu,Indonesia,Sausage Wrap,32000.00,2.04,Breakfast Menu,Breakfast
18,2024/10/31,Thu,Indonesia,Breakfast Wrap,29500.00,1.88,Breakfast Menu,Breakfast
19,2024/10/31,Thu,Indonesia,Hotcakes 3pcs,33000.00,2.10,Breakfast Menu,Breakfast
20,2024/10/31,Thu,Indonesia,Hotcakes 2pcs,28000.00,1.79,Breakfast Menu,Breakfast
21,2024/10/31,Thu,Indonesia,Nasi Uduk McD,30500.00,1.94,Breakfast Menu,Breakfast
22,2024/10/31,Thu,Indonesia,Bubur Ayam McD,15000.00,0.96,Breakfast Menu,Breakfast
23,2024/10/31,Thu,Indonesia,PROMO 4 Ayam McD,54500.00,3.48,Ayam McD,Breakfast
24,2024/10/31,Thu,Indonesia,PROMO 6 Ayam McD,81000.00,5.17,Ayam McD,Breakfast
25,2024/10/31,Thu,Indonesia,PaNas 2 with Rice,51500.00,3.28,Ayam McD,Breakfast
26,2024/10/31,Thu,Indonesia,PaNas Spesial,47000.00,3.00,Ayam McD,Breakfast
27,2024/10/31,Thu,Indonesia,PaNas 1,39000.00,2.49,Ayam McD,Breakfast
28,2024/10/31,Thu,Indonesia,PaNas Korean Soy Garlic Wings,45000.00,2.87,Ayam McD,Breakfast
29,2024/10/31,Thu,Indonesia,PaMer 7,185000.00,11.80,Ayam McD,Breakfast
30,2024/10/31,Thu,Indonesia,PaMer 5,132500.00,8.45,Ayam McD,Breakfast
31,2024/10/31,Thu,Indonesia,Paket Berlima,135000.00,8.61,Ayam McD,Breakfast
32,2024/10/31,Thu,Indonesia,Paket Ber 4,90000.00,5.74,Ayam McD,Breakfast
