,Date,Day,Territory,Menu Item,Price (IDR),Price (USD),Category,Menu
1,2023/10/26,Thu,Indonesia,Bundling - 3 Ayam McD + 3 Nasi Med. + 3 Reg. Fruit Tea Lemon,65000.00,4.10,Promotion Menu,Regular
2,2023/10/26,Thu,Indonesia,PaMer 7 Ayam McD Thai Sweet Chili,191500.00,12.07,Promotion Menu,Regular
3,2023/10/26,Thu,Indonesia,PaMer 5 Ayam McD Thai Sweet Chili,151500.00,9.55,Promotion Menu,Regular
4,2023/10/26,Thu,Indonesia,PaNas Special Thai Sweet Chili,49500.00,3.12,Promotion Menu,Regular
5,2023/10/26,Thu,Indonesia,PaNas 1 Thai Sweet Chili,42000.00,2.65,Promotion Menu,Regular
6,2023/10/26,Thu,Indonesia,PaNas 2 Rice Thai Sweet Chili,57500.00,3.62,Promotion Menu,Regular
7,2023/10/26,Thu,Indonesia,PaNas 2 Fries Thai Sweet Chili,61500.00,3.88,Promotion Menu,Regular
8,2023/10/26,Thu,Indonesia,Blackcurrant Fizz,14500.00,0.91,Promotion Menu,Regular
9,2023/10/26,Thu,Indonesia,2 Happy Meal® Ayam GRATIS Tambahan 1 Mainan,90000.00,5.67,Promotion Menu,Regular
10,2023/10/26,Thu,Indonesia,2 Happy Meal® Beef Burger GRATIS Tambahan 1 Mainan,90000.00,5.67,Promotion Menu,Regular
11,2023/10/26,Thu,Indonesia,Happy Meal® Beef Burger + Happy Meal® Ayam GRATIS Tambahan 1 Mainan,90000.00,5.67,Promotion Menu,Regular
12,2023/10/26,Thu,Indonesia,Tiramisu McFlurry with Cookie Crumbs,18000.00,1.13,Promotion Menu,Regular
13,2023/10/26,Thu,Indonesia,Tiramisu McFlurry with Lotus Biscoff,18000.00,1.13,Promotion Menu,Regular
14,2023/10/26,Thu,Indonesia,Bundling 2 Double Choco Pie,28000.00,1.76,Promotion Menu,Regular
15,2023/10/26,Thu,Indonesia,Bundling 3 Double Choco Pie,40000.00,2.52,Promotion Menu,Regular
16,2023/10/26,Thu,Indonesia,Paket Hantaran McD,135000.00,8.51,Promotion Menu,Regular
17,2023/10/26,Thu,Indonesia,Bundling - 3 Ayam McD + 3 Nasi Med. + 3 Reg. Fruit Tea Lemon,65000.00,4.10,Promotion Menu,Breakfast
18,2023/10/26,Thu,Indonesia,PaMer 7 Ayam McD Thai Sweet Chili,191500.00,12.07,Promotion Menu,Breakfast
19,2023/10/26,Thu,Indonesia,PaMer 5 Ayam McD Thai Sweet Chili,151500.00,9.55,Promotion Menu,Breakfast
20,2023/10/26,Thu,Indonesia,PaNas Special Thai Sweet Chili,49500.00,3.12,Promotion Menu,Breakfast
21,2023/10/26,Thu,Indonesia,PaNas 1 Thai Sweet Chili,42000.00,2.65,Promotion Menu,Breakfast
22,2023/10/26,Thu,Indonesia,PaNas 2 Rice Thai Sweet Chili,57500.00,3.62,Promotion Menu,Breakfast
23,2023/10/26,Thu,Indonesia,PaNas 2 Fries Thai Sweet Chili,61500.00,3.88,Promotion Menu,Breakfast
24,2023/10/26,Thu,Indonesia,Blackcurrant Fizz,14500.00,0.91,Promotion Menu,Breakfast
25,2023/10/26,Thu,Indonesia,2 Happy Meal® Ayam GRATIS Tambahan 1 Mainan,90000.00,5.67,Promotion Menu,Breakfast
26,2023/10/26,Thu,Indonesia,Tiramisu McFlurry with Cookie Crumbs,18000.00,1.13,Promotion Menu,Breakfast
27,2023/10/26,Thu,Indonesia,Tiramisu McFlurry with Lotus Biscoff,18000.00,1.13,Promotion Menu,Breakfast
28,2023/10/26,Thu,Indonesia,Bundling 2 Double Choco Pie,28000.00,1.76,Promotion Menu,Breakfast
29,2023/10/26,Thu,Indonesia,Bundling 3 Double Choco Pie,40000.00,2.52,Promotion Menu,Breakfast
30,2023/10/26,Thu,Indonesia,Paket Hantaran McD,135000.00,8.51,Promotion Menu,Breakfast
31,2023/10/26,Thu,Indonesia,PaMer 7 Ayam McD Thai Sweet Chili,191500.00,12.07,Ala Carte & Value Meals,Regular
32,2023/10/26,Thu,Indonesia,PaMer 5 Ayam McD Thai Sweet Chili,151500.00,9.55,Ala Carte & Value Meals,Regular
33,2023/10/26,Thu,Indonesia,PaNas Special Thai Sweet Chili,49500.00,3.12,Ala Carte & Value Meals,Regular
34,2023/10/26,Thu,Indonesia,PaNas 1 Thai Sweet Chili,42000.00,2.65,Ala Carte & Value Meals,Regular
35,2023/10/26,Thu,Indonesia,PaNas 2 Rice Thai Sweet Chili,57500.00,3.62,Ala Carte & Value Meals,Regular
36,2023/10/26,Thu,Indonesia,PaNas 2 Fries Thai Sweet Chili,61500.00,3.88,Ala Carte & Value Meals,Regular
37,2023/10/26,Thu,Indonesia,McNuggets® 20pcs,114000.00,7.19,Ala Carte & Value Meals,Regular
38,2023/10/26,Thu,Indonesia,9pcs Spicy McNuggets ALC,60000.00,3.78,Ala Carte & Value Meals,Regular
39,2023/10/26,Thu,Indonesia,McNuggets®  9pcs,53500.00,3.37,Ala Carte & Value Meals,Regular
