,Date,Day,Territory,Menu Item,Price (IDR),Price (USD),Category,Menu
0,2022/03/29,Tue,Indonesia,Share Box,42500.00,2.96,Promotion Menu,Regular
1,2022/03/29,Tue,Indonesia,Mix Berries McFlurry with Oreo,16500.00,1.15,Promotion Menu,Regular
2,2022/03/29,Tue,Indonesia,Mix Berries McFlurry with Froot Loops,16500.00,1.15,Promotion Menu,Regular
3,2022/03/29,Tue,Indonesia,White Chocolate Strawberry Pastry Pie,15500.00,1.08,Promotion Menu,Regular
4,2022/03/29,Tue,Indonesia,Paket Hantaran McD,127000.00,8.83,Promotion Menu,Regular
5,2022/03/29,Tue,Indonesia,Mix Berries McFlurry with Oreo,16500.00,1.15,Promotion Menu,Breakfast
6,2022/03/29,Tue,Indonesia,Mix Berries McFlurry with Froot Loops,16500.00,1.15,Promotion Menu,Breakfast
7,2022/03/29,Tue,Indonesia,White Chocolate Strawberry Pastry Pie,15500.00,1.08,Promotion Menu,Breakfast
8,2022/03/29,Tue,Indonesia,Paket Hantaran McD,127000.00,8.83,Promotion Menu,Breakfast
9,2022/03/29,Tue,Indonesia,Paket Big Order,975000.00,67.82,Ala Carte & Value Meals,Regular
10,2022/03/29,Tue,Indonesia,Big Mac®,37000.00,2.57,Ala Carte & Value Meals,Regular
11,2022/03/29,Tue,Indonesia,Triple Burger with Cheese,45000.00,3.13,Ala Carte & Value Meals,Regular
12,2022/03/29,Tue,Indonesia,Double Cheeseburger,36000.00,2.50,Ala Carte & Value Meals,Regular
13,2022/03/29,Tue,Indonesia,Cheeseburger with Egg,30000.00,2.09,Ala Carte & Value Meals,Regular
14,2022/03/29,Tue,Indonesia,Cheeseburger Deluxe,28500.00,1.98,Ala Carte & Value Meals,Regular
15,2022/03/29,Tue,Indonesia,Cheeseburger,28500.00,1.98,Ala Carte & Value Meals,Regular
16,2022/03/29,Tue,Indonesia,Beef Burger Deluxe,24000.00,1.67,Ala Carte & Value Meals,Regular
17,2022/03/29,Tue,Indonesia,McSpicy™,38000.00,2.64,Ala Carte & Value Meals,Regular
18,2022/03/29,Tue,Indonesia,McChicken®,30000.00,2.09,Ala Carte & Value Meals,Regular
19,2022/03/29,Tue,Indonesia,Chicken Burger Deluxe,24000.00,1.67,Ala Carte & Value Meals,Regular
20,2022/03/29,Tue,Indonesia,Fish Fillet Burger,29000.00,2.02,Ala Carte & Value Meals,Regular
21,2022/03/29,Tue,Indonesia,McNuggets® 6pcs,29500.00,2.05,Ala Carte & Value Meals,Regular
22,2022/03/29,Tue,Indonesia,McNuggets®  9pcs,39500.00,2.75,Ala Carte & Value Meals,Regular
23,2022/03/29,Tue,Indonesia,PaMer 7,161000.00,11.20,Ala Carte & Value Meals,Regular
24,2022/03/29,Tue,Indonesia,PaMer 5,111000.00,7.72,Ala Carte & Value Meals,Regular
25,2022/03/29,Tue,Indonesia,PaNas Spesial,42000.00,2.92,Ala Carte & Value Meals,Regular
26,2022/03/29,Tue,Indonesia,PaNas 1,34500.00,2.40,Ala Carte & Value Meals,Regular
27,2022/03/29,Tue,Indonesia,PaNas 2 with Rice,46500.00,3.23,Ala Carte & Value Meals,Regular
28,2022/03/29,Tue,Indonesia,PaNas 2 with Fries,49000.00,3.41,Ala Carte & Value Meals,Regular
29,2022/03/29,Tue,Indonesia,Nasi Uduk McD,20000.00,1.39,Ala Carte & Value Meals,Regular
30,2022/03/29,Tue,Indonesia,Nasi Uduk McD with Coffee,26000.00,1.81,Ala Carte & Value Meals,Regular
31,2022/03/29,Tue,Indonesia,White Chocolate Strawberry Pastry Pie,15500.00,1.08,Sides,Regular
32,2022/03/29,Tue,Indonesia,Apple Pie,11500.00,0.80,Sides,Regular
33,2022/03/29,Tue,Indonesia,Share Box,39500.00,2.75,Sides,Regular
34,2022/03/29,Tue,Indonesia,Honey Garlic Fish Rice,18000.00,1.25,Sides,Regular
35,2022/03/29,Tue,Indonesia,Honey Garlic Chicken Rice,18000.00,1.25,Sides,Regular
36,2022/03/29,Tue,Indonesia,Rica Rica Fish Rice,18000.00,1.25,Sides,Regular
37,2022/03/29,Tue,Indonesia,Rica Rica Chicken Rice,18000.00,1.25,Sides,Regular
38,2022/03/29,Tue,Indonesia,Beef Burger,16500.00,1.15,Sides,Regular
39,2022/03/29,Tue,Indonesia,Chicken Burger,16500.00,1.15,Sides,Regular
40,2022/03/29,Tue,Indonesia,Fish Snack Wrap,16500.00,1.15,Sides,Regular
41,2022/03/29,Tue,Indonesia,Chicken Snack Wrap™,16500.00,1.15,Sides,Regular
42,2022/03/29,Tue,Indonesia,McNuggets®  4pcs,22000.00,1.53,Sides,Regular
43,2022/03/29,Tue,Indonesia,Spicy Chicken Bites,11500.00,0.80,Sides,Regular
44,2022/03/29,Tue,Indonesia,Spicy Chicken Fingers 5pcs,13500.00,0.94,Sides,Regular
45,2022/03/29,Tue,Indonesia,French Fries,19000.00,1.32,Sides,Regular
46,2022/03/29,Tue,Indonesia,1+1 Beefburger,21000.00,1.46,Sides,Regular
47,2022/03/29,Tue,Indonesia,1+1 Chicken  Burger,21000.00,1.46,Sides,Regular
48,2022/03/29,Tue,Indonesia,1+1 Chicken Snack Wrap,21000.00,1.46,Sides,Regular
49,2022/03/29,Tue,Indonesia,1+1 Fish Snack Wrap,21000.00,1.46,Sides,Regular
50,2022/03/29,Tue,Indonesia,1+1 Spicy Chicken Bites,21000.00,1.46,Sides,Regular
51,2022/03/29,Tue,Indonesia,1+1 Chicken Fingers,21000.00,1.46,Sides,Regular
52,2022/03/29,Tue,Indonesia,1+1 Reg Fries,21000.00,1.46,Sides,Regular
53,2022/03/29,Tue,Indonesia,1+1 Sweet Corn,21000.00,1.46,Sides,Regular
54,2022/03/29,Tue,Indonesia,1+1 Honey Garlic Chicken McD,22500.00,1.57,Sides,Regular
55,2022/03/29,Tue,Indonesia,1+1 Rica Chicken Rice McD,22500.00,1.57,Sides,Regular
56,2022/03/29,Tue,Indonesia,1+1 Rica Fish McD,22500.00,1.57,Sides,Regular
57,2022/03/29,Tue,Indonesia,1+1 Honey Garlic Fish McD,22500.00,1.57,Sides,Regular
58,2022/03/29,Tue,Indonesia,Sweet Corn,11500.00,0.80,Sides,Regular
59,2022/03/29,Tue,Indonesia,Rice,9000.00,0.63,Sides,Regular
60,2022/03/29,Tue,Indonesia,Mix Berries McFlurry with Oreo,16500.00,1.15,Desserts,Regular
61,2022/03/29,Tue,Indonesia,Mix Berries McFlurry with Froot Loops,16500.00,1.15,Desserts,Regular
62,2022/03/29,Tue,Indonesia,McFlurry®  featuring Oreo,12500.00,0.87,Desserts,Regular
