,Date,Day,Territory,Menu Item,Price (IDR),Price (USD),Category,Menu
1,2024/08/03,Sat,Indonesia,PaNas 2 with Fries Ayam McD Opor Sambel Terasi,64500.00,4.00,Promotion,Regular
2,2024/08/03,Sat,Indonesia,PaNas 2  Ayam McD Opor Sambel Terasi,60500.00,3.75,Promotion,Regular
3,2024/08/03,Sat,Indonesia,PaNas Spesial  Ayam McD Opor Sambel Terasi,51000.00,3.16,Promotion,Regular
4,2024/08/03,Sat,Indonesia,PaNas 1 Ayam McD Opor Sambel Terasi,43500.00,2.69,Promotion,Regular
5,2024/08/03,Sat,Indonesia,PaMer 5 Ayam McD Opor Sambal Terasi,156500.00,9.69,Promotion,Regular
6,2024/08/03,Sat,Indonesia,PaMer 7 Ayam McD Opor Sambal Terasi,198500.00,12.30,Promotion,Regular
7,2024/08/03,Sat,Indonesia,PROMO : 3 Ayam McD  +  3 Rice (M) + 3 Fruit Tea Lemon (S),65000.00,4.03,Promotion,Regular
8,2024/08/03,Sat,Indonesia,Bundling 2 Pcs Choco Caramel Pie,28000.00,1.73,Promotion,Regular
9,2024/08/03,Sat,Indonesia,Iced Coffee Macadamia,26000.00,1.61,Promotion,Regular
10,2024/08/03,Sat,Indonesia,Iced Chocolate Hazelnut,39000.00,2.42,Promotion,Regular
11,2024/08/03,Sat,Indonesia,Banana McFlurry®  With Sprinkle Crumbs,18000.00,1.12,Promotion,Regular
12,2024/08/03,Sat,Indonesia,Banana McFlurry®  With Oreo,18000.00,1.12,Promotion,Regular
13,2024/08/03,Sat,Indonesia,PaNas 2 with Fries Ayam McD Opor Sambel Terasi,64500.00,4.00,Promotion,Breakfast
14,2024/08/03,Sat,Indonesia,PaNas 2  Ayam McD Opor Sambel Terasi,60500.00,3.75,Promotion,Breakfast
15,2024/08/03,Sat,Indonesia,PaNas Spesial  Ayam McD Opor Sambel Terasi,51000.00,3.16,Promotion,Breakfast
16,2024/08/03,Sat,Indonesia,PaNas 1 Ayam McD Opor Sambel Terasi,43500.00,2.69,Promotion,Breakfast
17,2024/08/03,Sat,Indonesia,PaMer 5 Ayam McD Opor Sambal Terasi,156500.00,9.69,Promotion,Breakfast
18,2024/08/03,Sat,Indonesia,PaMer 7 Ayam McD Opor Sambal Terasi,198500.00,12.30,Promotion,Breakfast
19,2024/08/03,Sat,Indonesia,PROMO : 3 Ayam McD  +  3 Rice (M) + 3 Fruit Tea Lemon (S),65000.00,4.03,Promotion,Breakfast
20,2024/08/03,Sat,Indonesia,Bundling 2 Pcs Choco Caramel Pie,28000.00,1.73,Promotion,Breakfast
21,2024/08/03,Sat,Indonesia,Iced Coffee Macadamia,26000.00,1.61,Promotion,Breakfast
22,2024/08/03,Sat,Indonesia,Iced Chocolate Hazelnut,39000.00,2.42,Promotion,Breakfast
23,2024/08/03,Sat,Indonesia,Banana McFlurry®  With Sprinkle Crumbs,18000.00,1.12,Promotion,Breakfast
24,2024/08/03,Sat,Indonesia,Banana McFlurry®  With Oreo,18000.00,1.12,Promotion,Breakfast
25,2024/08/03,Sat,Indonesia,McFlurry Oreo + French Fries (S),20000.00,1.24,Exclusive Delivery,Regular
26,2024/08/03,Sat,Indonesia,Cheeseburger + French Fries (S),30000.00,1.86,Exclusive Delivery,Regular
27,2024/08/03,Sat,Indonesia,2 Ayam Krispy McD + French Fries (M),40000.00,2.48,Exclusive Delivery,Regular
28,2024/08/03,Sat,Indonesia,Paket Ayam McD Opor Spesial + McFlurry feat. OREO,54500.00,3.38,Exclusive Delivery,Regular
29,2024/08/03,Sat,Indonesia,"Paket Hemat Mac & Cheese Beef Burger, Med + Banana McFlurry with OREO",75000.00,4.65,Exclusive Delivery,Regular
30,2024/08/03,Sat,Indonesia,"Mac & Cheese Beef Burger, ALC + Banana McFlurry with OREO + Choco Caramel Pie",60000.00,3.72,Exclusive Delivery,Regular
31,2024/08/03,Sat,Indonesia,"2pcs Mac & Cheese Beef Burger + Korean McShaker Fries, Large + Banana McFlurry with OREO + Choco Caramel Pie",122000.00,7.56,Exclusive Delivery,Regular
32,2024/08/03,Sat,Indonesia,Paket Kenyang,150000.00,9.29,Exclusive Delivery,Regular
33,2024/08/03,Sat,Indonesia,Paket Ngemil,110000.00,6.81,Exclusive Delivery,Regular
34,2024/08/03,Sat,Indonesia,Paket Manis,71500.00,4.43,Exclusive Delivery,Regular
35,2024/08/03,Sat,Indonesia,Mac & Cheese Beef Burger,44500.00,2.76,Burger & McNuggets,Regular
36,2024/08/03,Sat,Indonesia,Big Mac®,43500.00,2.69,Burger & McNuggets,Regular
37,2024/08/03,Sat,Indonesia,Triple Cheeseburger,62500.00,3.87,Burger & McNuggets,Regular
38,2024/08/03,Sat,Indonesia,Double Cheeseburger,41500.00,2.57,Burger & McNuggets,Regular
39,2024/08/03,Sat,Indonesia,Cheeseburger Deluxe,34500.00,2.14,Burger & McNuggets,Regular
40,2024/08/03,Sat,Indonesia,Cheeseburger,32500.00,2.01,Burger & McNuggets,Regular
41,2024/08/03,Sat,Indonesia,Beef Burger Deluxe,26500.00,1.64,Burger & McNuggets,Regular
42,2024/08/03,Sat,Indonesia,McSpicy Chicken Burger,42000.00,2.60,Burger & McNuggets,Regular
43,2024/08/03,Sat,Indonesia,McChicken Burger,32500.00,2.01,Burger & McNuggets,Regular
44,2024/08/03,Sat,Indonesia,Chicken Burger Deluxe,26500.00,1.64,Burger & McNuggets,Regular
45,2024/08/03,Sat,Indonesia,Fish Burger,33000.00,2.04,Burger & McNuggets,Regular
46,2024/08/03,Sat,Indonesia,McNuggets®  9pcs,55000.00,3.41,Burger & McNuggets,Regular
47,2024/08/03,Sat,Indonesia,McNuggets® 6pcs,52000.00,3.22,Burger & McNuggets,Regular
48,2024/08/03,Sat,Indonesia,McNuggets®  4pcs,27000.00,1.67,Burger & McNuggets,Regular
49,2024/08/03,Sat,Indonesia,PROMO : 3 Ayam McD  +  3 Rice (M) + 3 Fruit Tea Lemon (S),65000.00,4.03,Ayam McD,Regular
50,2024/08/03,Sat,Indonesia,PaNas 2 with Fries,53000.00,3.28,Ayam McD,Regular
51,2024/08/03,Sat,Indonesia,PaNas 2 with Rice,51500.00,3.19,Ayam McD,Regular
52,2024/08/03,Sat,Indonesia,PaNas Spesial,47000.00,2.91,Ayam McD,Regular
53,2024/08/03,Sat,Indonesia,PaNas 1,39000.00,2.42,Ayam McD,Regular
54,2024/08/03,Sat,Indonesia,PaNas Korean Soy Garlic Wings,45000.00,2.79,Ayam McD,Regular
55,2024/08/03,Sat,Indonesia,PaMer 7,184000.00,11.40,Ayam McD,Regular
56,2024/08/03,Sat,Indonesia,PaMer 5,131500.00,8.15,Ayam McD,Regular
57,2024/08/03,Sat,Indonesia,Paket Berlima,135000.00,8.36,Ayam McD,Regular
58,2024/08/03,Sat,Indonesia,Paket Big Order,587500.00,36.39,Ayam McD,Regular
59,2024/08/03,Sat,Indonesia,Paket Ber 4,90000.00,5.58,Ayam McD,Regular
60,2024/08/03,Sat,Indonesia,Paket Keluarga Seru Tanpa Mainan,74500.00,4.61,Family Package,Regular
61,2024/08/03,Sat,Indonesia,Paket Keluarga Seru Dengan Mainan,93000.00,5.76,Family Package,Regular
62,2024/08/03,Sat,Indonesia,PaMer 5,131500.00,8.15,Family Package,Regular
63,2024/08/03,Sat,Indonesia,PaMer 7,184000.00,11.40,Family Package,Regular
64,2024/08/03,Sat,Indonesia,Paket Berlima,135000.00,8.36,Family Package,Regular
65,2024/08/03,Sat,Indonesia,Paket Ber 4,90000.00,5.58,Family Package,Regular
66,2024/08/03,Sat,Indonesia,Happy Meal® McNuggets® 4Pcs,45000.00,2.79,Happy Meals,Regular
67,2024/08/03,Sat,Indonesia,Happy Meal® Beef Burger,45000.00,2.79,Happy Meals,Regular
68,2024/08/03,Sat,Indonesia,Happy Meal® Chicken,45000.00,2.79,Happy Meals,Regular
69,2024/08/03,Sat,Indonesia,Paket Hebat - Korean Soy Garlic Wings,30500.00,1.89,Paket Hebat,Regular
70,2024/08/03,Sat,Indonesia,Paket Hebat - Beef Burger Deluxe,33000.00,2.04,Paket Hebat,Regular
71,2024/08/03,Sat,Indonesia,Paket Hebat - Chicken Burger Deluxe,33000.00,2.04,Paket Hebat,Regular
72,2024/08/03,Sat,Indonesia,Chocolate Sundae,12000.00,0.74,Menu Receh,Regular
73,2024/08/03,Sat,Indonesia,Strawberry Sundae,12000.00,0.74,Menu Receh,Regular
74,2024/08/03,Sat,Indonesia,Receh - Small Fries,12000.00,0.74,Menu Receh,Regular
75,2024/08/03,Sat,Indonesia,McFloat Fanta,12000.00,0.74,Menu Receh,Regular
76,2024/08/03,Sat,Indonesia,McFloat Coke,12000.00,0.74,Menu Receh,Regular
77,2024/08/03,Sat,Indonesia,Apple Pie,12500.00,0.77,Menu Receh,Regular
78,2024/08/03,Sat,Indonesia,Spicy Chicken Bites,13000.00,0.81,Menu Receh,Regular
79,2024/08/03,Sat,Indonesia,Iced Coffee,13500.00,0.84,Menu Receh,Regular
80,2024/08/03,Sat,Indonesia,McFlurry®  featuring Oreo,14000.00,0.87,Menu Receh,Regular
81,2024/08/03,Sat,Indonesia,Choco McFlurry®,14000.00,0.87,Menu Receh,Regular
82,2024/08/03,Sat,Indonesia,2pcs Korean Soy Garlic Wings,16500.00,1.02,Menu Receh,Regular
83,2024/08/03,Sat,Indonesia,Chicken Snack Wrap™,17500.00,1.08,Menu Receh,Regular
84,2024/08/03,Sat,Indonesia,Beef Burger,22500.00,1.39,Menu Receh,Regular
85,2024/08/03,Sat,Indonesia,Chicken Burger,22500.00,1.39,Menu Receh,Regular
86,2024/08/03,Sat,Indonesia,Nasi Uduk McD,21500.00,1.33,Menu Receh,Regular
87,2024/08/03,Sat,Indonesia,Spicy Korean McShaker Fries,24500.00,1.52,Snack,Regular
88,2024/08/03,Sat,Indonesia,Spicy Chicken Bites,13000.00,0.81,Snack,Regular
89,2024/08/03,Sat,Indonesia,French Fries,20500.00,1.27,Snack,Regular
90,2024/08/03,Sat,Indonesia,6pcs Korean Soy Garlic Wings,49500.00,3.07,Snack,Regular
91,2024/08/03,Sat,Indonesia,McNuggets®  9pcs,55000.00,3.41,Snack,Regular
92,2024/08/03,Sat,Indonesia,McNuggets® 6pcs,40000.00,2.48,Snack,Regular
93,2024/08/03,Sat,Indonesia,McNuggets®  4pcs,27000.00,1.67,Snack,Regular
94,2024/08/03,Sat,Indonesia,Chicken Snack Wrap™,17500.00,1.08,Snack,Regular
95,2024/08/03,Sat,Indonesia,Choco Caramel Pie,17000.00,1.05,Snack,Regular
96,2024/08/03,Sat,Indonesia,Apple Pie,12500.00,0.77,Snack,Regular
97,2024/08/03,Sat,Indonesia,Sweet Corn,13000.00,0.81,Snack,Regular
