,Date,Day,Territory,Menu Item,Price (IDR),Price (USD),Category,Menu
1,2024/05/19,Sun,Indonesia,Original Hello Kitty Plush Bag Tag,37500.00,2.35,Promotion Menu,Regular
2,2024/05/19,Sun,Indonesia,Selimut BigMac,99000.00,6.20,Promotion Menu,Regular
3,2024/05/19,Sun,Indonesia,Selimut French Fries,99000.00,6.20,Promotion Menu,Regular
4,2024/05/19,Sun,Indonesia,Sarung Bantal French Fries,27000.00,1.69,Promotion Menu,Regular
5,2024/05/19,Sun,Indonesia,PaNas 2 Ayam Gulai McD,60500.00,3.79,Promotion Menu,Regular
6,2024/05/19,Sun,Indonesia,PaNas Special Ayam Gulai McD,51000.00,3.20,Promotion Menu,Regular
7,2024/05/19,Sun,Indonesia,Dark Choco McFlurry® with Oreo,18500.00,1.16,Promotion Menu,Regular
8,2024/05/19,Sun,Indonesia,Dark Choco McFlurry®  with Crunch,18500.00,1.16,Promotion Menu,Regular
9,2024/05/19,Sun,Indonesia,Paket Hebat - Korean Soy Garlic Wings,30500.00,1.91,Promotion Menu,Regular
10,2024/05/19,Sun,Indonesia,Paket Hebat - Beef Burger Deluxe,33000.00,2.07,Promotion Menu,Regular
11,2024/05/19,Sun,Indonesia,Paket Hebat - Chicken Burger Deluxe,33000.00,2.07,Promotion Menu,Regular
12,2024/05/19,Sun,Indonesia,Iced Coffee Matcha Float,27000.00,1.69,Promotion Menu,Regular
13,2024/05/19,Sun,Indonesia,Paket Hantaran McD,135000.00,8.46,Promotion Menu,Regular
14,2024/05/19,Sun,Indonesia,Original Hello Kitty Plush Bag Tag,37500.00,2.35,Promotion Menu,Breakfast
15,2024/05/19,Sun,Indonesia,Selimut BigMac,99000.00,6.20,Promotion Menu,Breakfast
16,2024/05/19,Sun,Indonesia,Selimut French Fries,99000.00,6.20,Promotion Menu,Breakfast
17,2024/05/19,Sun,Indonesia,Sarung Bantal French Fries,27000.00,1.69,Promotion Menu,Breakfast
