,Date,Day,Territory,Menu Item,Price (IDR),Price (USD),Category,Menu
1,2024/09/14,Sat,Indonesia,Bundling 2 Pcs Choco Caramel Pie,28000.00,1.82,Promotion,Breakfast
2,2024/09/14,Sat,Indonesia,Banana McFlurry®  With Sprinkle Crumbs,18000.00,1.17,Promotion,Breakfast
3,2024/09/14,Sat,Indonesia,Banana McFlurry®  With Oreo,18000.00,1.17,Promotion,Breakfast
4,2024/09/14,Sat,Indonesia,Original Hello Kitty Plush Bag Tag,37500.00,2.44,Promotion,Breakfast
5,2024/09/14,Sat,Indonesia,2 Ayam Krispy McD + 2 Rice (M) + Fruit Tea Lemon (S),50000.00,3.25,Exclusive Delivery,Breakfast
6,2024/09/14,Sat,Indonesia,Paket Ayam McD Opor Spesial + McFlurry feat. OREO,54500.00,3.54,Exclusive Delivery,Breakfast
7,2024/09/14,Sat,Indonesia,Paket Kenyang,150000.00,9.74,Exclusive Delivery,Breakfast
8,2024/09/14,Sat,Indonesia,Paket Manis,71500.00,4.64,Exclusive Delivery,Breakfast
9,2024/09/14,Sat,Indonesia,Big Breakfast,42000.00,2.73,Breakfast Menu,Breakfast
10,2024/09/14,Sat,Indonesia,Egg & Cheese Muffin,20000.00,1.30,Breakfast Menu,Breakfast
11,2024/09/14,Sat,Indonesia,Egg & Cheese Muffin,27000.00,1.75,Breakfast Menu,Breakfast
12,2024/09/14,Sat,Indonesia,Sausage McMuffin® with Egg,34500.00,2.24,Breakfast Menu,Breakfast
13,2024/09/14,Sat,Indonesia,Chicken McMuffin® with Egg,33500.00,2.18,Breakfast Menu,Breakfast
14,2024/09/14,Sat,Indonesia,Egg McMuffin®,29500.00,1.92,Breakfast Menu,Breakfast
15,2024/09/14,Sat,Indonesia,Sausage McMuffin®,31000.00,2.01,Breakfast Menu,Breakfast
16,2024/09/14,Sat,Indonesia,Chicken Muffin,29000.00,1.88,Breakfast Menu,Breakfast
17,2024/09/14,Sat,Indonesia,Sausage Wrap,32000.00,2.08,Breakfast Menu,Breakfast
18,2024/09/14,Sat,Indonesia,Breakfast Wrap,29500.00,1.92,Breakfast Menu,Breakfast
19,2024/09/14,Sat,Indonesia,Hotcakes 3pcs,33000.00,2.14,Breakfast Menu,Breakfast
20,2024/09/14,Sat,Indonesia,Hotcakes 2pcs,28000.00,1.82,Breakfast Menu,Breakfast
21,2024/09/14,Sat,Indonesia,Nasi Uduk McD,30500.00,1.98,Breakfast Menu,Breakfast
22,2024/09/14,Sat,Indonesia,Bubur Ayam McD,15000.00,0.97,Breakfast Menu,Breakfast
23,2024/09/14,Sat,Indonesia,PaNas 2 with Rice,51500.00,3.34,Ayam McD,Breakfast
24,2024/09/14,Sat,Indonesia,PaNas Spesial,47000.00,3.05,Ayam McD,Breakfast
25,2024/09/14,Sat,Indonesia,PaNas 1,39000.00,2.53,Ayam McD,Breakfast
