,Date,Day,Territory,Menu Item,Price (VND),Price (USD),Category,Menu
1,2024/09/08,Sun,Vietnam,Combo Craving Chicken 169k (7587),169000.00,6.87,Promotions,Regular
2,2024/09/08,Sun,Vietnam,Combo Back To School - Fillet O Fish (1514),99000.00,4.02,Promotions,Regular
3,2024/09/08,Sun,Vietnam,Combo Back To School - Cheese Burger (1516),99000.00,4.02,Promotions,Regular
4,2024/09/08,Sun,Vietnam,Value Meal 40k - Sausage Burger (1606),40000.00,1.63,Promotions,Regular
5,2024/09/08,Sun,Vietnam,Value Meal 40k - Hamburger (1605),40000.00,1.63,Promotions,Regular
6,2024/09/08,Sun,Vietnam,Value Meal 40k - Fried Chicken (1608),40000.00,1.63,Promotions,Regular
7,2024/09/08,Sun,Vietnam,1pc BBQ Chicken Rice (1731),40000.00,1.63,Promotions,Regular
8,2024/09/08,Sun,Vietnam,COMBO 2A - BIC w.Korean BBQ & Cheese Sauce,179000.00,7.27,BIC w. Korean BBQ & Cheese Sauce,Regular
9,2024/09/08,Sun,Vietnam,COMBO 2B - BIC w. Korean BBQ & Cheese Sauce,209000.00,8.49,BIC w. Korean BBQ & Cheese Sauce,Regular
10,2024/09/08,Sun,Vietnam,COMBO 1B - BIC w. Korean BBQ & Cheese Sauce,94000.00,3.82,BIC w. Korean BBQ & Cheese Sauce,Regular
11,2024/09/08,Sun,Vietnam,2pcs BIC w. Korean BBQ & Cheese Sauce MEVM,114000.00,4.63,BIC w. Korean BBQ & Cheese Sauce,Regular
12,2024/09/08,Sun,Vietnam,1pc BIC w. Korean BBQ & Cheese Sauce MEVM,74000.00,3.01,BIC w. Korean BBQ & Cheese Sauce,Regular
13,2024/09/08,Sun,Vietnam,4pcs BIC w. Korean BBQ & Cheese Sauce,163000.00,6.62,BIC w. Korean BBQ & Cheese Sauce,Regular
14,2024/09/08,Sun,Vietnam,3pcs BIC w. Korean BBQ & Cheese Sauce,120000.00,4.88,BIC w. Korean BBQ & Cheese Sauce,Regular
15,2024/09/08,Sun,Vietnam,1pc BIC w. Korean BBQ & Cheese Sauce,44000.00,1.79,BIC w. Korean BBQ & Cheese Sauce,Regular
16,2024/09/08,Sun,Vietnam,Tropical Mocktail - Passion Fruit,41000.00,1.67,BIC w. Korean BBQ & Cheese Sauce,Regular
17,2024/09/08,Sun,Vietnam,Combo for 2 – A,141000.00,5.73,Combo,Regular
18,2024/09/08,Sun,Vietnam,Combo for 2 – B,189000.00,7.68,Combo,Regular
19,2024/09/08,Sun,Vietnam,Combo for 2 - C,199000.00,8.09,Combo,Regular
20,2024/09/08,Sun,Vietnam,Combo for 3 – A,289000.00,11.75,Combo,Regular
21,2024/09/08,Sun,Vietnam,Combo 3 người - B,299000.00,12.15,Combo,Regular
22,2024/09/08,Sun,Vietnam,Triple Cheeseburger,92000.00,3.74,Secret Menu,Regular
23,2024/09/08,Sun,Vietnam,Double McRoyal w Cheese,116000.00,4.71,Secret Menu,Regular
24,2024/09/08,Sun,Vietnam,Double Filet O Fish,85000.00,3.45,Secret Menu,Regular
25,2024/09/08,Sun,Vietnam,Chicken Burger w Mayo Premium,101000.00,4.10,Secret Menu,Regular
26,2024/09/08,Sun,Vietnam,1 pc Fried Chicken,39000.00,1.59,Fried Chicken,Regular
