,Date,Day,Territory,Menu Item,Price (VND),Price (USD),Category,Menu
1,2024/11/11,Mon,Vietnam,Combo Value Breakfast 45k,45000.00,1.78,Promotions,Breakfast
2,2024/11/11,Mon,Vietnam,Sausage McMuffin w Iced Americano (7573),59000.00,2.34,Promotions,Breakfast
3,2024/11/11,Mon,Vietnam,Cheesy Burger w Iced Latte (7572),69000.00,2.74,Promotions,Breakfast
4,2024/11/11,Mon,Vietnam,Iced Americano (4049),25000.00,0.99,Promotions,Breakfast
5,2024/11/11,Mon,Vietnam,Hot Latte (4050),25000.00,0.99,Promotions,Breakfast
6,2024/11/11,Mon,Vietnam,Iced Latte (4051),25000.00,0.99,Promotions,Breakfast
7,2024/11/11,Mon,Vietnam,Sausage & Egg McMuffin Value Meal,85000.00,3.37,Combo,Breakfast
8,2024/11/11,Mon,Vietnam,Big Breakfast,95000.00,3.77,Combo,Breakfast
9,2024/11/11,Mon,Vietnam,Sausage McMuffin Deluxe Value Meal,75000.00,2.97,Combo,Breakfast
10,2024/11/11,Mon,Vietnam,Chicken Muffin Value Meal,75000.00,2.97,Combo,Breakfast
11,2024/11/11,Mon,Vietnam,6pc Happy Chicken Bites Value Meal,79000.00,3.13,Combo,Breakfast
12,2024/11/11,Mon,Vietnam,Hash Brown,25000.00,0.99,Main menu,Breakfast
13,2024/11/11,Mon,Vietnam,Sausage & Egg McMuffin Value Meal,85000.00,3.37,Main menu,Breakfast
14,2024/11/11,Mon,Vietnam,Big Breakfast,95000.00,3.77,Main menu,Breakfast
15,2024/11/11,Mon,Vietnam,Muffin Gà Phô Mai,45000.00,1.78,Main menu,Breakfast
16,2024/11/11,Mon,Vietnam,Sausage & Egg McMuffin,53000.00,2.10,Main menu,Breakfast
17,2024/11/11,Mon,Vietnam,Big Breakfast,79000.00,3.13,Main menu,Breakfast
18,2024/11/11,Mon,Vietnam,Sausage McMuffin,39000.00,1.55,Main menu,Breakfast
19,2024/11/11,Mon,Vietnam,Sausage McMuffin Deluxe,45000.00,1.78,Main menu,Breakfast
20,2024/11/11,Mon,Vietnam,6pc Happy Chicken Bites,59000.00,2.34,Main menu,Breakfast
21,2024/11/11,Mon,Vietnam,9pc Happy Chicken Bites,79000.00,3.13,Main menu,Breakfast
22,2024/11/11,Mon,Vietnam,20pc Happy Chicken Bites,129000.00,5.12,Main menu,Breakfast
23,2024/11/11,Mon,Vietnam,4pc Happy Chicken Bites Happy Meal,79000.00,3.13,Happy Meals,Breakfast
24,2024/11/11,Mon,Vietnam,Happy Meal Chicken Muffin,79000.00,3.13,Happy Meals,Breakfast
25,2024/11/11,Mon,Vietnam,Tropical Mocktail - Passion Fruit,41000.00,1.63,Beverages,Breakfast
26,2024/11/11,Mon,Vietnam,Tall Iced Bac Siu,39000.00,1.55,Beverages,Breakfast
27,2024/11/11,Mon,Vietnam,Pineapple Yogurt,65000.00,2.58,Beverages,Breakfast
28,2024/11/11,Mon,Vietnam,Salted Calamansi Apricot Tall,45000.00,1.78,Beverages,Breakfast
29,2024/11/11,Mon,Vietnam,Coca-Cola,21000.00,0.83,Beverages,Breakfast
30,2024/11/11,Mon,Vietnam,Dasani water,26000.00,1.03,Beverages,Breakfast
31,2024/11/11,Mon,Vietnam,Sprite,21000.00,0.83,Beverages,Breakfast
32,2024/11/11,Mon,Vietnam,Fanta,21000.00,0.83,Beverages,Breakfast
33,2024/11/11,Mon,Vietnam,Peach Tea,59000.00,2.34,Beverages,Breakfast
34,2024/11/11,Mon,Vietnam,Milo,26000.00,1.03,Beverages,Breakfast
35,2024/11/11,Mon,Vietnam,Milk,26000.00,1.03,Beverages,Breakfast
36,2024/11/11,Mon,Vietnam,Iced Vietnamese White Coffee,39000.00,1.55,Beverages,Breakfast
37,2024/11/11,Mon,Vietnam,Iced Vietnamese Black,39000.00,1.55,Beverages,Breakfast
38,2024/11/11,Mon,Vietnam,Milk Cream Tea,59000.00,2.34,Beverages,Breakfast
39,2024/11/11,Mon,Vietnam,Matcha Frappe,89000.00,3.53,Beverages,Breakfast
40,2024/11/11,Mon,Vietnam,Hot Matcha Latte,65000.00,2.58,Beverages,Breakfast
41,2024/11/11,Mon,Vietnam,Lychee Black Tea,59000.00,2.34,Beverages,Breakfast
42,2024/11/11,Mon,Vietnam,Salted Calamansi Apricot Tall,45000.00,1.78,McCAFÉ,Breakfast
