,Date,Day,Territory,Menu Item,Price (JPY),Price (USD),Category,Menu
1,2024/01/15,Mon,Japan,McDelivery® Morning Set,1690.00,11.66,Featured,Regular Menu
2,2024/01/15,Mon,Japan,Sausage Egg Muffin Set,490.00,3.38,Featured,Regular Menu
3,2024/01/15,Mon,Japan,Sausage Muffin Set,380.00,2.62,Featured,Regular Menu
4,2024/01/15,Mon,Japan,Chicken McNuggets® Happy Set,520.00,3.59,Featured,Regular Menu
5,2024/01/15,Mon,Japan,PoteNage DAI,600.00,4.14,Featured,Regular Menu
6,2024/01/15,Mon,Japan,PoteNage TOKUDAI,950.00,6.56,Featured,Regular Menu
7,2024/01/15,Mon,Japan,Delivery Set for 3,2500.00,17.25,Featured,Regular Menu
8,2024/01/15,Mon,Japan,Delivery Set for 2,2240.00,15.46,Featured,Regular Menu
9,2024/01/15,Mon,Japan,Godzilla Delivery Set for 3,2750.00,18.98,Featured,Regular Menu
10,2024/01/15,Mon,Japan,Godzilla Delivery Set for 2,1850.00,12.77,Featured,Regular Menu
11,2024/01/15,Mon,Japan,Godzilla Delivery Set,1700.00,11.73,Featured,Regular Menu
12,2024/01/15,Mon,Japan,Spicy Thick Beef & Potato Set,830.00,5.73,Featured,Regular Menu
13,2024/01/15,Mon,Japan,Butterscotch Pie,210.00,1.45,Featured,Regular Menu
14,2024/01/15,Mon,Japan,Belgian Chocolate Pie,210.00,1.45,Featured,Regular Menu
15,2024/01/15,Mon,Japan,Box of 5 Macarons,850.00,5.87,Featured,Regular Menu
16,2024/01/15,Mon,Japan,Smile,0.00,0.00,Featured,Regular Menu
17,2024/01/15,Mon,Japan,Egg McMuffin®,240.00,1.66,Burgers,Regular Menu
18,2024/01/15,Mon,Japan,Bacon Egg McSandwich,250.00,1.73,Burgers,Regular Menu
19,2024/01/15,Mon,Japan,Sausage Egg Muffin,290.00,2.00,Burgers,Regular Menu
20,2024/01/15,Mon,Japan,Sausage Muffin,180.00,1.24,Burgers,Regular Menu
21,2024/01/15,Mon,Japan,Chicken Crisp Muffin,190.00,1.31,Burgers,Regular Menu
22,2024/01/15,Mon,Japan,Hotcakes,340.00,2.35,Burgers,Regular Menu
23,2024/01/15,Mon,Japan,McGriddles Sausage & Egg,340.00,2.35,Burgers,Regular Menu
24,2024/01/15,Mon,Japan,McGriddles Bacon & Egg,320.00,2.21,Burgers,Regular Menu
25,2024/01/15,Mon,Japan,McGriddles Sausage,230.00,1.59,Burgers,Regular Menu
26,2024/01/15,Mon,Japan,Mega Muffin,390.00,2.69,Burgers,Regular Menu
27,2024/01/15,Mon,Japan,Big Breakfast,480.00,3.31,Burgers,Regular Menu
28,2024/01/15,Mon,Japan,Big Breakfast Deluxe,680.00,4.69,Burgers,Regular Menu
29,2024/01/15,Mon,Japan,Bai Big Mac,650.00,4.49,Burgers,Regular Menu
30,2024/01/15,Mon,Japan,Bai Double Cheeseburger,600.00,4.14,Burgers,Regular Menu
31,2024/01/15,Mon,Japan,Bai Teriyaki McBurger,470.00,3.24,Burgers,Regular Menu
32,2024/01/15,Mon,Japan,Bai Filet-O-Fish,470.00,3.24,Burgers,Regular Menu
33,2024/01/15,Mon,Japan,Bai Chicken Filet-O,480.00,3.31,Burgers,Regular Menu
