,Date,Day,Territory,Menu Item,Price (JPY),Price (USD),Category,Menu
0,2022/02/05,Sat,Japan,Spicy Double Thick Beef,560.00,4.86,Recommendations,Regular Menu
1,2022/02/05,Sat,Japan,Smoky Mayo Triple Bacon Thick Beef,560.00,4.86,Recommendations,Regular Menu
2,2022/02/05,Sat,Japan,Samurai mac set for 3,2460.00,21.34,Recommendations,Regular Menu
3,2022/02/05,Sat,Japan,Samurai mac set for 2,1650.00,14.31,Recommendations,Regular Menu
4,2022/02/05,Sat,Japan,Spicy Chicken McNuggets Garlic Pepper,240.00,2.08,Recommendations,Regular Menu
5,2022/02/05,Sat,Japan,Belgian Chocolat Pie,180.00,1.56,Recommendations,Regular Menu
6,2022/02/05,Sat,Japan,Delivery Set for 3,2500.00,21.68,Recommendations,Regular Menu
7,2022/02/05,Sat,Japan,Smile,0.00,0.00,Recommendations,Regular Menu
8,2022/02/05,Sat,Japan,Spicy Chicken McNuggets Garlic Pepper,240.00,2.08,Recommendations,Breakfast Menu
9,2022/02/05,Sat,Japan,Belgian Chocolat Pie,180.00,1.56,Recommendations,Breakfast Menu
10,2022/02/05,Sat,Japan,McDelivery® Morning Set,1500.00,13.01,Recommendations,Breakfast Menu
11,2022/02/05,Sat,Japan,Smile,0.00,0.00,Recommendations,Breakfast Menu
12,2022/02/05,Sat,Japan,Big Mac®,420.00,3.64,Burgers,Regular Menu
13,2022/02/05,Sat,Japan,Roasted Soy Sauce Double Thick Beef,560.00,4.86,Burgers,Regular Menu
14,2022/02/05,Sat,Japan,Roasted Soy Sauce Bacon Tomato Thick Beef,560.00,4.86,Burgers,Regular Menu
15,2022/02/05,Sat,Japan,Double Cheeseburger,380.00,3.30,Burgers,Regular Menu
16,2022/02/05,Sat,Japan,Teriyaki McBurger,380.00,3.30,Burgers,Regular Menu
17,2022/02/05,Sat,Japan,Filet-O-Fish®,380.00,3.30,Burgers,Regular Menu
18,2022/02/05,Sat,Japan,Chicken Filet-O®,390.00,3.38,Burgers,Regular Menu
19,2022/02/05,Sat,Japan,Teriyaki Chicken Filet-O,400.00,3.47,Burgers,Regular Menu
20,2022/02/05,Sat,Japan,Bacon Lettuce Burger,390.00,3.38,Burgers,Regular Menu
21,2022/02/05,Sat,Japan,Shrimp Filet-O,420.00,3.64,Burgers,Regular Menu
22,2022/02/05,Sat,Japan,Spicy Beef Burger,230.00,1.99,Burgers,Regular Menu
23,2022/02/05,Sat,Japan,"Spicy Chicken Burger ""Spachiki""",230.00,1.99,Burgers,Regular Menu
24,2022/02/05,Sat,Japan,Egg Cheeseburger,230.00,1.99,Burgers,Regular Menu
25,2022/02/05,Sat,Japan,Chicken Cheese Burger,230.00,1.99,Burgers,Regular Menu
26,2022/02/05,Sat,Japan,Hamburger,130.00,1.13,Burgers,Regular Menu
27,2022/02/05,Sat,Japan,Chicken Crisp,130.00,1.13,Burgers,Regular Menu
28,2022/02/05,Sat,Japan,Cheeseburger,160.00,1.39,Burgers,Regular Menu
29,2022/02/05,Sat,Japan,Bai Big Mac,520.00,4.51,Burgers,Regular Menu
30,2022/02/05,Sat,Japan,Bai Double Cheeseburger,480.00,4.16,Burgers,Regular Menu
31,2022/02/05,Sat,Japan,Bai Teriyaki McBurger,480.00,4.16,Burgers,Regular Menu
32,2022/02/05,Sat,Japan,Bai Filet-O-Fish,480.00,4.16,Burgers,Regular Menu
33,2022/02/05,Sat,Japan,Bai Chicken Filet-O,490.00,4.25,Burgers,Regular Menu
34,2022/02/05,Sat,Japan,Bai Teriyaki Chicken Filet-O,500.00,4.34,Burgers,Regular Menu
35,2022/02/05,Sat,Japan,Bai Bacon Lettuce Burger,490.00,4.25,Burgers,Regular Menu
36,2022/02/05,Sat,Japan,Bai Shrimp Filet-O,520.00,4.51,Burgers,Regular Menu
37,2022/02/05,Sat,Japan,Bai Spicy Beef Burger,330.00,2.86,Burgers,Regular Menu
38,2022/02/05,Sat,Japan,Bai Spicy Chicken Burger,330.00,2.86,Burgers,Regular Menu
39,2022/02/05,Sat,Japan,Bai Egg Cheeseburger,330.00,2.86,Burgers,Regular Menu
40,2022/02/05,Sat,Japan,Bai Chicken Cheese Burger,330.00,2.86,Burgers,Regular Menu
41,2022/02/05,Sat,Japan,Bai Hamburger,230.00,1.99,Burgers,Regular Menu
