,Date,Day,Territory,Menu Item,Price (JPY),Price (USD),Category,Menu
0,2022/03/25,Fri,Japan,Thick Spicy Bacon Teritama,490.00,4.03,Recommendations,Regular Menu
1,2022/03/25,Fri,Japan,Teritama,400.00,3.29,Recommendations,Regular Menu
2,2022/03/25,Fri,Japan,Cheese Teritama,430.00,3.53,Recommendations,Regular Menu
3,2022/03/25,Fri,Japan,Teritama Delivery Set,1150.00,9.45,Recommendations,Regular Menu
4,2022/03/25,Fri,Japan,Teritama Delivery Set for 3,2100.00,17.26,Recommendations,Regular Menu
5,2022/03/25,Fri,Japan,Teritama Delivery Set for 2,1400.00,11.51,Recommendations,Regular Menu
6,2022/03/25,Fri,Japan,Shaka Shaka Potato® Smoke Cheese Flavor Seasoning,30.00,0.25,Recommendations,Regular Menu
7,2022/03/25,Fri,Japan,Sakuramochi Pie,180.00,1.48,Recommendations,Regular Menu
8,2022/03/25,Fri,Japan,Hot Apple Pie,120.00,0.99,Recommendations,Regular Menu
9,2022/03/25,Fri,Japan,McFlurry® with KITKAT®,340.00,2.79,Recommendations,Regular Menu
10,2022/03/25,Fri,Japan,McFlurry® with KITKAT® Strawberry,370.00,3.04,Recommendations,Regular Menu
11,2022/03/25,Fri,Japan,Hitokuchi Churros,280.00,2.30,Recommendations,Regular Menu
12,2022/03/25,Fri,Japan,McFizz® Ehime Ponkan,290.00,2.38,Recommendations,Regular Menu
13,2022/03/25,Fri,Japan,McFizz® Pink Grapefruit Lemonade,290.00,2.38,Recommendations,Regular Menu
14,2022/03/25,Fri,Japan,Delivery Set for 3,2500.00,20.55,Recommendations,Regular Menu
15,2022/03/25,Fri,Japan,Delivery Set for 2,1800.00,14.79,Recommendations,Regular Menu
16,2022/03/25,Fri,Japan,McDelivery® Set,1500.00,12.33,Recommendations,Regular Menu
17,2022/03/25,Fri,Japan,Potenage XL ＋2 choices,1360.00,11.18,Recommendations,Regular Menu
18,2022/03/25,Fri,Japan,PoteNage DAI,600.00,4.93,Recommendations,Regular Menu
19,2022/03/25,Fri,Japan,PoteNage TOKUDAI,960.00,7.89,Recommendations,Regular Menu
20,2022/03/25,Fri,Japan,Smile,0.00,0.00,Recommendations,Regular Menu
21,2022/03/25,Fri,Japan,Teritama Muffin,410.00,3.37,Recommendations,Breakfast Menu
22,2022/03/25,Fri,Japan,Sakuramochi Pie,180.00,1.48,Recommendations,Breakfast Menu
23,2022/03/25,Fri,Japan,Hot Apple Pie,120.00,0.99,Recommendations,Breakfast Menu
24,2022/03/25,Fri,Japan,McFlurry® with KITKAT®,340.00,2.79,Recommendations,Breakfast Menu
25,2022/03/25,Fri,Japan,McFlurry® with KITKAT® Strawberry,370.00,3.04,Recommendations,Breakfast Menu
26,2022/03/25,Fri,Japan,Hitokuchi Churros,280.00,2.30,Recommendations,Breakfast Menu
27,2022/03/25,Fri,Japan,McFizz® Ehime Ponkan,290.00,2.38,Recommendations,Breakfast Menu
28,2022/03/25,Fri,Japan,McFizz® Pink Grapefruit Lemonade,290.00,2.38,Recommendations,Breakfast Menu
29,2022/03/25,Fri,Japan,McDelivery® Morning Set,1500.00,12.33,Recommendations,Breakfast Menu
30,2022/03/25,Fri,Japan,Smile,0.00,0.00,Recommendations,Breakfast Menu
31,2022/03/25,Fri,Japan,Big Mac®,430.00,3.53,Burgers,Regular Menu
32,2022/03/25,Fri,Japan,Roasted Soy Sauce Double Thick Beef,570.00,4.68,Burgers,Regular Menu
33,2022/03/25,Fri,Japan,Roasted Soy Sauce Bacon Tomato Thick Beef,570.00,4.68,Burgers,Regular Menu
34,2022/03/25,Fri,Japan,Double Cheeseburger,390.00,3.21,Burgers,Regular Menu
35,2022/03/25,Fri,Japan,Teriyaki McBurger,390.00,3.21,Burgers,Regular Menu
36,2022/03/25,Fri,Japan,Filet-O-Fish®,390.00,3.21,Burgers,Regular Menu
37,2022/03/25,Fri,Japan,Chicken Filet-O®,400.00,3.29,Burgers,Regular Menu
38,2022/03/25,Fri,Japan,Teriyaki Chicken Filet-O,410.00,3.37,Burgers,Regular Menu
39,2022/03/25,Fri,Japan,Bacon Lettuce Burger,400.00,3.29,Burgers,Regular Menu
40,2022/03/25,Fri,Japan,Shrimp Filet-O,430.00,3.53,Burgers,Regular Menu
41,2022/03/25,Fri,Japan,Spicy Beef Burger,250.00,2.05,Burgers,Regular Menu
42,2022/03/25,Fri,Japan,"Spicy Chicken Burger ""Spachiki""",250.00,2.05,Burgers,Regular Menu
43,2022/03/25,Fri,Japan,Egg Cheeseburger,250.00,2.05,Burgers,Regular Menu
44,2022/03/25,Fri,Japan,Chicken Cheese Burger,250.00,2.05,Burgers,Regular Menu
45,2022/03/25,Fri,Japan,Hamburger,150.00,1.23,Burgers,Regular Menu
46,2022/03/25,Fri,Japan,Chicken Crisp,150.00,1.23,Burgers,Regular Menu
47,2022/03/25,Fri,Japan,Cheeseburger,180.00,1.48,Burgers,Regular Menu
48,2022/03/25,Fri,Japan,Bai Big Mac,530.00,4.36,Burgers,Regular Menu
49,2022/03/25,Fri,Japan,Bai Double Cheeseburger,490.00,4.03,Burgers,Regular Menu
50,2022/03/25,Fri,Japan,Bai Teriyaki McBurger,490.00,4.03,Burgers,Regular Menu
51,2022/03/25,Fri,Japan,Bai Filet-O-Fish,490.00,4.03,Burgers,Regular Menu
52,2022/03/25,Fri,Japan,Bai Chicken Filet-O,500.00,4.11,Burgers,Regular Menu
53,2022/03/25,Fri,Japan,Bai Teriyaki Chicken Filet-O,510.00,4.19,Burgers,Regular Menu
54,2022/03/25,Fri,Japan,Bai Bacon Lettuce Burger,500.00,4.11,Burgers,Regular Menu
55,2022/03/25,Fri,Japan,Bai Shrimp Filet-O,530.00,4.36,Burgers,Regular Menu
56,2022/03/25,Fri,Japan,Bai Spicy Beef Burger,350.00,2.88,Burgers,Regular Menu
57,2022/03/25,Fri,Japan,Bai Spicy Chicken Burger,350.00,2.88,Burgers,Regular Menu
58,2022/03/25,Fri,Japan,Bai Egg Cheeseburger,350.00,2.88,Burgers,Regular Menu
59,2022/03/25,Fri,Japan,Bai Chicken Cheese Burger,350.00,2.88,Burgers,Regular Menu
60,2022/03/25,Fri,Japan,Bai Hamburger,250.00,2.05,Burgers,Regular Menu
61,2022/03/25,Fri,Japan,Bai Chicken Crisp,250.00,2.05,Burgers,Regular Menu
62,2022/03/25,Fri,Japan,Bai Cheeseburger,280.00,2.30,Burgers,Regular Menu
63,2022/03/25,Fri,Japan,Smile,0.00,0.00,Burgers,Regular Menu
64,2022/03/25,Fri,Japan,McFry (S),200.00,1.64,Sides,Regular Menu
65,2022/03/25,Fri,Japan,McFry (M),340.00,2.79,Sides,Regular Menu
66,2022/03/25,Fri,Japan,McFry (L),400.00,3.29,Sides,Regular Menu
67,2022/03/25,Fri,Japan,Chicken McNuggets® 5Pcs,250.00,2.05,Sides,Regular Menu
68,2022/03/25,Fri,Japan,Chicken McNuggets® 15Pcs,710.00,5.84,Sides,Regular Menu
69,2022/03/25,Fri,Japan,PoteNage DAI,600.00,4.93,Sides,Regular Menu
70,2022/03/25,Fri,Japan,PoteNage TOKUDAI,960.00,7.89,Sides,Regular Menu
71,2022/03/25,Fri,Japan,Shaka-Chicki,180.00,1.48,Sides,Regular Menu
72,2022/03/25,Fri,Japan,Side Salad,350.00,2.88,Sides,Regular Menu
73,2022/03/25,Fri,Japan,Edamame & Corn,300.00,2.47,Sides,Regular Menu
74,2022/03/25,Fri,Japan,Yogurt,230.00,1.89,Sides,Regular Menu
