,Date,Day,Territory,Menu Item,Price (JPY),Price (USD),Category,Menu
1,2025/01/24,Fri,Japan,Sausage Egg Muffin Set,520.00,3.33,Featured,Regular Menu
2,2025/01/24,Fri,Japan,Mega Muffin Set,620.00,3.97,Featured,Regular Menu
3,2025/01/24,Fri,Japan,Hash Potato,150.00,0.96,Featured,Regular Menu
4,2025/01/24,Fri,Japan,Chicken McNuggets® Happy Set,520.00,3.33,Featured,Regular Menu
5,2025/01/24,Fri,Japan,Pote Nage Mix DAI,620.00,3.97,Featured,Regular Menu
6,2025/01/24,Fri,Japan,Pote Nage Mix TOKUDAI,970.00,6.21,Featured,Regular Menu
7,2025/01/24,Fri,Japan,Bai Big Mac Set,950.00,6.08,Featured,Regular Menu
8,2025/01/24,Fri,Japan,Bai Teriyaki McBurger Set,770.00,4.93,Featured,Regular Menu
9,2025/01/24,Fri,Japan,Evangelion Delivery Set for 3,2990.00,19.14,Featured,Regular Menu
10,2025/01/24,Fri,Japan,Evangelion Delivery Set for 2,2000.00,12.80,Featured,Regular Menu
11,2025/01/24,Fri,Japan,Evangelion Delivery Set,1860.00,11.91,Featured,Regular Menu
12,2025/01/24,Fri,Japan,Delivery Set for 3,2500.00,16.00,Featured,Regular Menu
13,2025/01/24,Fri,Japan,Delivery Set for 2,2240.00,14.34,Featured,Regular Menu
14,2025/01/24,Fri,Japan,Deli Set for A1,1500.00,9.60,Featured,Regular Menu
15,2025/01/24,Fri,Japan,Deli Set for B1,1500.00,9.60,Featured,Regular Menu
16,2025/01/24,Fri,Japan,Potenage XL ＋2Choices,1360.00,8.71,Featured,Regular Menu
17,2025/01/24,Fri,Japan,McFlurry® NY Cheesecake,320.00,2.05,Featured,Regular Menu
18,2025/01/24,Fri,Japan,McFlurry® with Cho OREO® Cookie,340.00,2.18,Featured,Regular Menu
19,2025/01/24,Fri,Japan,Spicy Chicken McNuggets Garlic Pepper 5Pcs,280.00,1.79,Featured,Regular Menu
20,2025/01/24,Fri,Japan,Flavorful Garlic Sauce,40.00,0.26,Featured,Regular Menu
21,2025/01/24,Fri,Japan,3 Kinds of Cheese Sauce,40.00,0.26,Featured,Regular Menu
22,2025/01/24,Fri,Japan,Ganache Cream Pie,210.00,1.34,Featured,Regular Menu
23,2025/01/24,Fri,Japan,White Chocolate Milk Tea Pie,210.00,1.34,Featured,Regular Menu
24,2025/01/24,Fri,Japan,Smile,0.00,0.00,Featured,Regular Menu
25,2025/01/24,Fri,Japan,Egg McMuffin®,260.00,1.66,Burgers,Regular Menu
26,2025/01/24,Fri,Japan,Bacon Egg McSandwich,270.00,1.73,Burgers,Regular Menu
27,2025/01/24,Fri,Japan,Sausage Egg Muffin,320.00,2.05,Burgers,Regular Menu
28,2025/01/24,Fri,Japan,Sausage Muffin,180.00,1.15,Burgers,Regular Menu
29,2025/01/24,Fri,Japan,Chicken McMuffin,190.00,1.22,Burgers,Regular Menu
30,2025/01/24,Fri,Japan,Hotcakes,360.00,2.30,Burgers,Regular Menu
31,2025/01/24,Fri,Japan,McGriddles Sausage & Egg,360.00,2.30,Burgers,Regular Menu
32,2025/01/24,Fri,Japan,McGriddles Bacon & Egg,340.00,2.18,Burgers,Regular Menu
33,2025/01/24,Fri,Japan,McGriddles Sausage,250.00,1.60,Burgers,Regular Menu
34,2025/01/24,Fri,Japan,Mega Muffin,420.00,2.69,Burgers,Regular Menu
35,2025/01/24,Fri,Japan,Bai Big Mac,680.00,4.35,Burgers,Regular Menu
36,2025/01/24,Fri,Japan,Bai Double Cheeseburger,630.00,4.03,Burgers,Regular Menu
37,2025/01/24,Fri,Japan,Bai Teriyaki McBurger,500.00,3.20,Burgers,Regular Menu
38,2025/01/24,Fri,Japan,Bai Filet-O-Fish,500.00,3.20,Burgers,Regular Menu
39,2025/01/24,Fri,Japan,Bai Chicken Filet-O,510.00,3.26,Burgers,Regular Menu
40,2025/01/24,Fri,Japan,Bai Teriyaki Chicken Filet-O,520.00,3.33,Burgers,Regular Menu
41,2025/01/24,Fri,Japan,Bai Bacon Lettuce Burger,510.00,3.26,Burgers,Regular Menu
42,2025/01/24,Fri,Japan,Bai Shrimp Filet-O,530.00,3.39,Burgers,Regular Menu
43,2025/01/24,Fri,Japan,Bai McChicken,280.00,1.79,Burgers,Regular Menu
44,2025/01/24,Fri,Japan,Bai Spicy McChicken,300.00,1.92,Burgers,Regular Menu
45,2025/01/24,Fri,Japan,Bai McChicken Cheese,340.00,2.18,Burgers,Regular Menu
46,2025/01/24,Fri,Japan,Bai Egg Cheeseburger,340.00,2.18,Burgers,Regular Menu
47,2025/01/24,Fri,Japan,Bai Hamburger,270.00,1.73,Burgers,Regular Menu
48,2025/01/24,Fri,Japan,Bai Cheeseburger,300.00,1.92,Burgers,Regular Menu
49,2025/01/24,Fri,Japan,Zakugiri-Potato & Thick Beef Garlic Mayo,540.00,3.46,Burgers,Regular Menu
50,2025/01/24,Fri,Japan,Mexican Cheese Chicken,490.00,3.14,Burgers,Regular Menu
51,2025/01/24,Fri,Japan,Cheese Double Teriyaki,530.00,3.39,Burgers,Regular Menu
52,2025/01/24,Fri,Japan,Big Mac®,480.00,3.07,Burgers,Regular Menu
