,Date,Day,Territory,Menu Item,Price (JPY),Price (USD),Category,Menu
1,2022/11/06,Sun,Japan,Karubi Burger,530.00,3.61,Recommendations,Regular Menu
2,2022/11/06,Sun,Japan,Wild Beef Burger Onion Rings & Cheese,570.00,3.89,Recommendations,Regular Menu
3,2022/11/06,Sun,Japan,Kebab-like Chicken Burger,510.00,3.48,Recommendations,Regular Menu
4,2022/11/06,Sun,Japan,Tokiwokakeru Burgers Delivery Set for 3,2550.00,17.39,Recommendations,Regular Menu
5,2022/11/06,Sun,Japan,Tokiwokakeru Burgers Delivery Set for 2,1700.00,11.59,Recommendations,Regular Menu
6,2022/11/06,Sun,Japan,Tokiwokakeru Burgers Delivery Set for 1,1500.00,10.23,Recommendations,Regular Menu
7,2022/11/06,Sun,Japan,Gohan Karubi,590.00,4.02,Recommendations,Regular Menu
8,2022/11/06,Sun,Japan,Gohan Chicken with Very Tasty Soy Sauce Flavor,510.00,3.48,Recommendations,Regular Menu
9,2022/11/06,Sun,Japan,Gohan Teriyaki,490.00,3.34,Recommendations,Regular Menu
10,2022/11/06,Sun,Japan,McDonald’s THE Chicken Garlic Pepper,290.00,1.98,Recommendations,Regular Menu
11,2022/11/06,Sun,Japan,Sankaku Choco Pie Black,180.00,1.23,Recommendations,Regular Menu
12,2022/11/06,Sun,Japan,Sankaku Choco Pie White,200.00,1.36,Recommendations,Regular Menu
13,2022/11/06,Sun,Japan,BigMac® Set with Donation,890.00,6.07,Recommendations,Regular Menu
14,2022/11/06,Sun,Japan,Double Cheese Burger Set with Donation,840.00,5.73,Recommendations,Regular Menu
15,2022/11/06,Sun,Japan,Teriyaki McBurger Set with Donation,840.00,5.73,Recommendations,Regular Menu
16,2022/11/06,Sun,Japan,Delivery Set for 3,2950.00,20.12,Recommendations,Regular Menu
17,2022/11/06,Sun,Japan,Delivery Set for 2,2100.00,14.32,Recommendations,Regular Menu
18,2022/11/06,Sun,Japan,McDelivery® Set,1700.00,11.59,Recommendations,Regular Menu
19,2022/11/06,Sun,Japan,Potenage XL ＋2 choices,1680.00,11.46,Recommendations,Regular Menu
20,2022/11/06,Sun,Japan,PoteNage DAI,630.00,4.30,Recommendations,Regular Menu
