,Date,Day,Territory,Menu Item,Price (JPY),Price (USD),Category,Menu
1,2022/09/16,Fri,Japan,Sukiyaki Tsukimi,510.00,3.55,Recommendations,Regular Menu
2,2022/09/16,Fri,Japan,Tsukimi Burger,420.00,2.93,Recommendations,Regular Menu
3,2022/09/16,Fri,Japan,Cheese Tsukimi,450.00,3.14,Recommendations,Regular Menu
4,2022/09/16,Fri,Japan,Tsukimi Burgers Delivery Set for 3,2790.00,19.44,Recommendations,Regular Menu
5,2022/09/16,Fri,Japan,Tsukimi Burgers Delivery Set for 2,1880.00,13.10,Recommendations,Regular Menu
6,2022/09/16,Fri,Japan,Tsukimi Burgers Delivery Set for 1,1540.00,10.73,Recommendations,Regular Menu
7,2022/09/16,Fri,Japan,Tsukimi McFlurry®,380.00,2.65,Recommendations,Regular Menu
8,2022/09/16,Fri,Japan,Tsukimi McShake®,170.00,1.18,Recommendations,Regular Menu
9,2022/09/16,Fri,Japan,Tsukimi Pie,180.00,1.25,Recommendations,Regular Menu
10,2022/09/16,Fri,Japan,Delivery Set for 3,2500.00,17.42,Recommendations,Regular Menu
11,2022/09/16,Fri,Japan,Delivery Set for 2,1800.00,12.54,Recommendations,Regular Menu
12,2022/09/16,Fri,Japan,McDelivery® Set,1500.00,10.45,Recommendations,Regular Menu
13,2022/09/16,Fri,Japan,Potenage XL ＋2 choices,1360.00,9.48,Recommendations,Regular Menu
14,2022/09/16,Fri,Japan,PoteNage DAI,600.00,4.18,Recommendations,Regular Menu
15,2022/09/16,Fri,Japan,PoteNage TOKUDAI,960.00,6.69,Recommendations,Regular Menu
16,2022/09/16,Fri,Japan,Smile,0.00,0.00,Recommendations,Regular Menu
17,2022/09/16,Fri,Japan,Tsukimi Muffin,400.00,2.79,Recommendations,Breakfast Menu
18,2022/09/16,Fri,Japan,Tsukimi Burgers Delivery Set for morning,1240.00,8.64,Recommendations,Breakfast Menu
19,2022/09/16,Fri,Japan,Tsukimi McFlurry®,380.00,2.65,Recommendations,Breakfast Menu
20,2022/09/16,Fri,Japan,Tsukimi McShake®,170.00,1.18,Recommendations,Breakfast Menu
21,2022/09/16,Fri,Japan,Tsukimi Pie,180.00,1.25,Recommendations,Breakfast Menu
22,2022/09/16,Fri,Japan,McDelivery® Morning Set,1500.00,10.45,Recommendations,Breakfast Menu
23,2022/09/16,Fri,Japan,Smile,0.00,0.00,Recommendations,Breakfast Menu
24,2022/09/16,Fri,Japan,Big Mac®,430.00,3.00,Burgers,Regular Menu
25,2022/09/16,Fri,Japan,Roasted Soy Sauce Double Thick Beef,570.00,3.97,Burgers,Regular Menu
26,2022/09/16,Fri,Japan,Roasted Soy Sauce Bacon Tomato Thick Beef,570.00,3.97,Burgers,Regular Menu
27,2022/09/16,Fri,Japan,Double Cheeseburger,390.00,2.72,Burgers,Regular Menu
28,2022/09/16,Fri,Japan,Teriyaki McBurger,390.00,2.72,Burgers,Regular Menu
29,2022/09/16,Fri,Japan,Filet-O-Fish®,390.00,2.72,Burgers,Regular Menu
30,2022/09/16,Fri,Japan,Chicken Filet-O®,400.00,2.79,Burgers,Regular Menu
31,2022/09/16,Fri,Japan,Teriyaki Chicken Filet-O,410.00,2.86,Burgers,Regular Menu
32,2022/09/16,Fri,Japan,Bacon Lettuce Burger,400.00,2.79,Burgers,Regular Menu
33,2022/09/16,Fri,Japan,Shrimp Filet-O,430.00,3.00,Burgers,Regular Menu
34,2022/09/16,Fri,Japan,Spicy Beef Burger,250.00,1.74,Burgers,Regular Menu
35,2022/09/16,Fri,Japan,"Spicy Chicken Burger ""Spachiki""",250.00,1.74,Burgers,Regular Menu
36,2022/09/16,Fri,Japan,Egg Cheeseburger,250.00,1.74,Burgers,Regular Menu
37,2022/09/16,Fri,Japan,Chicken Cheese Burger,250.00,1.74,Burgers,Regular Menu
38,2022/09/16,Fri,Japan,Hamburger,150.00,1.05,Burgers,Regular Menu
39,2022/09/16,Fri,Japan,Chicken Crisp,150.00,1.05,Burgers,Regular Menu
40,2022/09/16,Fri,Japan,Cheeseburger,180.00,1.25,Burgers,Regular Menu
41,2022/09/16,Fri,Japan,Bai Big Mac,530.00,3.69,Burgers,Regular Menu
42,2022/09/16,Fri,Japan,Bai Double Cheeseburger,490.00,3.41,Burgers,Regular Menu
43,2022/09/16,Fri,Japan,Bai Teriyaki McBurger,490.00,3.41,Burgers,Regular Menu
44,2022/09/16,Fri,Japan,Bai Filet-O-Fish,490.00,3.41,Burgers,Regular Menu
45,2022/09/16,Fri,Japan,Bai Chicken Filet-O,500.00,3.48,Burgers,Regular Menu
46,2022/09/16,Fri,Japan,Bai Teriyaki Chicken Filet-O,510.00,3.55,Burgers,Regular Menu
47,2022/09/16,Fri,Japan,Bai Bacon Lettuce Burger,500.00,3.48,Burgers,Regular Menu
48,2022/09/16,Fri,Japan,Bai Shrimp Filet-O,530.00,3.69,Burgers,Regular Menu
49,2022/09/16,Fri,Japan,Bai Spicy Beef Burger,350.00,2.44,Burgers,Regular Menu
50,2022/09/16,Fri,Japan,Bai Spicy Chicken Burger,350.00,2.44,Burgers,Regular Menu
51,2022/09/16,Fri,Japan,Bai Egg Cheeseburger,350.00,2.44,Burgers,Regular Menu
52,2022/09/16,Fri,Japan,Bai Chicken Cheese Burger,350.00,2.44,Burgers,Regular Menu
53,2022/09/16,Fri,Japan,Bai Hamburger,250.00,1.74,Burgers,Regular Menu
54,2022/09/16,Fri,Japan,Bai Chicken Crisp,250.00,1.74,Burgers,Regular Menu
