,Date,Day,Territory,Menu Item,Price (JPY),Price (USD),Category,Menu
1,2025/07/06,Sun,Japan,Sausage Egg Muffin Set,530.00,3.67,Featured,Regular Menu
2,2025/07/06,Sun,Japan,Sausage Muffin Set,400.00,2.77,Featured,Regular Menu
3,2025/07/06,Sun,Japan,Egg McMuffin® Set,460.00,3.18,Featured,Regular Menu
4,2025/07/06,Sun,Japan,Chicken McNuggets® Happy Set,540.00,3.74,Featured,Regular Menu
5,2025/07/06,Sun,Japan,PoteNage DAI,600.00,4.15,Featured,Regular Menu
6,2025/07/06,Sun,Japan,PoteNage TOKUDAI,960.00,6.64,Featured,Regular Menu
7,2025/07/06,Sun,Japan,Bai Big Mac Set,990.00,6.85,Featured,Regular Menu
8,2025/07/06,Sun,Japan,Bai Teriyaki McBurger Set,790.00,5.47,Featured,Regular Menu
9,2025/07/06,Sun,Japan,Delivery Set for 3,3550.00,24.57,Featured,Regular Menu
10,2025/07/06,Sun,Japan,Delivery Set for 2,2590.00,17.93,Featured,Regular Menu
11,2025/07/06,Sun,Japan,Thick Beef & Garlic Onion Beef Set,840.00,5.81,Featured,Regular Menu
12,2025/07/06,Sun,Japan,Big Mac® Set,750.00,5.19,Featured,Regular Menu
13,2025/07/06,Sun,Japan,Potenage XL ＋2Choices,2300.00,15.92,Featured,Regular Menu
14,2025/07/06,Sun,Japan,Milky Pie,200.00,1.38,Featured,Regular Menu
15,2025/07/06,Sun,Japan,Peach Smoothie,490.00,3.39,Featured,Regular Menu
16,2025/07/06,Sun,Japan,Peach Mixed Fruit Frappe,500.00,3.46,Featured,Regular Menu
17,2025/07/06,Sun,Japan,Smile,0.00,0.00,Featured,Regular Menu
18,2025/07/06,Sun,Japan,Egg McMuffin®,260.00,1.80,Burgers,Regular Menu
19,2025/07/06,Sun,Japan,Bacon Egg McSandwich,300.00,2.08,Burgers,Regular Menu
20,2025/07/06,Sun,Japan,Sausage Egg Muffin,330.00,2.28,Burgers,Regular Menu
21,2025/07/06,Sun,Japan,Sausage Muffin,180.00,1.25,Burgers,Regular Menu
22,2025/07/06,Sun,Japan,Chicken McMuffin,210.00,1.45,Burgers,Regular Menu
23,2025/07/06,Sun,Japan,Hotcakes,360.00,2.49,Burgers,Regular Menu
24,2025/07/06,Sun,Japan,McGriddles Sausage & Egg,360.00,2.49,Burgers,Regular Menu
25,2025/07/06,Sun,Japan,McGriddles Bacon & Egg,340.00,2.35,Burgers,Regular Menu
26,2025/07/06,Sun,Japan,McGriddles Sausage,250.00,1.73,Burgers,Regular Menu
27,2025/07/06,Sun,Japan,Mega Muffin,420.00,2.91,Burgers,Regular Menu
28,2025/07/06,Sun,Japan,Bai Big Mac,720.00,4.98,Burgers,Regular Menu
29,2025/07/06,Sun,Japan,Bai Double Cheeseburger,690.00,4.78,Burgers,Regular Menu
30,2025/07/06,Sun,Japan,Bai Teriyaki McBurger,520.00,3.60,Burgers,Regular Menu
31,2025/07/06,Sun,Japan,Bai Filet-O-Fish,520.00,3.60,Burgers,Regular Menu
32,2025/07/06,Sun,Japan,Bai Chicken Filet-O,540.00,3.74,Burgers,Regular Menu
33,2025/07/06,Sun,Japan,Bai Teriyaki Chicken Filet-O,540.00,3.74,Burgers,Regular Menu
34,2025/07/06,Sun,Japan,Bai Bacon Lettuce Burger,540.00,3.74,Burgers,Regular Menu
35,2025/07/06,Sun,Japan,Bai Shrimp Filet-O,550.00,3.81,Burgers,Regular Menu
36,2025/07/06,Sun,Japan,Bai McChicken,310.00,2.15,Burgers,Regular Menu
37,2025/07/06,Sun,Japan,Bai Spicy McChicken,340.00,2.35,Burgers,Regular Menu
38,2025/07/06,Sun,Japan,Bai McChicken Cheese,370.00,2.56,Burgers,Regular Menu
39,2025/07/06,Sun,Japan,Bai Egg Cheeseburger,370.00,2.56,Burgers,Regular Menu
40,2025/07/06,Sun,Japan,Bai Hamburger,310.00,2.15,Burgers,Regular Menu
41,2025/07/06,Sun,Japan,Bai Cheeseburger,340.00,2.35,Burgers,Regular Menu
42,2025/07/06,Sun,Japan,Thick Beef & Garlic Onion Beef,540.00,3.74,Burgers,Regular Menu
43,2025/07/06,Sun,Japan,Spicy Crispy Chicken,470.00,3.25,Burgers,Regular Menu
44,2025/07/06,Sun,Japan,Cheese Avocado Mayo Shrimp,490.00,3.39,Burgers,Regular Menu
45,2025/07/06,Sun,Japan,Big Mac®,480.00,3.32,Burgers,Regular Menu
46,2025/07/06,Sun,Japan,Roasted Soy Sauce Egg Bacon Thick Beef,570.00,3.95,Burgers,Regular Menu
47,2025/07/06,Sun,Japan,Roasted Soy Sauce Double Thick Beef,580.00,4.01,Burgers,Regular Menu
48,2025/07/06,Sun,Japan,Double Cheeseburger,450.00,3.11,Burgers,Regular Menu
49,2025/07/06,Sun,Japan,Teriyaki McBurger,400.00,2.77,Burgers,Regular Menu
50,2025/07/06,Sun,Japan,Filet-O-Fish®,400.00,2.77,Burgers,Regular Menu
51,2025/07/06,Sun,Japan,Chicken Filet-O®,420.00,2.91,Burgers,Regular Menu
52,2025/07/06,Sun,Japan,Teriyaki Chicken Filet-O,420.00,2.91,Burgers,Regular Menu
53,2025/07/06,Sun,Japan,Bacon Lettuce Burger,420.00,2.91,Burgers,Regular Menu
54,2025/07/06,Sun,Japan,Shrimp Filet-O,430.00,2.98,Burgers,Regular Menu
55,2025/07/06,Sun,Japan,McChicken®,190.00,1.32,Burgers,Regular Menu
56,2025/07/06,Sun,Japan,Spicy McChicken,220.00,1.52,Burgers,Regular Menu
57,2025/07/06,Sun,Japan,McChicken® Cheese,250.00,1.73,Burgers,Regular Menu
58,2025/07/06,Sun,Japan,Egg Cheeseburger,250.00,1.73,Burgers,Regular Menu
59,2025/07/06,Sun,Japan,Hamburger,190.00,1.32,Burgers,Regular Menu
60,2025/07/06,Sun,Japan,Cheeseburger,220.00,1.52,Burgers,Regular Menu
61,2025/07/06,Sun,Japan,Cheese Cheese Teriyaki McBurger,470.00,3.25,Burgers,Regular Menu
62,2025/07/06,Sun,Japan, Cheese Cheese Double Cheeseburger,500.00,3.46,Burgers,Regular Menu
63,2025/07/06,Sun,Japan,Smile,0.00,0.00,Burgers,Regular Menu
64,2025/07/06,Sun,Japan,Egg McMuffin® Set,460.00,3.18,Set,Regular Menu
65,2025/07/06,Sun,Japan,Bacon Egg McSandwich Set,490.00,3.39,Set,Regular Menu
66,2025/07/06,Sun,Japan,Sausage Egg Muffin Set,530.00,3.67,Set,Regular Menu
67,2025/07/06,Sun,Japan,Sausage Muffin Set,400.00,2.77,Set,Regular Menu
68,2025/07/06,Sun,Japan,Chicken McMuffin Set,420.00,2.91,Set,Regular Menu
69,2025/07/06,Sun,Japan,Filet-O-Fish® Set,600.00,4.15,Set,Regular Menu
70,2025/07/06,Sun,Japan,Hotcakes Set,560.00,3.88,Set,Regular Menu
71,2025/07/06,Sun,Japan,McGriddles Sausage & Egg Set,560.00,3.88,Set,Regular Menu
72,2025/07/06,Sun,Japan,McGriddles Bacon & Egg Set,540.00,3.74,Set,Regular Menu
73,2025/07/06,Sun,Japan,McGriddles Sausage Set,450.00,3.11,Set,Regular Menu
74,2025/07/06,Sun,Japan,Mega Muffin Set,620.00,4.29,Set,Regular Menu
75,2025/07/06,Sun,Japan,Bai Big Mac Set,990.00,6.85,Set,Regular Menu
76,2025/07/06,Sun,Japan,Bai Double Cheeseburger Set,940.00,6.51,Set,Regular Menu
77,2025/07/06,Sun,Japan,Bai Teriyaki McBurger Set,790.00,5.47,Set,Regular Menu
78,2025/07/06,Sun,Japan,Bai Filet-O-Fish Set,800.00,5.54,Set,Regular Menu
79,2025/07/06,Sun,Japan,Bai Chicken Filet-O Set,800.00,5.54,Set,Regular Menu
80,2025/07/06,Sun,Japan,Bai Teriyaki Chicken Filet-O set,810.00,5.61,Set,Regular Menu
81,2025/07/06,Sun,Japan,Bai Bacon Lettuce Burger Set,810.00,5.61,Set,Regular Menu
82,2025/07/06,Sun,Japan,Bai Shrimp Filet-O Set,820.00,5.68,Set,Regular Menu
83,2025/07/06,Sun,Japan,Bai McChicken Set,620.00,4.29,Set,Regular Menu
84,2025/07/06,Sun,Japan,Bai Spicy McChicken Set,660.00,4.57,Set,Regular Menu
85,2025/07/06,Sun,Japan,Bai McChicken Cheese Set,680.00,4.71,Set,Regular Menu
86,2025/07/06,Sun,Japan,Bai Egg Cheeseburger Set,680.00,4.71,Set,Regular Menu
87,2025/07/06,Sun,Japan,Bai Hamburger Set,620.00,4.29,Set,Regular Menu
88,2025/07/06,Sun,Japan,Delivery Set for 3,3550.00,24.57,Set,Regular Menu
89,2025/07/06,Sun,Japan,Delivery Set for 2,2590.00,17.93,Set,Regular Menu
90,2025/07/06,Sun,Japan,Deli Set for A1,1500.00,10.38,Set,Regular Menu
91,2025/07/06,Sun,Japan,Deli Set for B1,1500.00,10.38,Set,Regular Menu
92,2025/07/06,Sun,Japan,Thick Beef & Garlic Onion Beef Set,840.00,5.81,Set,Regular Menu
93,2025/07/06,Sun,Japan,Spicy Crispy Chicken Set,770.00,5.33,Set,Regular Menu
94,2025/07/06,Sun,Japan,Cheese Avocado Mayo Shrimp Set,790.00,5.47,Set,Regular Menu
95,2025/07/06,Sun,Japan,Big Mac® Set,750.00,5.19,Set,Regular Menu
96,2025/07/06,Sun,Japan,Roasted Soy Sauce Egg Bacon Thick Beef Set,840.00,5.81,Set,Regular Menu
97,2025/07/06,Sun,Japan,Roasted Soy Sauce Double Thick Beef Set,850.00,5.88,Set,Regular Menu
