,Date,Day,Territory,Menu Item,Price (JPY),Price (USD),Category,Menu
1,2025/09/16,Tue,Japan,Morning Tsukimi Delivery Set for 2,1720.00,11.67,Featured,Regular Menu
2,2025/09/16,Tue,Japan,Sausage Egg Muffin Set,530.00,3.60,Featured,Regular Menu
3,2025/09/16,Tue,Japan,Sausage Muffin Set,400.00,2.72,Featured,Regular Menu
4,2025/09/16,Tue,Japan,Egg McMuffin® Set,460.00,3.12,Featured,Regular Menu
5,2025/09/16,Tue,Japan,Dinner Tsukimi Delivery Set for 2,2840.00,19.28,Featured,Regular Menu
6,2025/09/16,Tue,Japan,Dinner Tsukimi Delivery Set for 1,1700.00,11.54,Featured,Regular Menu
7,2025/09/16,Tue,Japan,PoteNage DAI,600.00,4.07,Featured,Regular Menu
8,2025/09/16,Tue,Japan,PoteNage TOKUDAI,960.00,6.52,Featured,Regular Menu
9,2025/09/16,Tue,Japan,Tsukimi Delivery Set for 2,2380.00,16.15,Featured,Regular Menu
10,2025/09/16,Tue,Japan,Tsukimi Delivery Set for 1,1640.00,11.13,Featured,Regular Menu
11,2025/09/16,Tue,Japan,Big Mac® Set,750.00,5.09,Featured,Regular Menu
12,2025/09/16,Tue,Japan,Roasted Soy Sauce Double Thick Beef Set,850.00,5.77,Featured,Regular Menu
13,2025/09/16,Tue,Japan,Potenage XL ＋2Choices,2300.00,15.61,Featured,Regular Menu
14,2025/09/16,Tue,Japan,Anbutter＆Mochi Tsukimi Pie,190.00,1.29,Featured,Regular Menu
15,2025/09/16,Tue,Japan,Setouchi-Lemon Pepper Sauce,40.00,0.27,Featured,Regular Menu
16,2025/09/16,Tue,Japan,Smile,0.00,0.00,Featured,Regular Menu
17,2025/09/16,Tue,Japan,Tsukimi McMuffin,400.00,2.72,Burgers,Regular Menu
18,2025/09/16,Tue,Japan,Egg McMuffin®,260.00,1.76,Burgers,Regular Menu
19,2025/09/16,Tue,Japan,Bacon Egg McSandwich,300.00,2.04,Burgers,Regular Menu
20,2025/09/16,Tue,Japan,Sausage Egg Muffin,330.00,2.24,Burgers,Regular Menu
21,2025/09/16,Tue,Japan,Sausage Muffin,180.00,1.22,Burgers,Regular Menu
22,2025/09/16,Tue,Japan,Chicken McMuffin,210.00,1.43,Burgers,Regular Menu
23,2025/09/16,Tue,Japan,Hotcakes,360.00,2.44,Burgers,Regular Menu
24,2025/09/16,Tue,Japan,McGriddles Sausage & Egg,360.00,2.44,Burgers,Regular Menu
25,2025/09/16,Tue,Japan,McGriddles Bacon & Egg,340.00,2.31,Burgers,Regular Menu
26,2025/09/16,Tue,Japan,McGriddles Sausage,250.00,1.70,Burgers,Regular Menu
27,2025/09/16,Tue,Japan,Mega Muffin,420.00,2.85,Burgers,Regular Menu
28,2025/09/16,Tue,Japan,Triple Sukiyaki Tsukimi,780.00,5.29,Burgers,Regular Menu
29,2025/09/16,Tue,Japan,Bai Big Mac,720.00,4.89,Burgers,Regular Menu
30,2025/09/16,Tue,Japan,Bai Double Cheeseburger,690.00,4.68,Burgers,Regular Menu
31,2025/09/16,Tue,Japan,Bai Teriyaki McBurger,520.00,3.53,Burgers,Regular Menu
32,2025/09/16,Tue,Japan,Bai Filet-O-Fish,520.00,3.53,Burgers,Regular Menu
33,2025/09/16,Tue,Japan,Bai Chicken Filet-O,540.00,3.67,Burgers,Regular Menu
34,2025/09/16,Tue,Japan,Bai Teriyaki Chicken Filet-O,540.00,3.67,Burgers,Regular Menu
35,2025/09/16,Tue,Japan,Bai Bacon Lettuce Burger,540.00,3.67,Burgers,Regular Menu
36,2025/09/16,Tue,Japan,Bai Shrimp Filet-O,550.00,3.73,Burgers,Regular Menu
37,2025/09/16,Tue,Japan,Bai McChicken,310.00,2.10,Burgers,Regular Menu
38,2025/09/16,Tue,Japan,Bai Spicy McChicken,340.00,2.31,Burgers,Regular Menu
39,2025/09/16,Tue,Japan,Bai McChicken Cheese,370.00,2.51,Burgers,Regular Menu
40,2025/09/16,Tue,Japan,Bai Egg Cheeseburger,370.00,2.51,Burgers,Regular Menu
41,2025/09/16,Tue,Japan,Bai Hamburger,310.00,2.10,Burgers,Regular Menu
42,2025/09/16,Tue,Japan,Bai Cheeseburger,340.00,2.31,Burgers,Regular Menu
43,2025/09/16,Tue,Japan,Sukiyaki Tsukimi,540.00,3.67,Burgers,Regular Menu
44,2025/09/16,Tue,Japan,Tsukimi Burger,440.00,2.99,Burgers,Regular Menu
45,2025/09/16,Tue,Japan,Cheese Tsukimi,470.00,3.19,Burgers,Regular Menu
46,2025/09/16,Tue,Japan,Big Mac®,480.00,3.26,Burgers,Regular Menu
47,2025/09/16,Tue,Japan,Roasted Soy Sauce Double Thick Beef,580.00,3.94,Burgers,Regular Menu
48,2025/09/16,Tue,Japan,Roasted Soy Sauce Egg Bacon Thick Beef,570.00,3.87,Burgers,Regular Menu
49,2025/09/16,Tue,Japan,Double Cheeseburger,450.00,3.05,Burgers,Regular Menu
50,2025/09/16,Tue,Japan,Teriyaki McBurger,400.00,2.72,Burgers,Regular Menu
51,2025/09/16,Tue,Japan,Filet-O-Fish®,400.00,2.72,Burgers,Regular Menu
52,2025/09/16,Tue,Japan,Chicken Filet-O®,420.00,2.85,Burgers,Regular Menu
53,2025/09/16,Tue,Japan,Teriyaki Chicken Filet-O,420.00,2.85,Burgers,Regular Menu
54,2025/09/16,Tue,Japan,Bacon Lettuce Burger,420.00,2.85,Burgers,Regular Menu
55,2025/09/16,Tue,Japan,Shrimp Filet-O,430.00,2.92,Burgers,Regular Menu
56,2025/09/16,Tue,Japan,McChicken®,190.00,1.29,Burgers,Regular Menu
