,Date,Day,Territory,Menu Item,Price (JPY),Price (USD),Category,Menu
0,2022/03/11,Fri,Japan,Thick Spicy Bacon Teritama,490.00,4.22,Recommendations,Regular Menu
1,2022/03/11,Fri,Japan,Teritama,400.00,3.45,Recommendations,Regular Menu
2,2022/03/11,Fri,Japan,Cheese Teritama,430.00,3.71,Recommendations,Regular Menu
3,2022/03/11,Fri,Japan,Teritama Delivery Set,1150.00,9.91,Recommendations,Regular Menu
4,2022/03/11,Fri,Japan,Teritama Delivery Set for 3,2100.00,18.10,Recommendations,Regular Menu
5,2022/03/11,Fri,Japan,Teritama Delivery Set for 2,1400.00,12.07,Recommendations,Regular Menu
6,2022/03/11,Fri,Japan,Shaka Shaka Potato® Smoke Cheese Flavor Seasoning,30.00,0.26,Recommendations,Regular Menu
7,2022/03/11,Fri,Japan,McFlurry® with KITKAT®,340.00,2.93,Recommendations,Regular Menu
8,2022/03/11,Fri,Japan,McFlurry® with KITKAT® Strawberry,370.00,3.19,Recommendations,Regular Menu
9,2022/03/11,Fri,Japan,Hitokuchi Churros,280.00,2.41,Recommendations,Regular Menu
10,2022/03/11,Fri,Japan,McFizz® Ehime Ponkan,290.00,2.50,Recommendations,Regular Menu
11,2022/03/11,Fri,Japan,McFizz® Pink Grapefruit Lemonade,290.00,2.50,Recommendations,Regular Menu
12,2022/03/11,Fri,Japan,Delivery Set for 3,2500.00,21.55,Recommendations,Regular Menu
13,2022/03/11,Fri,Japan,Delivery Set for 2,1800.00,15.52,Recommendations,Regular Menu
14,2022/03/11,Fri,Japan,McDelivery® Set,1500.00,12.93,Recommendations,Regular Menu
15,2022/03/11,Fri,Japan,Potenage XL ＋2 choices,1360.00,11.72,Recommendations,Regular Menu
16,2022/03/11,Fri,Japan,PoteNage DAI,590.00,5.09,Recommendations,Regular Menu
17,2022/03/11,Fri,Japan,PoteNage TOKUDAI,940.00,8.10,Recommendations,Regular Menu
18,2022/03/11,Fri,Japan,Smile,0.00,0.00,Recommendations,Regular Menu
19,2022/03/11,Fri,Japan,Teritama Muffin,410.00,3.53,Recommendations,Breakfast Menu
20,2022/03/11,Fri,Japan,McFlurry® with KITKAT®,340.00,2.93,Recommendations,Breakfast Menu
21,2022/03/11,Fri,Japan,McFlurry® with KITKAT® Strawberry,370.00,3.19,Recommendations,Breakfast Menu
22,2022/03/11,Fri,Japan,Hitokuchi Churros,280.00,2.41,Recommendations,Breakfast Menu
23,2022/03/11,Fri,Japan,McFizz® Ehime Ponkan,290.00,2.50,Recommendations,Breakfast Menu
24,2022/03/11,Fri,Japan,McFizz® Pink Grapefruit Lemonade,290.00,2.50,Recommendations,Breakfast Menu
25,2022/03/11,Fri,Japan,McDelivery® Morning Set,1500.00,12.93,Recommendations,Breakfast Menu
26,2022/03/11,Fri,Japan,Smile,0.00,0.00,Recommendations,Breakfast Menu
27,2022/03/11,Fri,Japan,Big Mac®,420.00,3.62,Burgers,Regular Menu
28,2022/03/11,Fri,Japan,Roasted Soy Sauce Double Thick Beef,560.00,4.83,Burgers,Regular Menu
29,2022/03/11,Fri,Japan,Roasted Soy Sauce Bacon Tomato Thick Beef,560.00,4.83,Burgers,Regular Menu
30,2022/03/11,Fri,Japan,Double Cheeseburger,380.00,3.28,Burgers,Regular Menu
31,2022/03/11,Fri,Japan,Teriyaki McBurger,380.00,3.28,Burgers,Regular Menu
32,2022/03/11,Fri,Japan,Filet-O-Fish®,380.00,3.28,Burgers,Regular Menu
33,2022/03/11,Fri,Japan,Chicken Filet-O®,390.00,3.36,Burgers,Regular Menu
34,2022/03/11,Fri,Japan,Teriyaki Chicken Filet-O,400.00,3.45,Burgers,Regular Menu
