,Date,Day,Territory,Menu Item,Price (JPY),Price (USD),Category,Menu
1,2022/06/03,Fri,Japan,Grand Big Mac®,640.00,4.92,Recommendations,Regular Menu
2,2022/06/03,Fri,Japan,Giga Big Mac®,880.00,6.77,Recommendations,Regular Menu
3,2022/06/03,Fri,Japan,Big Mac® Delivery Set for 3,2250.00,17.31,Recommendations,Regular Menu
4,2022/06/03,Fri,Japan,Big Mac® Delivery Set for 2,1500.00,11.54,Recommendations,Regular Menu
5,2022/06/03,Fri,Japan,Big Mac® Delivery Set,1350.00,10.39,Recommendations,Regular Menu
6,2022/06/03,Fri,Japan,McShake® Tsujiri Matcha Latte,180.00,1.39,Recommendations,Regular Menu
7,2022/06/03,Fri,Japan,McFizz® Aomori Fuji apple,290.00,2.23,Recommendations,Regular Menu
8,2022/06/03,Fri,Japan,McFizz® Kumamoto Watermelon,290.00,2.23,Recommendations,Regular Menu
9,2022/06/03,Fri,Japan,Delivery Set for 3,2500.00,19.24,Recommendations,Regular Menu
10,2022/06/03,Fri,Japan,Delivery Set for 2,1800.00,13.85,Recommendations,Regular Menu
11,2022/06/03,Fri,Japan,McDelivery® Set,1500.00,11.54,Recommendations,Regular Menu
12,2022/06/03,Fri,Japan,Potenage XL ＋2 choices,1360.00,10.46,Recommendations,Regular Menu
13,2022/06/03,Fri,Japan,PoteNage DAI,600.00,4.62,Recommendations,Regular Menu
14,2022/06/03,Fri,Japan,PoteNage TOKUDAI,960.00,7.39,Recommendations,Regular Menu
15,2022/06/03,Fri,Japan,Smile,0.00,0.00,Recommendations,Regular Menu
16,2022/06/03,Fri,Japan,McShake® Tsujiri Matcha Latte,180.00,1.39,Recommendations,Breakfast Menu
17,2022/06/03,Fri,Japan,McFizz® Aomori Fuji apple,290.00,2.23,Recommendations,Breakfast Menu
18,2022/06/03,Fri,Japan,McFizz® Kumamoto Watermelon,290.00,2.23,Recommendations,Breakfast Menu
19,2022/06/03,Fri,Japan,McDelivery® Morning Set,1500.00,11.54,Recommendations,Breakfast Menu
20,2022/06/03,Fri,Japan,Smile,0.00,0.00,Recommendations,Breakfast Menu
21,2022/06/03,Fri,Japan,Big Mac®,430.00,3.31,Burgers,Regular Menu
22,2022/06/03,Fri,Japan,Roasted Soy Sauce Double Thick Beef,570.00,4.39,Burgers,Regular Menu
23,2022/06/03,Fri,Japan,Roasted Soy Sauce Bacon Tomato Thick Beef,570.00,4.39,Burgers,Regular Menu
24,2022/06/03,Fri,Japan,Double Cheeseburger,390.00,3.00,Burgers,Regular Menu
25,2022/06/03,Fri,Japan,Teriyaki McBurger,390.00,3.00,Burgers,Regular Menu
26,2022/06/03,Fri,Japan,Filet-O-Fish®,390.00,3.00,Burgers,Regular Menu
27,2022/06/03,Fri,Japan,Chicken Filet-O®,400.00,3.08,Burgers,Regular Menu
28,2022/06/03,Fri,Japan,Teriyaki Chicken Filet-O,410.00,3.15,Burgers,Regular Menu
29,2022/06/03,Fri,Japan,Bacon Lettuce Burger,400.00,3.08,Burgers,Regular Menu
30,2022/06/03,Fri,Japan,Shrimp Filet-O,430.00,3.31,Burgers,Regular Menu
31,2022/06/03,Fri,Japan,Spicy Beef Burger,250.00,1.92,Burgers,Regular Menu
32,2022/06/03,Fri,Japan,"Spicy Chicken Burger ""Spachiki""",250.00,1.92,Burgers,Regular Menu
33,2022/06/03,Fri,Japan,Egg Cheeseburger,250.00,1.92,Burgers,Regular Menu
34,2022/06/03,Fri,Japan,Chicken Cheese Burger,250.00,1.92,Burgers,Regular Menu
35,2022/06/03,Fri,Japan,Hamburger,150.00,1.15,Burgers,Regular Menu
36,2022/06/03,Fri,Japan,Chicken Crisp,150.00,1.15,Burgers,Regular Menu
37,2022/06/03,Fri,Japan,Cheeseburger,180.00,1.39,Burgers,Regular Menu
38,2022/06/03,Fri,Japan,Bai Big Mac,530.00,4.08,Burgers,Regular Menu
39,2022/06/03,Fri,Japan,Bai Double Cheeseburger,490.00,3.77,Burgers,Regular Menu
