,Date,Day,Territory,Menu Item,Price (NZD),Price (USD),Category,Menu
1,2022/07/21,Thu,New Zealand,Big Brekkie Burger,11.10,6.94,Brekkie Meals,Breakfast
2,2022/07/21,Thu,New Zealand,NYC Benedict Bagel®,8.60,5.38,Brekkie Meals,Breakfast
3,2022/07/21,Thu,New Zealand,Bacon & Egg McMuffin®,8.10,5.06,Brekkie Meals,Breakfast
4,2022/07/21,Thu,New Zealand,BLT Bagel,7.90,4.94,Brekkie Meals,Breakfast
5,2022/07/21,Thu,New Zealand,Chicken & Bacon McMuffin®,8.40,5.25,Brekkie Meals,Breakfast
6,2022/07/21,Thu,New Zealand,Chicken McMuffin®,7.10,4.44,Brekkie Meals,Breakfast
7,2022/07/21,Thu,New Zealand,Hotcakes with Whipped Butter & Syrup,7.80,4.88,Brekkie Meals,Breakfast
8,2022/07/21,Thu,New Zealand,Massive McMuffin®,9.50,5.94,Brekkie Meals,Breakfast
9,2022/07/21,Thu,New Zealand,Sausage & Egg McMuffin®,7.70,4.81,Brekkie Meals,Breakfast
10,2022/07/21,Thu,New Zealand,Sausage McMuffin®,6.30,3.94,Brekkie Meals,Breakfast
11,2022/07/21,Thu,New Zealand,Cheeseburger,5.20,3.25,All Day Favourites,Breakfast
12,2022/07/21,Thu,New Zealand,Big Mac®,8.90,5.56,All Day Favourites,Breakfast
13,2022/07/21,Thu,New Zealand,Quarter Pounder®,9.00,5.63,All Day Favourites,Breakfast
14,2022/07/21,Thu,New Zealand,McChicken®,8.80,5.50,All Day Favourites,Breakfast
15,2022/07/21,Thu,New Zealand,Double Cheeseburger,6.60,4.13,All Day Favourites,Breakfast
16,2022/07/21,Thu,New Zealand,Double Big Mac®,11.00,6.88,All Day Favourites,Breakfast
17,2022/07/21,Thu,New Zealand,Double Quarter Pounder®,11.90,7.44,All Day Favourites,Breakfast
18,2022/07/21,Thu,New Zealand,Double McChicken®,11.50,7.19,All Day Favourites,Breakfast
19,2022/07/21,Thu,New Zealand,6pc Chicken McNuggets®,8.70,5.44,All Day Favourites,Breakfast
20,2022/07/21,Thu,New Zealand,10pc Chicken McNuggets®,11.60,7.25,All Day Favourites,Breakfast
21,2022/07/21,Thu,New Zealand,20pc Chicken McNuggets®,19.40,12.13,All Day Favourites,Breakfast
22,2022/07/21,Thu,New Zealand,50pc Chicken McNuggets®,35.00,21.88,To Share,Breakfast
23,2022/07/21,Thu,New Zealand,Big Mac Dinner for 2,29.00,18.13,To Share,Breakfast
24,2022/07/21,Thu,New Zealand,The Family Pack,36.00,22.50,To Share,Breakfast
25,2022/07/21,Thu,New Zealand,The Cheeseburger Stack,19.00,11.88,To Share,Breakfast
26,2022/07/21,Thu,New Zealand,Hash Brown,3.10,1.94,Sides,Breakfast
27,2022/07/21,Thu,New Zealand,Small Fries,4.30,2.69,Sides,Breakfast
28,2022/07/21,Thu,New Zealand,Hotcakes Happy Meal®,8.50,5.31,Happy Meals,Breakfast
29,2022/07/21,Thu,New Zealand,3pc Chicken McNuggets® Happy Meal®,8.50,5.31,Happy Meals,Breakfast
30,2022/07/21,Thu,New Zealand,6pc Chicken McNuggets® Happy Meal®,10.50,6.56,Happy Meals,Breakfast
31,2022/07/21,Thu,New Zealand,Cheeseburger Happy Meal®,8.50,5.31,Happy Meals,Breakfast
32,2022/07/21,Thu,New Zealand,Small Cappuccino McCafe®,5.10,3.19,McCafé® Drinks,Breakfast
33,2022/07/21,Thu,New Zealand,Small Mochaccino McCafe®,5.10,3.19,McCafé® Drinks,Breakfast
34,2022/07/21,Thu,New Zealand,Small Flat White McCafe®,5.10,3.19,McCafé® Drinks,Breakfast
35,2022/07/21,Thu,New Zealand,Small Latté  McCafe®,5.10,3.19,McCafé® Drinks,Breakfast
36,2022/07/21,Thu,New Zealand,Small Hot Chocolate McCafé®,5.10,3.19,McCafé® Drinks,Breakfast
37,2022/07/21,Thu,New Zealand,Small Chai Latté McCafé®,5.10,3.19,McCafé® Drinks,Breakfast
38,2022/07/21,Thu,New Zealand,Small Long Black McCafe®,4.80,3.00,McCafé® Drinks,Breakfast
39,2022/07/21,Thu,New Zealand,Small Fuze Tea® Peach Black Iced Tea,3.80,2.38,Juice & Water,Breakfast
40,2022/07/21,Thu,New Zealand,Small Orange Juice,4.60,2.88,Juice & Water,Breakfast
41,2022/07/21,Thu,New Zealand,Kiwi Blue® Water 600ml,3.00,1.88,Juice & Water,Breakfast
42,2022/07/21,Thu,New Zealand,Pump® Mini Water,3.70,2.31,Juice & Water,Breakfast
43,2022/07/21,Thu,New Zealand,Apple Blackcurrant Drink,4.60,2.88,Juice & Water,Breakfast
44,2022/07/21,Thu,New Zealand,Small Coke® No Sugar,3.80,2.38,Soft Drinks,Breakfast
45,2022/07/21,Thu,New Zealand,Small Coke®,3.80,2.38,Soft Drinks,Breakfast
46,2022/07/21,Thu,New Zealand,Small Fanta® Orange,3.80,2.38,Soft Drinks,Breakfast
47,2022/07/21,Thu,New Zealand,Small Fanta® Raspberry,3.80,2.38,Soft Drinks,Breakfast
48,2022/07/21,Thu,New Zealand,Small Sprite® No Sugar,3.80,2.38,Soft Drinks,Breakfast
49,2022/07/21,Thu,New Zealand,Small L&P®,3.80,2.38,Soft Drinks,Breakfast
50,2022/07/21,Thu,New Zealand,Hot Cake Syrup,0.50,0.31,Brekkie Condiments,Breakfast
51,2022/07/21,Thu,New Zealand,Ketchup,0.30,0.19,Brekkie Condiments,Breakfast
52,2022/07/21,Thu,New Zealand,Mayonnaise,0.30,0.19,Brekkie Condiments,Breakfast
53,2022/07/21,Thu,New Zealand,Whipped Butter,0.20,0.13,Brekkie Condiments,Breakfast
54,2022/07/21,Thu,New Zealand,Double Quarter Pounder®,11.90,7.44,Most Popular,Lunch & Dinner
55,2022/07/21,Thu,New Zealand,Big Mac®,8.90,5.56,Most Popular,Lunch & Dinner
56,2022/07/21,Thu,New Zealand,Double Cheeseburger,6.60,4.13,Most Popular,Lunch & Dinner
57,2022/07/21,Thu,New Zealand,50pc Chicken McNuggets®,35.00,21.88,Most Popular,Lunch & Dinner
58,2022/07/21,Thu,New Zealand,The Family Pack,36.00,22.50,Most Popular,Lunch & Dinner
59,2022/07/21,Thu,New Zealand,YOU CHOOSE Family Dinner Pack,54.00,33.75,Most Popular,Lunch & Dinner
60,2022/07/21,Thu,New Zealand,YOU CHOOSE Dinner for 2,28.50,17.81,Most Popular,Lunch & Dinner
61,2022/07/21,Thu,New Zealand,Chicken Big Mac®,10.40,6.50,Favourites,Lunch & Dinner
62,2022/07/21,Thu,New Zealand,McSpicy®,10.70,6.69,Favourites,Lunch & Dinner
63,2022/07/21,Thu,New Zealand,Quarter Pounder®,9.00,5.63,Favourites,Lunch & Dinner
64,2022/07/21,Thu,New Zealand,Double Quarter Pounder®,11.90,7.44,Favourites,Lunch & Dinner
65,2022/07/21,Thu,New Zealand,Big Mac®,8.90,5.56,Favourites,Lunch & Dinner
66,2022/07/21,Thu,New Zealand,Cheeseburger,5.20,3.25,Favourites,Lunch & Dinner
67,2022/07/21,Thu,New Zealand,Double Cheeseburger,6.60,4.13,Favourites,Lunch & Dinner
68,2022/07/21,Thu,New Zealand,Double Big Mac®,11.00,6.88,Favourites,Lunch & Dinner
69,2022/07/21,Thu,New Zealand,Double Filet-O-Fish®,10.50,6.56,Favourites,Lunch & Dinner
70,2022/07/21,Thu,New Zealand,Double McChicken®,11.50,7.19,Favourites,Lunch & Dinner
71,2022/07/21,Thu,New Zealand,Filet-O-Fish®,8.00,5.00,Favourites,Lunch & Dinner
72,2022/07/21,Thu,New Zealand,McChicken®,8.80,5.50,Favourites,Lunch & Dinner
73,2022/07/21,Thu,New Zealand,Hamburger,4.30,2.69,Favourites,Lunch & Dinner
74,2022/07/21,Thu,New Zealand,Triple Cheeseburger,8.70,5.44,Favourites,Lunch & Dinner
