,Date,Day,Territory,Menu Item,Price (NZD),Price (USD),Category,Menu
1,2024/05/11,Sat,New Zealand,Bacon & Egg McMuffin®,9.30,5.60,Brekkie Meals,Breakfast
2,2024/05/11,Sat,New Zealand,Hotcakes with Whipped Butter & Syrup,9.20,5.54,Brekkie Meals,Breakfast
3,2024/05/11,Sat,New Zealand,Massive McMuffin®,11.30,6.81,Brekkie Meals,Breakfast
4,2024/05/11,Sat,New Zealand,Big Brekkie Burger,11.80,7.11,Brekkie Meals,Breakfast
5,2024/05/11,Sat,New Zealand,Sausage & Egg McMuffin®,9.30,5.60,Brekkie Meals,Breakfast
6,2024/05/11,Sat,New Zealand,NYC Benedict Bagel®,10.60,6.39,Brekkie Meals,Breakfast
7,2024/05/11,Sat,New Zealand,Chicken McMuffin®,7.90,4.76,Brekkie Meals,Breakfast
8,2024/05/11,Sat,New Zealand,BLT Bagel,10.20,6.15,Brekkie Meals,Breakfast
9,2024/05/11,Sat,New Zealand,Sausage McMuffin®,7.60,4.58,Brekkie Meals,Breakfast
10,2024/05/11,Sat,New Zealand,Chicken & Bacon McMuffin®,9.20,5.54,Brekkie Meals,Breakfast
11,2024/05/11,Sat,New Zealand,Cheeseburger,6.40,3.86,All Day Favourites,Breakfast
12,2024/05/11,Sat,New Zealand,McChicken®,10.40,6.27,All Day Favourites,Breakfast
13,2024/05/11,Sat,New Zealand,Big Mac®,10.30,6.21,All Day Favourites,Breakfast
14,2024/05/11,Sat,New Zealand,10pc Chicken McNuggets®,13.40,8.07,All Day Favourites,Breakfast
15,2024/05/11,Sat,New Zealand,Double Cheeseburger,8.40,5.06,All Day Favourites,Breakfast
16,2024/05/11,Sat,New Zealand,6pc Chicken McNuggets®,10.00,6.03,All Day Favourites,Breakfast
17,2024/05/11,Sat,New Zealand,Quarter Pounder®,10.30,6.21,All Day Favourites,Breakfast
18,2024/05/11,Sat,New Zealand,Double Quarter Pounder®,13.60,8.19,All Day Favourites,Breakfast
19,2024/05/11,Sat,New Zealand,Double Big Mac®,12.60,7.59,All Day Favourites,Breakfast
20,2024/05/11,Sat,New Zealand,20pc Chicken McNuggets®,21.40,12.89,All Day Favourites,Breakfast
21,2024/05/11,Sat,New Zealand,Big Mac Dinner for 2,34.00,20.49,To Share,Breakfast
22,2024/05/11,Sat,New Zealand,The Family Pack,42.00,25.31,To Share,Breakfast
