,Date,Day,Territory,Menu Item,Price (NZD),Price (USD),Category,Menu
1,2022/10/21,Fri,New Zealand,Big Brekkie Burger,11.60,6.56,Brekkie Meals,Breakfast
2,2022/10/21,Fri,New Zealand,NYC Benedict Bagel®,9.40,5.32,Brekkie Meals,Breakfast
3,2022/10/21,Fri,New Zealand,Bacon & Egg McMuffin®,8.60,4.87,Brekkie Meals,Breakfast
4,2022/10/21,Fri,New Zealand,BLT Bagel,8.90,5.04,Brekkie Meals,Breakfast
5,2022/10/21,Fri,New Zealand,Chicken & Bacon McMuffin®,8.40,4.75,Brekkie Meals,Breakfast
6,2022/10/21,Fri,New Zealand,Chicken McMuffin®,7.10,4.02,Brekkie Meals,Breakfast
7,2022/10/21,Fri,New Zealand,Hotcakes with Whipped Butter & Syrup,8.30,4.70,Brekkie Meals,Breakfast
8,2022/10/21,Fri,New Zealand,Massive McMuffin®,10.00,5.66,Brekkie Meals,Breakfast
9,2022/10/21,Fri,New Zealand,Sausage & Egg McMuffin®,8.20,4.64,Brekkie Meals,Breakfast
10,2022/10/21,Fri,New Zealand,Sausage McMuffin®,6.80,3.85,Brekkie Meals,Breakfast
11,2022/10/21,Fri,New Zealand,Cheeseburger,5.20,2.94,All Day Favourites,Breakfast
12,2022/10/21,Fri,New Zealand,Big Mac®,9.10,5.15,All Day Favourites,Breakfast
13,2022/10/21,Fri,New Zealand,Quarter Pounder®,9.20,5.21,All Day Favourites,Breakfast
14,2022/10/21,Fri,New Zealand,McChicken®,9.00,5.09,All Day Favourites,Breakfast
15,2022/10/21,Fri,New Zealand,Double Cheeseburger,6.90,3.90,All Day Favourites,Breakfast
16,2022/10/21,Fri,New Zealand,Double Big Mac®,11.30,6.39,All Day Favourites,Breakfast
17,2022/10/21,Fri,New Zealand,Double Quarter Pounder®,12.10,6.85,All Day Favourites,Breakfast
18,2022/10/21,Fri,New Zealand,Double McChicken®,11.50,6.51,All Day Favourites,Breakfast
19,2022/10/21,Fri,New Zealand,6pc Chicken McNuggets®,8.80,4.98,All Day Favourites,Breakfast
20,2022/10/21,Fri,New Zealand,10pc Chicken McNuggets®,11.70,6.62,All Day Favourites,Breakfast
21,2022/10/21,Fri,New Zealand,20pc Chicken McNuggets®,19.60,11.09,All Day Favourites,Breakfast
22,2022/10/21,Fri,New Zealand,Big Mac Dinner for 2,32.00,18.10,To Share,Breakfast
23,2022/10/21,Fri,New Zealand,The Family Pack,39.00,22.07,To Share,Breakfast
24,2022/10/21,Fri,New Zealand,The Cheeseburger Stack,23.00,13.01,To Share,Breakfast
25,2022/10/21,Fri,New Zealand,Hash Brown,3.60,2.04,Sides,Breakfast
26,2022/10/21,Fri,New Zealand,Small Fries,4.80,2.72,Sides,Breakfast
27,2022/10/21,Fri,New Zealand,Hotcakes Happy Meal®,8.80,4.98,Happy Meals,Breakfast
28,2022/10/21,Fri,New Zealand,3pc Chicken McNuggets® Happy Meal®,8.80,4.98,Happy Meals,Breakfast
29,2022/10/21,Fri,New Zealand,6pc Chicken McNuggets® Happy Meal®,10.50,5.94,Happy Meals,Breakfast
30,2022/10/21,Fri,New Zealand,Cheeseburger Happy Meal®,8.80,4.98,Happy Meals,Breakfast
31,2022/10/21,Fri,New Zealand,Small Cappuccino McCafe®,5.60,3.17,McCafé® Drinks,Breakfast
32,2022/10/21,Fri,New Zealand,Small Mochaccino McCafe®,5.60,3.17,McCafé® Drinks,Breakfast
33,2022/10/21,Fri,New Zealand,Small Flat White McCafe®,5.60,3.17,McCafé® Drinks,Breakfast
34,2022/10/21,Fri,New Zealand,Small Latté  McCafe®,5.60,3.17,McCafé® Drinks,Breakfast
35,2022/10/21,Fri,New Zealand,Small Hot Chocolate McCafé®,5.60,3.17,McCafé® Drinks,Breakfast
36,2022/10/21,Fri,New Zealand,Small Chai Latté McCafé®,5.60,3.17,McCafé® Drinks,Breakfast
37,2022/10/21,Fri,New Zealand,Small Long Black McCafe®,4.80,2.72,McCafé® Drinks,Breakfast
38,2022/10/21,Fri,New Zealand,Small Fuze Tea® Peach Black Iced Tea,3.80,2.15,Juice & Water,Breakfast
39,2022/10/21,Fri,New Zealand,Small Orange Juice,5.00,2.83,Juice & Water,Breakfast
40,2022/10/21,Fri,New Zealand,Kiwi Blue® Water 600ml,3.00,1.70,Juice & Water,Breakfast
41,2022/10/21,Fri,New Zealand,Pump® Mini Water,4.20,2.38,Juice & Water,Breakfast
42,2022/10/21,Fri,New Zealand,Apple Blackcurrant Drink,5.00,2.83,Juice & Water,Breakfast
43,2022/10/21,Fri,New Zealand,Small Coke® Zero Sugar,3.80,2.15,Soft Drinks,Breakfast
44,2022/10/21,Fri,New Zealand,Small Coke®,3.80,2.15,Soft Drinks,Breakfast
45,2022/10/21,Fri,New Zealand,Small Fanta® Orange,3.80,2.15,Soft Drinks,Breakfast
46,2022/10/21,Fri,New Zealand,Small Fanta® Raspberry,3.80,2.15,Soft Drinks,Breakfast
